run,bioproject,study,biosample,sample,experiment,amikacin,bedaquiline,capreomycin,clofazimine,delamanid,ethionamide,ethambutol,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,pyrazinamide,rifampicin,streptomycin
ERR2516924,PRJEB26001,,,ERS2401601,ERX2536139,S,,S,,,,R,R,S,S,,S,,R,
ERR2516884,PRJEB26001,,,ERS2401561,ERX2536099,S,,S,,,,R,R,S,S,,S,,R,
ERR2516798,PRJEB26001,,,ERS2401475,ERX2536013,R,,R,,,,R,R,R,R,,R,,R,
ERR2517105,PRJEB26001,,,ERS2401782,ERX2536320,,,,,,,S,S,,,,,,S,
ERR2516787,PRJEB26001,,,ERS2401464,ERX2536002,S,,S,,,,R,R,R,S,,S,,R,
ERR2516785,PRJEB26001,,,ERS2401462,ERX2536000,S,,S,,,,S,,S,S,,S,,R,
ERR2516887,PRJEB26001,,,ERS2401564,ERX2536102,S,,S,,,,S,,S,S,,S,,R,
ERR2517099,PRJEB26001,,,ERS2401776,ERX2536314,S,,S,,,,,R,S,S,,S,,R,
ERR2516822,PRJEB26001,,,ERS2401499,ERX2536037,S,,S,,,,R,R,S,S,,S,,R,
ERR2516741,PRJEB26001,,,ERS2401418,ERX2535956,,,,,,,S,S,,,,,,S,
ERR2516998,PRJEB26001,,,ERS2401675,ERX2536213,S,,S,,,,R,R,R,S,,S,,R,
ERR2517020,PRJEB26001,,,ERS2401697,ERX2536235,S,,S,,,,,R,S,S,,S,,R,
ERR2516835,PRJEB26001,,,ERS2401512,ERX2536050,S,,S,,,,,R,S,S,,S,,R,
ERR2516760,PRJEB26001,,,ERS2401437,ERX2535975,S,,S,,,,S,R,S,S,,S,,R,
ERR2516972,PRJEB26001,,,ERS2401649,ERX2536187,S,,S,,,,S,R,S,S,,S,,R,
ERR2516748,PRJEB26001,,,ERS2401425,ERX2535963,,,,,,,R,R,,,,,,R,
ERR2516799,PRJEB26001,,,ERS2401476,ERX2536014,S,,S,,,,R,R,S,S,,S,,R,
ERR2517102,PRJEB26001,,,ERS2401779,ERX2536317,,,,,,,S,S,,,,,,S,
ERR2516851,PRJEB26001,,,ERS2401528,ERX2536066,S,,S,,,,,R,R,S,,S,,R,
ERR2517072,PRJEB26001,,,ERS2401749,ERX2536287,,,,,,,S,S,,,,,,S,
ERR2517023,PRJEB26001,,,ERS2401700,ERX2536238,S,,S,,,,R,R,S,R,,R,,R,
ERR2517014,PRJEB26001,,,ERS2401691,ERX2536229,S,,S,,,,R,R,S,R,,R,,R,
ERR2516854,PRJEB26001,,,ERS2401531,ERX2536069,S,,S,,,,R,R,S,S,,S,,R,
ERR2517091,PRJEB26001,,,ERS2401768,ERX2536306,S,,S,,,,S,R,S,S,,S,,R,
ERR2516789,PRJEB26001,,,ERS2401466,ERX2536004,S,,S,,,,S,R,S,S,,S,,R,
ERR2516892,PRJEB26001,,,ERS2401569,ERX2536107,S,,S,,,,,R,S,S,,S,,R,
ERR2516890,PRJEB26001,,,ERS2401567,ERX2536105,S,,S,,,,,R,S,S,,S,,R,
ERR2516838,PRJEB26001,,,ERS2401515,ERX2536053,S,,S,,,,,R,S,S,,S,,R,
ERR2516916,PRJEB26001,,,ERS2401593,ERX2536131,S,,S,,,,R,R,S,S,,S,,R,
ERR2517006,PRJEB26001,,,ERS2401683,ERX2536221,S,,S,,,,,R,S,S,,S,,R,
ERR2516991,PRJEB26001,,,ERS2401668,ERX2536206,S,,S,,,,R,R,S,S,,S,,R,
ERR2516812,PRJEB26001,,,ERS2401489,ERX2536027,S,,S,,,,R,R,S,R,,R,,R,
ERR2516923,PRJEB26001,,,ERS2401600,ERX2536138,S,,S,,,,S,R,S,S,,S,,R,
ERR2517053,PRJEB26001,,,ERS2401730,ERX2536268,S,,S,,,,R,R,S,S,,S,,R,
ERR2516955,PRJEB26001,,,ERS2401632,ERX2536170,S,,S,,,,,R,R,R,,R,,R,
ERR2517040,PRJEB26001,,,ERS2401717,ERX2536255,S,,S,,,,,R,S,R,,R,,R,
ERR2516948,PRJEB26001,,,ERS2401625,ERX2536163,S,,S,,,,S,R,S,S,,S,,R,
ERR2516903,PRJEB26001,,,ERS2401580,ERX2536118,S,,S,,,,S,R,S,S,,S,,R,
ERR2516900,PRJEB26001,,,ERS2401577,ERX2536115,S,,S,,,,R,R,S,S,,S,,R,
ERR2516876,PRJEB26001,,,ERS2401553,ERX2536091,S,,S,,,,,R,S,S,,S,,R,
ERR2517043,PRJEB26001,,,ERS2401720,ERX2536258,S,,S,,,,S,R,S,S,,S,,R,
ERR2516761,PRJEB26001,,,ERS2401438,ERX2535976,S,,S,,,,,R,S,S,,S,,R,
ERR2516970,PRJEB26001,,,ERS2401647,ERX2536185,,,,,,,R,R,,,,,,R,
ERR2516965,PRJEB26001,,,ERS2401642,ERX2536180,S,,S,,,,S,R,S,S,,S,,R,
ERR2516995,PRJEB26001,,,ERS2401672,ERX2536210,R,,R,,,,,R,R,R,,R,,R,
ERR2517024,PRJEB26001,,,ERS2401701,ERX2536239,S,,S,,,,,R,S,S,,S,,R,
ERR2517063,PRJEB26001,,,ERS2401740,ERX2536278,S,,S,,,,S,R,S,S,,S,,R,
ERR2516896,PRJEB26001,,,ERS2401573,ERX2536111,S,,S,,,,S,R,S,S,,S,,R,
ERR2516921,PRJEB26001,,,ERS2401598,ERX2536136,S,,S,,,,,R,R,S,,S,,R,
ERR2516767,PRJEB26001,,,ERS2401444,ERX2535982,R,,R,,,,R,R,R,S,,S,,R,
ERR2517022,PRJEB26001,,,ERS2401699,ERX2536237,R,,R,,,,S,R,R,R,,R,,R,
ERR2516989,PRJEB26001,,,ERS2401666,ERX2536204,S,,S,,,,,R,S,S,,S,,R,
ERR2517097,PRJEB26001,,,ERS2401774,ERX2536312,S,,S,,,,,R,S,S,,S,,R,
ERR2516935,PRJEB26001,,,ERS2401612,ERX2536150,S,,S,,,,R,R,S,S,,S,,R,
ERR2516917,PRJEB26001,,,ERS2401594,ERX2536132,S,,S,,,,,R,S,S,,S,,R,
ERR2517068,PRJEB26001,,,ERS2401745,ERX2536283,S,,S,,,,S,R,S,S,,S,,R,
ERR2516754,PRJEB26001,,,ERS2401431,ERX2535969,S,,S,,,,S,R,S,S,,S,,R,
ERR2517021,PRJEB26001,,,ERS2401698,ERX2536236,S,,S,,,,S,R,S,S,,S,,R,
ERR2516751,PRJEB26001,,,ERS2401428,ERX2535966,S,,S,,,,,R,S,S,,S,,R,
ERR2517120,PRJEB26001,,,ERS2401797,ERX2536335,S,,S,,,,S,R,S,S,,S,,R,
ERR2516763,PRJEB26001,,,ERS2401440,ERX2535978,S,,S,,,,,R,S,S,,S,,R,
ERR2516881,PRJEB26001,,,ERS2401558,ERX2536096,S,,S,,,,,R,S,S,,S,,R,
ERR2516833,PRJEB26001,,,ERS2401510,ERX2536048,S,,S,,,,,R,S,S,,S,,R,
ERR2516743,PRJEB26001,,,ERS2401420,ERX2535958,S,,S,,,,,R,S,S,,S,,R,
ERR2516990,PRJEB26001,,,ERS2401667,ERX2536205,S,,S,,,,,R,R,R,,R,,R,
ERR2516901,PRJEB26001,,,ERS2401578,ERX2536116,S,,S,,,,,R,R,R,,R,,R,
ERR2516752,PRJEB26001,,,ERS2401429,ERX2535967,S,,S,,,,,R,R,R,,R,,R,
ERR2516808,PRJEB26001,,,ERS2401485,ERX2536023,,,,,,,S,R,,,,,,R,
ERR2517062,PRJEB26001,,,ERS2401739,ERX2536277,S,,S,,,,,R,S,S,,S,,R,
ERR2517017,PRJEB26001,,,ERS2401694,ERX2536232,S,,S,,,,,R,S,S,,S,,R,
ERR2516790,PRJEB26001,,,ERS2401467,ERX2536005,S,,S,,,,,R,S,S,,S,,R,
ERR2516929,PRJEB26001,,,ERS2401606,ERX2536144,S,,S,,,,R,R,S,S,,S,,R,
ERR2517066,PRJEB26001,,,ERS2401743,ERX2536281,S,,S,,,,R,R,S,S,,S,,R,
ERR2516945,PRJEB26001,,,ERS2401622,ERX2536160,S,,S,,,,,R,S,S,,S,,R,
ERR2516775,PRJEB26001,,,ERS2401452,ERX2535990,S,,S,,,,,R,R,S,,S,,R,
ERR2516769,PRJEB26001,,,ERS2401446,ERX2535984,S,,R,,,,,R,R,S,,S,,R,
ERR2517033,PRJEB26001,,,ERS2401710,ERX2536248,S,,,,,,,R,R,,,R,,R,
ERR2517112,PRJEB26001,,,ERS2401789,ERX2536327,R,,R,,,,,R,R,S,,R,,R,
ERR2517077,PRJEB26001,,,ERS2401754,ERX2536292,S,,S,,,,,R,S,S,,S,,R,
ERR2517019,PRJEB26001,,,ERS2401696,ERX2536234,S,,S,,,,R,R,S,S,,S,,R,
ERR2516861,PRJEB26001,,,ERS2401538,ERX2536076,S,,S,,,,,R,S,S,,S,,R,
ERR2516848,PRJEB26001,,,ERS2401525,ERX2536063,S,,S,,,,,R,S,S,,S,,R,
ERR2516773,PRJEB26001,,,ERS2401450,ERX2535988,S,,S,,,,,R,S,S,,S,,R,
ERR2517118,PRJEB26001,,,ERS2401795,ERX2536333,S,,S,,,,R,R,R,S,,S,,R,
ERR2516758,PRJEB26001,,,ERS2401435,ERX2535973,S,,S,,,,S,R,S,S,,S,,R,
ERR2516834,PRJEB26001,,,ERS2401511,ERX2536049,S,,S,,,,S,R,S,S,,S,,R,
ERR2517038,PRJEB26001,,,ERS2401715,ERX2536253,S,,S,,,,,R,S,S,,S,,R,
ERR2516883,PRJEB26001,,,ERS2401560,ERX2536098,S,,S,,,,,R,S,S,,S,,R,
ERR2516832,PRJEB26001,,,ERS2401509,ERX2536047,S,,S,,,,S,R,S,S,,S,,R,
ERR2517065,PRJEB26001,,,ERS2401742,ERX2536280,,,,,,,S,R,,,,,,,
ERR2516845,PRJEB26001,,,ERS2401522,ERX2536060,R,,R,,,,S,R,R,R,,R,,R,
ERR2516994,PRJEB26001,,,ERS2401671,ERX2536209,R,,R,,,,R,R,R,R,,R,,R,
ERR2516804,PRJEB26001,,,ERS2401481,ERX2536019,S,,S,,,,S,R,S,S,,S,,R,
ERR2516844,PRJEB26001,,,ERS2401521,ERX2536059,R,,S,,,,R,R,R,S,,S,,R,
ERR2517089,PRJEB26001,,,ERS2401766,ERX2536304,R,,S,,,,R,R,R,S,,S,,R,
ERR2516968,PRJEB26001,,,ERS2401645,ERX2536183,S,,S,,,,R,R,R,S,,S,,R,
ERR2516982,PRJEB26001,,,ERS2401659,ERX2536197,,,,,,,R,R,,,,,,R,
ERR2516805,PRJEB26001,,,ERS2401482,ERX2536020,S,,R,,,,R,R,R,S,,S,,R,
ERR2517044,PRJEB26001,,,ERS2401721,ERX2536259,R,,S,,,,S,R,R,S,,S,,R,
ERR2516912,PRJEB26001,,,ERS2401589,ERX2536127,S,,S,,,,S,R,S,R,,R,,R,
ERR2516978,PRJEB26001,,,ERS2401655,ERX2536193,R,,S,,,,,R,R,S,,S,,R,
ERR2517078,PRJEB26001,,,ERS2401755,ERX2536293,S,,S,,,,S,R,S,R,,R,,R,
ERR2516810,PRJEB26001,,,ERS2401487,ERX2536025,S,,S,,,,S,R,S,S,,S,,R,
ERR2516939,PRJEB26001,,,ERS2401616,ERX2536154,S,,S,,,,R,R,S,S,,S,,R,
ERR2516891,PRJEB26001,,,ERS2401568,ERX2536106,S,,S,,,,R,R,R,S,,S,,R,
ERR2517045,PRJEB26001,,,ERS2401722,ERX2536260,S,,S,,,,,R,S,R,,R,,R,
ERR2516966,PRJEB26001,,,ERS2401643,ERX2536181,,,,,,,S,S,,,,,,S,
ERR2516849,PRJEB26001,,,ERS2401526,ERX2536064,S,,S,,,,,R,S,S,,S,,R,
ERR2517084,PRJEB26001,,,ERS2401761,ERX2536299,,,,,,,,R,,,,,,R,
ERR2517101,PRJEB26001,,,ERS2401778,ERX2536316,,,,,,,,R,,,,,,R,
ERR2516960,PRJEB26001,,,ERS2401637,ERX2536175,R,,R,,,,R,R,R,S,,S,,R,
ERR2516899,PRJEB26001,,,ERS2401576,ERX2536114,R,,R,,,,R,R,R,S,,S,,R,
ERR2516831,PRJEB26001,,,ERS2401508,ERX2536046,S,,S,,,,,R,S,R,,R,,R,
ERR2516816,PRJEB26001,,,ERS2401493,ERX2536031,R,,R,,,,,,R,R,,R,,,
ERR2516974,PRJEB26001,,,ERS2401651,ERX2536189,S,,S,,,,,R,S,S,,S,,R,
ERR2517056,PRJEB26001,,,ERS2401733,ERX2536271,S,,S,,,,,R,S,S,,S,,R,
ERR2517076,PRJEB26001,,,ERS2401753,ERX2536291,S,,S,,,,,R,S,S,,S,,R,
ERR2516777,PRJEB26001,,,ERS2401454,ERX2535992,S,,S,,,,,R,S,R,,R,,R,
ERR2517074,PRJEB26001,,,ERS2401751,ERX2536289,S,,S,,,,S,R,S,R,,R,,R,
ERR2516971,PRJEB26001,,,ERS2401648,ERX2536186,S,,S,,,,S,R,S,R,,R,,R,
ERR2516952,PRJEB26001,,,ERS2401629,ERX2536167,,,,,,,S,S,,,,,,S,
ERR2516862,PRJEB26001,,,ERS2401539,ERX2536077,S,,S,,,,,R,S,S,,S,,R,
ERR2517103,PRJEB26001,,,ERS2401780,ERX2536318,S,,S,,,,S,R,S,S,,S,,R,
ERR2516941,PRJEB26001,,,ERS2401618,ERX2536156,S,,S,,,,S,R,S,S,,S,,R,
ERR2516780,PRJEB26001,,,ERS2401457,ERX2535995,S,,S,,,,,R,S,S,,S,,R,
ERR2516829,PRJEB26001,,,ERS2401506,ERX2536044,S,,S,,,,R,R,S,S,,S,,R,
ERR2517029,PRJEB26001,,,ERS2401706,ERX2536244,S,,S,,,,S,R,S,S,,S,,R,
ERR2516957,PRJEB26001,,,ERS2401634,ERX2536172,,,,,,,S,S,,,,,,,
ERR2517110,PRJEB26001,,,ERS2401787,ERX2536325,S,,S,,,,S,R,S,S,,S,,R,
ERR2516828,PRJEB26001,,,ERS2401505,ERX2536043,S,,S,,,,R,,S,S,,S,,R,
ERR2516867,PRJEB26001,,,ERS2401544,ERX2536082,,,,,,,,R,,,,,,R,
ERR2516794,PRJEB26001,,,ERS2401471,ERX2536009,S,,S,,,,S,R,S,S,,S,,,
ERR2517093,PRJEB26001,,,ERS2401770,ERX2536308,S,,S,,,,,R,S,S,,S,,R,
ERR2517079,PRJEB26001,,,ERS2401756,ERX2536294,S,,S,,,,S,R,S,R,,R,,R,
ERR2517061,PRJEB26001,,,ERS2401738,ERX2536276,,,,,,,S,S,,,,,,S,
ERR2516843,PRJEB26001,,,ERS2401520,ERX2536058,S,,S,,,,R,R,S,S,,S,,R,
ERR2516343,PRJEB25999,,,ERS2401021,ERX2535559,S,,S,,,,R,R,,R,,R,R,R,
ERR2516237,PRJEB25999,,,ERS2400915,ERX2535453,S,,S,,,,R,R,,S,,,,R,
ERR2516279,PRJEB25999,,,ERS2400957,ERX2535495,,,,,,,S,S,,,,,S,S,
ERR2516346,PRJEB25999,,,ERS2401024,ERX2535562,,,,,,,S,S,,,,,S,S,
ERR2516264,PRJEB25999,,,ERS2400942,ERX2535480,S,,S,,,,R,R,,R,,R,R,R,
ERR2516173,PRJEB25999,,,ERS2400851,ERX2535389,,,,,,,S,S,,,,,S,S,
ERR2516290,PRJEB25999,,,ERS2400968,ERX2535506,,,,,,,S,R,,,,,S,S,
ERR2516310,PRJEB25999,,,ERS2400988,ERX2535526,S,,S,,,,S,S,,S,,S,S,S,
ERR2516386,PRJEB25999,,,ERS2401064,ERX2535602,,,,,,,S,S,,,,,S,S,
ERR2516284,PRJEB25999,,,ERS2400962,ERX2535500,,,,,,,S,S,,,,,S,S,
ERR2516398,PRJEB25999,,,ERS2401076,ERX2535614,,,,,,,S,S,,,,,R,S,
ERR2516342,PRJEB25999,,,ERS2401020,ERX2535558,,,,,,,S,S,,,,,S,S,
ERR2516232,PRJEB25999,,,ERS2400910,ERX2535448,S,,S,,,,R,R,,S,,,,R,
ERR2516314,PRJEB25999,,,ERS2400992,ERX2535530,,,,,,,S,S,,,,,S,S,
ERR2516201,PRJEB25999,,,ERS2400879,ERX2535417,,,,,,,S,S,,,,,S,S,
ERR2516276,PRJEB25999,,,ERS2400954,ERX2535492,,,,,,,S,S,,,,,S,S,
ERR2516171,PRJEB25999,,,ERS2400849,ERX2535387,,,,,,,S,S,,,,,S,S,
ERR2516191,PRJEB25999,,,ERS2400869,ERX2535407,,,,,,,S,S,,,,,R,S,
ERR2516168,PRJEB25999,,,ERS2400846,ERX2535384,,,,,,,S,S,,,,,S,S,
ERR2516394,PRJEB25999,,,ERS2401072,ERX2535610,,,,,,,S,S,,,,,R,S,
ERR2516385,PRJEB25999,,,ERS2401063,ERX2535601,,,,,,,S,S,,,,,S,S,
ERR2516339,PRJEB25999,,,ERS2401017,ERX2535555,,,,,,,S,S,,,,,R,S,
ERR2516228,PRJEB25999,,,ERS2400906,ERX2535444,,,,,,,S,S,,,,,S,S,
ERR2516229,PRJEB25999,,,ERS2400907,ERX2535445,S,,,,,,R,R,,S,,,,R,
ERR2516350,PRJEB25999,,,ERS2401028,ERX2535566,,,,,,,S,S,,,,,S,S,
ERR2516244,PRJEB25999,,,ERS2400922,ERX2535460,,,,,,,S,S,,,,,S,S,
ERR2516315,PRJEB25999,,,ERS2400993,ERX2535531,,,,,,,S,S,,,,,S,S,
ERR2516366,PRJEB25999,,,ERS2401044,ERX2535582,,,,,,,S,S,,,,,S,S,
ERR2516273,PRJEB25999,,,ERS2400951,ERX2535489,,,,,,,S,S,,,,,R,S,
ERR2516235,PRJEB25999,,,ERS2400913,ERX2535451,S,,S,,,,S,S,,S,,S,S,S,
ERR2516223,PRJEB25999,,,ERS2400901,ERX2535439,,,,,,,S,S,,,,,S,S,
ERR2516379,PRJEB25999,,,ERS2401057,ERX2535595,,,,,,,S,S,,,,,S,S,
ERR2516259,PRJEB25999,,,ERS2400937,ERX2535475,,,,,,,S,S,,,,,S,S,
ERR2516372,PRJEB25999,,,ERS2401050,ERX2535588,,,,,,,S,S,,,,,S,S,
ERR2516323,PRJEB25999,,,ERS2401001,ERX2535539,,,,,,,S,S,,,,,S,S,
ERR2516327,PRJEB25999,,,ERS2401005,ERX2535543,R,,S,,,,R,R,,S,,,S,R,
ERR2516278,PRJEB25999,,,ERS2400956,ERX2535494,,,,,,,S,S,,,,,S,S,
ERR2516275,PRJEB25999,,,ERS2400953,ERX2535491,,,,,,,S,S,,,,,S,S,
ERR2516204,PRJEB25999,,,ERS2400882,ERX2535420,,,,,,,S,S,,,,,S,S,
ERR2516360,PRJEB25999,,,ERS2401038,ERX2535576,,,,,,,S,S,,,,,S,S,
ERR2516328,PRJEB25999,,,ERS2401006,ERX2535544,,,,,,,S,S,,,,,S,S,
ERR2516376,PRJEB25999,,,ERS2401054,ERX2535592,,,,,,,S,S,,,,,R,S,
ERR2516312,PRJEB25999,,,ERS2400990,ERX2535528,,,,,,,S,S,,,,,S,S,
ERR2516383,PRJEB25999,,,ERS2401061,ERX2535599,,,,,,,S,S,,,,,S,S,
ERR2516267,PRJEB25999,,,ERS2400945,ERX2535483,,,,,,,S,S,,,,,S,S,
ERR2516294,PRJEB25999,,,ERS2400972,ERX2535510,,,,,,,S,S,,,,,S,S,
ERR2516325,PRJEB25999,,,ERS2401003,ERX2535541,S,,S,,,,S,R,,S,,,S,R,
ERR2516216,PRJEB25999,,,ERS2400894,ERX2535432,,,,,,,S,S,,,,,S,S,
ERR2516369,PRJEB25999,,,ERS2401047,ERX2535585,,,,,,,S,S,,,,,S,S,
ERR2516299,PRJEB25999,,,ERS2400977,ERX2535515,,,,,,,S,S,,,,,S,S,
ERR2516172,PRJEB25999,,,ERS2400850,ERX2535388,,,,,,,S,S,,,,,S,S,
ERR2516272,PRJEB25999,,,ERS2400950,ERX2535488,,,,,,,S,S,,,,,S,S,
ERR2516193,PRJEB25999,,,ERS2400871,ERX2535409,,,,,,,S,S,,,,,S,S,
ERR2516370,PRJEB25999,,,ERS2401048,ERX2535586,,,,,,,S,S,,,,,S,S,
ERR2516384,PRJEB25999,,,ERS2401062,ERX2535600,,,,,,,S,S,,,,,S,S,
ERR2516332,PRJEB25999,,,ERS2401010,ERX2535548,,,,,,,S,S,,,,,S,S,
ERR2516224,PRJEB25999,,,ERS2400902,ERX2535440,,,,,,,S,S,,,,,S,S,
ERR2516330,PRJEB25999,,,ERS2401008,ERX2535546,S,,,,,,R,R,,S,,,S,R,
ERR2516260,PRJEB25999,,,ERS2400938,ERX2535476,,,,,,,S,S,,,,,S,S,
ERR2516197,PRJEB25999,,,ERS2400875,ERX2535413,,,,,,,S,S,,,,,S,S,
ERR2516348,PRJEB25999,,,ERS2401026,ERX2535564,,,,,,,S,S,,,,,S,S,
ERR2516380,PRJEB25999,,,ERS2401058,ERX2535596,,,,,,,S,S,,,,,S,S,
ERR2516225,PRJEB25999,,,ERS2400903,ERX2535441,,,,,,,S,S,,,,,S,S,
ERR2516248,PRJEB25999,,,ERS2400926,ERX2535464,,,,,,,S,S,,,,,S,S,
ERR2516242,PRJEB25999,,,ERS2400920,ERX2535458,,,,,,,S,S,,,,,S,S,
ERR2516179,PRJEB25999,,,ERS2400857,ERX2535395,,,,,,,S,S,,,,,S,S,
ERR2516236,PRJEB25999,,,ERS2400914,ERX2535452,,,,,,,S,S,,,,,S,S,
ERR2516178,PRJEB25999,,,ERS2400856,ERX2535394,S,,S,,,,S,R,,S,,S,S,R,
ERR2516387,PRJEB25999,,,ERS2401065,ERX2535603,S,,S,,,,R,R,,S,,,R,R,
ERR2516241,PRJEB25999,,,ERS2400919,ERX2535457,,,,,,,S,S,,,,,S,S,
ERR2516212,PRJEB25999,,,ERS2400890,ERX2535428,,,,,,,S,S,,,,,S,S,
ERR2516210,PRJEB25999,,,ERS2400888,ERX2535426,,,,,,,S,S,,,,,S,S,
ERR2516227,PRJEB25999,,,ERS2400905,ERX2535443,,,,,,,S,S,,,,,S,S,
ERR2516362,PRJEB25999,,,ERS2401040,ERX2535578,,,,,,,S,S,,,,,S,S,
ERR2516184,PRJEB25999,,,ERS2400862,ERX2535400,,,,,,,S,S,,,,,S,S,
ERR2516319,PRJEB25999,,,ERS2400997,ERX2535535,,,,,,,S,S,,,,,S,S,
ERR2516205,PRJEB25999,,,ERS2400883,ERX2535421,,,,,,,S,S,,,,,S,S,
ERR2516305,PRJEB25999,,,ERS2400983,ERX2535521,,,,,,,S,S,,,,,S,S,
ERR2516306,PRJEB25999,,,ERS2400984,ERX2535522,,,,,,,S,S,,,,,S,S,
ERR2516271,PRJEB25999,,,ERS2400949,ERX2535487,S,,,,,,R,R,,S,,,S,R,
ERR2516293,PRJEB25999,,,ERS2400971,ERX2535509,,,,,,,S,S,,,,,S,S,
ERR2516174,PRJEB25999,,,ERS2400852,ERX2535390,,,,,,,S,S,,,,,S,S,
ERR2516230,PRJEB25999,,,ERS2400908,ERX2535446,S,,S,,,,R,R,,S,,S,R,R,
ERR2516218,PRJEB25999,,,ERS2400896,ERX2535434,,,,,,,S,S,,,,,S,S,
ERR2516250,PRJEB25999,,,ERS2400928,ERX2535466,,,,,,,S,S,,,,,S,S,
ERR2516322,PRJEB25999,,,ERS2401000,ERX2535538,,,,,,,S,S,,,,,S,S,
ERR2516194,PRJEB25999,,,ERS2400872,ERX2535410,,,,,,,S,S,,,,,S,S,
ERR2516207,PRJEB25999,,,ERS2400885,ERX2535423,,,,,,,S,S,,,,,R,S,
ERR2516300,PRJEB25999,,,ERS2400978,ERX2535516,,,,,,,S,S,,,,,S,S,
ERR2516316,PRJEB25999,,,ERS2400994,ERX2535532,S,,S,,,,S,R,,S,,S,R,R,
ERR2516255,PRJEB25999,,,ERS2400933,ERX2535471,S,,S,,,,R,R,,S,,,R,R,
ERR2516371,PRJEB25999,,,ERS2401049,ERX2535587,,,,,,,S,S,,,,,S,S,
ERR2516353,PRJEB25999,,,ERS2401031,ERX2535569,,,,,,,S,S,,,,,S,S,
ERR2516269,PRJEB25999,,,ERS2400947,ERX2535485,,,,,,,S,S,,,,,S,S,
ERR2516341,PRJEB25999,,,ERS2401019,ERX2535557,,,,,,,S,S,,,,,S,S,
ERR2516318,PRJEB25999,,,ERS2400996,ERX2535534,,,,,,,S,S,,,,,S,S,
ERR2516246,PRJEB25999,,,ERS2400924,ERX2535462,,,,,,,S,S,,,,,S,S,
ERR2516307,PRJEB25999,,,ERS2400985,ERX2535523,,,,,,,S,S,,,,,R,S,
ERR2516262,PRJEB25999,,,ERS2400940,ERX2535478,,,,,,,S,S,,,,,R,S,
ERR2516335,PRJEB25999,,,ERS2401013,ERX2535551,,,,,,,S,S,,,,,R,S,
ERR2516324,PRJEB25999,,,ERS2401002,ERX2535540,,,,,,,S,S,,,,,S,S,
ERR2516208,PRJEB25999,,,ERS2400886,ERX2535424,S,,,,,,R,R,,S,,,S,R,
ERR2516340,PRJEB25999,,,ERS2401018,ERX2535556,S,,S,,,,R,R,,S,,S,S,R,
ERR2516258,PRJEB25999,,,ERS2400936,ERX2535474,,,,,,,S,S,,,,,S,S,
ERR2516202,PRJEB25999,,,ERS2400880,ERX2535418,,,,,,,S,S,,,,,S,S,
ERR2516378,PRJEB25999,,,ERS2401056,ERX2535594,,,,,,,S,S,,,,,S,S,
ERR2516388,PRJEB25999,,,ERS2401066,ERX2535604,,,,,,,S,S,,,,,S,S,
ERR2516374,PRJEB25999,,,ERS2401052,ERX2535590,,,,,,,S,S,,,,,S,S,
ERR2516381,PRJEB25999,,,ERS2401059,ERX2535597,,,,,,,S,S,,,,,S,S,
ERR2516238,PRJEB25999,,,ERS2400916,ERX2535454,,,,,,,S,S,,,,,S,S,
ERR2516354,PRJEB25999,,,ERS2401032,ERX2535570,,,,,,,S,S,,,,,S,S,
ERR2516298,PRJEB25999,,,ERS2400976,ERX2535514,,,,,,,S,S,,,,,S,S,
ERR2516313,PRJEB25999,,,ERS2400991,ERX2535529,S,,S,,,,S,R,,R,,R,R,R,
ERR2516217,PRJEB25999,,,ERS2400895,ERX2535433,S,,,,,,R,R,,S,,,R,R,
ERR2516234,PRJEB25999,,,ERS2400912,ERX2535450,,,,,,,S,S,,,,,S,S,
ERR2516358,PRJEB25999,,,ERS2401036,ERX2535574,,,,,,,S,S,,,,,S,S,
ERR2516211,PRJEB25999,,,ERS2400889,ERX2535427,,,,,,,S,S,,,,,S,S,
ERR2516268,PRJEB25999,,,ERS2400946,ERX2535484,,,,,,,S,S,,,,,S,S,
ERR2516317,PRJEB25999,,,ERS2400995,ERX2535533,,,,,,,S,S,,,,,S,S,
ERR2516309,PRJEB25999,,,ERS2400987,ERX2535525,,,,,,,S,S,,,,,S,S,
ERR2516247,PRJEB25999,,,ERS2400925,ERX2535463,,,,,,,S,S,,,,,S,S,
ERR2516304,PRJEB25999,,,ERS2400982,ERX2535520,,,,,,,S,S,,,,,S,S,
ERR2516331,PRJEB25999,,,ERS2401009,ERX2535547,,,,,,,S,S,,,,,S,S,
ERR2516231,PRJEB25999,,,ERS2400909,ERX2535447,,,,,,,S,S,,,,,S,S,
ERR2516219,PRJEB25999,,,ERS2400897,ERX2535435,S,,,,,,S,R,,S,,,S,R,
ERR2516296,PRJEB25999,,,ERS2400974,ERX2535512,,,,,,,S,S,,,,,S,S,
ERR2516221,PRJEB25999,,,ERS2400899,ERX2535437,,,,,,,S,S,,,,,S,S,
ERR2516180,PRJEB25999,,,ERS2400858,ERX2535396,,,,,,,S,S,,,,,S,S,
ERR2516253,PRJEB25999,,,ERS2400931,ERX2535469,,,,,,,S,S,,,,,S,S,
ERR2516311,PRJEB25999,,,ERS2400989,ERX2535527,,,,,,,S,S,,,,,R,S,
ERR2516265,PRJEB25999,,,ERS2400943,ERX2535481,,,,,,,S,S,,,,,S,S,
ERR2516187,PRJEB25999,,,ERS2400865,ERX2535403,,,,,,,S,S,,,,,S,S,
