bioproject,biosample,run,bedaquiline,amikacin,ethambutol
PRJEB44577,SAMEA8718425,ERR8975173,S,,
PRJEB44577,SAMEA8718426,ERR8975174,S,,
PRJEB44577,SAMEA8718427,ERR8975175,S,,
PRJEB44577,SAMEA8718428,ERR8975176,S,,
PRJEB44577,SAMEA8718429,ERR8975177,S,,
PRJEB44577,SAMEA8718430,ERR8975178,S,,
PRJEB44577,SAMEA8718431,ERR8975179,S,,
PRJEB44577,SAMEA8718432,ERR8975180,S,,
PRJEB44577,SAMEA8718433,ERR8975181,S,,
PRJEB44577,SAMEA8718434,ERR8975182,S,,
PRJEB44577,SAMEA8718435,ERR8975183,S,,
PRJEB44577,SAMEA8718436,ERR8975184,S,,
PRJEB44577,SAMEA8718437,ERR8975185,S,,
PRJEB44577,SAMEA8718438,ERR8975186,S,,
PRJEB44577,SAMEA8718439,ERR8975187,S,,
PRJEB44577,SAMEA8718440,ERR8975188,S,,
PRJEB44577,SAMEA8718441,ERR8975189,S,,
PRJEB44577,SAMEA8718442,ERR8975190,S,,
PRJEB44577,SAMEA8718444,ERR8975192,S,,
PRJEB44577,SAMEA8718445,ERR8975193,S,,
PRJEB44577,SAMEA8718446,ERR8975194,S,,
PRJEB44577,SAMEA8718447,ERR8975195,S,,
PRJEB44577,SAMEA8718448,ERR8975196,S,,
PRJEB44577,SAMEA8718449,ERR8975197,S,,
PRJEB44577,SAMEA8718450,ERR8975198,S,,
PRJEB44577,SAMEA8718451,ERR8975199,S,,
PRJEB44577,SAMEA8718452,ERR8975200,S,,
PRJEB44577,SAMEA8718453,ERR8975201,S,,
PRJEB44577,SAMEA8718454,ERR8975202,S,,
PRJEB44577,SAMEA8718455,ERR8975203,S,,
PRJEB44577,SAMEA8718456,ERR8975204,S,,
PRJEB44577,SAMEA8718457,ERR8975205,S,,
PRJEB44577,SAMEA8718459,ERR8975208,S,,
PRJEB44577,SAMEA8718460,ERR8975209,S,,
PRJEB44577,SAMEA8718461,ERR8975210,S,,
PRJEB44577,SAMEA8718462,ERR8975211,S,,
PRJEB44577,SAMEA8718463,ERR8975212,S,,
PRJEB44577,SAMEA8718464,ERR8975213,S,,
PRJEB44577,SAMEA8718465,ERR8975257,S,,
PRJEB44577,SAMEA8718466,ERR8975293,S,,
PRJEB44577,SAMEA8718467,ERR8975338,S,,
PRJEB44577,SAMEA8718468,ERR8975339,S,,
PRJEB44577,SAMEA8718469,ERR8975340,S,,
PRJEB44577,SAMEA8718470,ERR8975341,S,,
PRJEB44577,SAMEA8718471,ERR8975342,S,,
PRJEB44577,SAMEA8718472,ERR8975343,S,,
PRJEB44577,SAMEA8718473,ERR8975344,S,,
PRJEB44577,SAMEA8718474,ERR8975345,S,,
PRJEB44577,SAMEA8718475,ERR8975346,S,,
PRJEB44577,SAMEA8718477,ERR8975348,S,,
PRJEB44577,SAMEA8718478,ERR8975349,S,,
PRJEB44577,SAMEA8718479,ERR8975350,S,,
PRJEB44577,SAMEA8718480,ERR8975351,S,,
PRJEB44577,SAMEA8718481,ERR8975352,S,,
PRJEB44577,SAMEA8718482,ERR8975353,S,,
PRJEB44577,SAMEA8718483,ERR8975354,S,,
PRJEB44577,SAMEA8718484,ERR8975355,S,,
PRJEB44577,SAMEA8718485,ERR8975357,S,,
PRJEB44577,SAMEA8718486,ERR8975358,S,,
PRJEB44577,SAMEA8718487,ERR8975359,S,,
PRJEB44577,SAMEA8718488,ERR8975360,S,,
PRJEB44577,SAMEA8718489,ERR8975361,S,,
PRJEB44577,SAMEA8718490,ERR8975362,S,,
PRJEB44577,SAMEA8718491,ERR8975363,S,,
PRJEB44577,SAMEA8718492,ERR8975364,S,,
PRJEB44577,SAMEA8718493,ERR8975365,S,,
PRJEB44577,SAMEA8718494,ERR8975366,S,,
PRJEB44577,SAMEA8718495,ERR8975367,S,,
PRJEB44577,SAMEA8718496,ERR8975368,S,,
PRJEB44577,SAMEA8718498,ERR8975369,S,,
PRJEB44577,SAMEA8718499,ERR8975370,S,,
PRJEB44577,SAMEA8718500,ERR8975371,S,,
PRJEB44577,SAMEA8718501,ERR8975372,S,,
PRJEB44577,SAMEA8718502,ERR8975373,S,,
PRJEB44577,SAMEA8718503,ERR8975374,S,,
PRJEB44577,SAMEA8718504,ERR8975375,S,,
PRJEB44577,SAMEA8718505,ERR8975376,S,,
PRJEB44577,SAMEA8718506,ERR8975377,S,,
PRJEB44577,SAMEA8718507,ERR8975378,S,,
PRJEB44577,SAMEA8718508,ERR8975379,S,,
PRJEB44577,SAMEA8718509,ERR8975380,S,,
PRJEB44577,SAMEA8718511,ERR8975382,S,,
PRJEB44577,SAMEA8718512,ERR8975383,S,,
PRJEB44577,SAMEA8718513,ERR8975384,S,,
PRJEB44577,SAMEA8718514,ERR8975385,S,,
PRJEB44577,SAMEA8718515,ERR8975386,S,,
PRJEB44577,SAMEA8718516,ERR8975387,S,,
PRJEB44577,SAMEA8718517,ERR8975388,S,,
PRJEB44577,SAMEA8718518,ERR8975389,S,,
PRJEB44577,SAMEA8718519,ERR8975390,S,,
PRJEB44577,SAMEA8718520,ERR8975391,S,,
PRJEB44577,SAMEA8718521,ERR8975392,S,,
PRJEB44577,SAMEA8718522,ERR8975393,S,,
PRJEB44577,SAMEA8718523,ERR8975394,S,,
PRJEB44577,SAMEA8718524,ERR8975395,S,,
PRJEB44577,SAMEA8718525,ERR8975396,S,,
PRJEB44577,SAMEA8718526,ERR8975397,S,,
PRJEB44577,SAMEA8718527,ERR8975398,S,,
PRJEB44577,SAMEA8718528,ERR8975399,S,,
PRJEB44577,SAMEA8718529,ERR8975400,S,,
PRJEB44577,SAMEA8718531,ERR8975402,S,,
PRJEB44577,SAMEA8718532,ERR8975403,S,,
PRJEB44577,SAMEA8718533,ERR8975404,S,,
PRJEB44577,SAMEA8718534,ERR8975405,S,,
PRJEB44577,SAMEA8718536,ERR8975407,S,,
PRJEB44577,SAMEA8718537,ERR8975408,S,,
PRJEB44577,SAMEA8718540,ERR8975411,S,,
PRJEB44577,SAMEA8718541,ERR8975412,S,,
PRJEB44577,SAMEA8718542,ERR8975413,S,,
PRJEB44577,SAMEA8718544,ERR8975415,S,,
PRJEB44577,SAMEA8718545,ERR8975416,S,,
PRJEB44577,SAMEA8718546,ERR8975417,S,,
PRJEB44577,SAMEA8718547,ERR8975418,S,,
PRJEB44577,SAMEA8718548,ERR8975419,S,,
PRJEB44577,SAMEA8718549,ERR8975420,S,,
PRJEB44577,SAMEA8718550,ERR8975421,S,,
PRJEB44577,SAMEA8718551,ERR8975422,S,,
PRJEB44577,SAMEA8718552,ERR8975423,S,,
PRJEB44577,SAMEA8718553,ERR8975424,S,,
PRJEB44577,SAMEA8718554,ERR8975425,S,,
PRJEB44577,SAMEA8718555,ERR8975426,S,,
PRJEB44577,SAMEA8718556,ERR8975427,S,,
PRJEB44577,SAMEA8718557,ERR8975428,S,,
PRJEB44577,SAMEA8718558,ERR8975429,S,,
PRJEB44577,SAMEA8718559,ERR8975430,S,,
PRJEB44577,SAMEA8718560,ERR8975431,S,,
PRJEB44577,SAMEA8718561,ERR8975432,S,,
PRJEB44577,SAMEA8718562,ERR8975433,S,,
PRJEB44577,SAMEA8718563,ERR8975434,S,,
PRJEB44577,SAMEA8718564,ERR8975435,S,,
PRJEB44577,SAMEA8718565,ERR8975436,S,,
PRJEB44577,SAMEA8718566,ERR8975437,S,,
PRJEB44577,SAMEA8718567,ERR8975438,S,,
PRJEB44577,SAMEA8718568,ERR8975439,S,,
PRJEB44577,SAMEA8718569,ERR8975440,S,,
PRJEB44577,SAMEA8718570,ERR8975441,S,,
PRJEB44577,SAMEA8718571,ERR8975442,S,,
PRJEB44577,SAMEA8718572,ERR8975443,S,,
PRJEB44577,SAMEA8718573,ERR8975444,S,,
PRJEB44577,SAMEA8718574,ERR8975445,S,,
PRJEB44577,SAMEA8718575,ERR8975446,S,,
PRJEB44577,SAMEA8718576,ERR8975447,S,,
PRJEB44577,SAMEA8718577,ERR8975448,S,,
PRJEB44577,SAMEA8718579,ERR8975450,S,,
PRJEB44577,SAMEA8718580,ERR8975451,S,,
PRJEB44577,SAMEA8718581,ERR8975452,S,,
PRJEB44577,SAMEA8718582,ERR8975453,S,,
PRJEB44577,SAMEA8718583,ERR8975454,S,,
PRJEB44577,SAMEA8718584,ERR8975455,S,,
PRJEB44577,SAMEA8718585,ERR8975456,S,,
PRJEB44577,SAMEA8718586,ERR8975457,S,,
PRJEB44577,SAMEA8718587,ERR8975458,S,,
PRJEB44577,SAMEA8718588,ERR8975459,S,,
PRJEB44577,SAMEA8718589,ERR8975460,S,,
PRJEB44577,SAMEA8718590,ERR8975461,S,,
PRJEB44577,SAMEA8718591,ERR8975462,S,,
PRJEB44577,SAMEA8718592,ERR8975463,S,,
PRJEB44577,SAMEA8718593,ERR8975464,S,,
PRJEB44577,SAMEA8718594,ERR8975465,S,,
PRJEB44577,SAMEA8718595,ERR8975466,S,,
PRJEB44577,SAMEA8718596,ERR8975467,S,,
PRJEB44577,SAMEA8718597,ERR8975468,S,,
PRJEB44577,SAMEA8718598,ERR8975470,S,,
PRJEB44577,SAMEA8718599,ERR8975471,S,,
PRJEB44577,SAMEA8718600,ERR8975472,S,,
PRJEB44577,SAMEA8718601,ERR8975473,S,,
PRJEB44577,SAMEA8718602,ERR8975474,S,,
PRJEB44577,SAMEA8718603,ERR8975475,S,,
PRJEB44577,SAMEA8718604,ERR8975476,S,,
PRJEB44577,SAMEA8718605,ERR8975477,S,,
PRJEB44577,SAMEA8718606,ERR8975478,S,,
PRJEB44577,SAMEA8718608,ERR8975480,S,,
PRJEB44577,SAMEA8718609,ERR8975481,S,,
PRJEB44577,SAMEA8718610,ERR8975482,S,,
PRJEB44577,SAMEA8718611,ERR8975483,S,,
PRJEB44577,SAMEA8718612,ERR8975484,S,,
PRJEB44577,SAMEA8718614,ERR8975486,S,,
PRJEB44577,SAMEA8718615,ERR8975487,S,,
PRJEB44577,SAMEA8718616,ERR8975488,S,,
PRJEB44577,SAMEA8718617,ERR8975489,S,,
PRJEB44577,SAMEA8718619,ERR8975491,S,,
PRJEB44577,SAMEA8718620,ERR8975492,S,,
PRJEB44577,SAMEA8718622,ERR8975494,S,,
PRJEB44577,SAMEA8718623,ERR8975495,S,,
PRJEB44577,SAMEA8718624,ERR8975496,S,,
PRJEB44577,SAMEA8718625,ERR8975497,S,,
PRJEB44577,SAMEA8718626,ERR8975498,S,,
PRJEB44577,SAMEA8718627,ERR8975499,S,,
PRJEB44577,SAMEA8718628,ERR8975500,S,,
PRJEB44577,SAMEA8718629,ERR8975501,S,,
PRJEB44577,SAMEA8718630,ERR8975502,S,,
PRJEB44577,SAMEA8718631,ERR8975503,S,,
PRJEB44577,SAMEA8718632,ERR8975504,S,,
PRJEB44577,SAMEA8718633,ERR8975505,S,,
PRJEB44577,SAMEA8718634,ERR8975506,S,,
PRJEB44577,SAMEA8718636,ERR8975508,S,,
PRJEB44577,SAMEA8718637,ERR8975509,S,,
PRJEB44577,SAMEA8718638,ERR8975510,S,,
PRJEB44577,SAMEA8718639,ERR8975511,S,,
PRJEB44577,SAMEA8718640,ERR8975512,S,,
PRJEB44577,SAMEA8718641,ERR8975513,S,,
PRJEB44577,SAMEA8718642,ERR8975514,S,,
PRJEB44577,SAMEA8718643,ERR8975515,S,,
PRJEB44577,SAMEA8718644,ERR8975516,S,,
PRJEB44577,SAMEA8718645,ERR8975517,S,,
PRJEB44577,SAMEA8718646,ERR8975518,S,,
PRJEB44577,SAMEA8718647,ERR8975519,S,,
PRJEB44577,SAMEA8718648,ERR8975520,S,,
PRJEB44577,SAMEA8718649,ERR8975521,S,,
PRJEB44577,SAMEA8718650,ERR8975522,S,,
PRJEB44577,SAMEA8718651,ERR8975523,S,,
PRJEB44577,SAMEA8718652,ERR8975524,S,,
PRJEB44577,SAMEA8718653,ERR8975525,S,,
PRJEB44577,SAMEA8718654,ERR8975526,S,,
PRJEB44577,SAMEA8718655,ERR8975527,S,,
PRJEB44577,SAMEA8718656,ERR8975528,S,,
PRJEB44577,SAMEA8718657,ERR8975529,S,,
PRJEB44577,SAMEA8718658,ERR8975530,S,,
PRJEB44577,SAMEA8718659,ERR8975531,S,,
PRJEB44577,SAMEA8718661,ERR8975533,S,,
PRJEB44577,SAMEA8718663,ERR8975535,S,,
PRJEB44577,SAMEA8718664,ERR8975536,S,,
PRJEB44577,SAMEA8718665,ERR8975537,S,,
PRJEB44577,SAMEA8718666,ERR8975538,S,,
PRJEB44577,SAMEA8718667,ERR8975539,S,,
PRJEB44577,SAMEA8718668,ERR8975540,S,,
PRJEB44577,SAMEA8718669,ERR8975541,S,,
PRJEB44577,SAMEA8718670,ERR8975542,S,,
PRJEB44577,SAMEA8718671,ERR8975543,S,,
PRJEB44577,SAMEA8718672,ERR8975544,S,,
PRJEB44577,SAMEA8718673,ERR8975545,S,,
PRJEB44577,SAMEA8718674,ERR8975546,S,,
PRJEB44577,SAMEA8718675,ERR8975547,S,,
PRJEB44577,SAMEA8718676,ERR8975548,S,,
PRJEB44577,SAMEA8718677,ERR8975549,S,,
PRJEB44577,SAMEA8718678,ERR8975550,S,,
PRJEB44577,SAMEA8718679,ERR8975551,S,,
PRJEB44577,SAMEA8718680,ERR8975552,S,,
PRJEB44577,SAMEA8718681,ERR8975553,S,,
PRJEB44577,SAMEA8718682,ERR8975554,S,,
PRJEB44577,SAMEA8718683,ERR8975555,S,,
PRJEB44577,SAMEA8718684,ERR8975556,S,,
PRJEB44577,SAMEA8718685,ERR8975557,S,,
PRJEB44577,SAMEA8718686,ERR8975558,S,,
PRJEB44577,SAMEA8718687,ERR8975559,S,,
PRJEB44577,SAMEA8718688,ERR8975560,S,,
PRJEB44577,SAMEA8718689,ERR8975561,S,,
PRJEB44577,SAMEA8718690,ERR8975562,S,,
PRJEB44577,SAMEA8718691,ERR8975563,S,,
PRJEB44577,SAMEA8718692,ERR8975564,S,,
PRJEB44577,SAMEA8718693,ERR8975565,S,,
PRJEB44577,SAMEA8718694,ERR8975566,S,,
PRJEB44577,SAMEA8718695,ERR8975567,S,,
PRJEB44577,SAMEA8718696,ERR8975568,S,,
PRJEB44577,SAMEA8718697,ERR8975569,S,,
PRJEB44577,SAMEA8718698,ERR8975570,S,,
PRJEB44577,SAMEA8718699,ERR8975571,S,,
PRJEB44577,SAMEA8718700,ERR8975572,S,,
PRJEB44577,SAMEA8718701,ERR8975573,S,,
PRJEB44577,SAMEA8718702,ERR8975574,S,,
PRJEB44577,SAMEA8718703,ERR8975575,S,,
PRJEB44577,SAMEA8718704,ERR8975576,S,,
PRJEB44577,SAMEA8718705,ERR8975577,S,,
PRJEB44577,SAMEA8718706,ERR8975578,S,,
PRJEB44577,SAMEA8718707,ERR8975579,S,,
PRJEB44577,SAMEA8718708,ERR8975580,S,,
PRJEB44577,SAMEA8718709,ERR8975582,S,,
PRJEB44577,SAMEA8718710,ERR8975583,S,,
PRJEB44577,SAMEA8718711,ERR8975584,S,,
PRJEB44577,SAMEA8718712,ERR8975585,S,,
PRJEB44577,SAMEA8718713,ERR8975586,S,,
PRJEB44577,SAMEA8718714,ERR8975587,S,,
PRJEB44577,SAMEA8718716,ERR8975589,S,,
PRJEB44577,SAMEA8718717,ERR8975590,S,,
PRJEB44577,SAMEA8718718,ERR8975591,S,,
PRJEB44577,SAMEA8718719,ERR8975592,S,,
PRJEB44577,SAMEA8718720,ERR8975593,S,,
PRJEB44577,SAMEA8718721,ERR8975594,S,,
PRJEB44577,SAMEA8718722,ERR8975595,S,,
PRJEB44577,SAMEA8718723,ERR8975596,S,,
PRJEB44577,SAMEA8718724,ERR8975597,S,,
PRJEB44577,SAMEA8718725,ERR8975598,S,,
PRJEB44577,SAMEA8718726,ERR8975599,S,,
PRJEB44577,SAMEA8718727,ERR8975600,S,,
PRJEB44577,SAMEA8718728,ERR8975601,S,,
PRJEB44577,SAMEA8718729,ERR8975602,S,,
PRJEB44577,SAMEA8718730,ERR8975603,S,,
PRJEB44577,SAMEA8718732,ERR8975605,S,,
PRJEB44577,SAMEA8718733,ERR8975606,S,,
PRJEB44577,SAMEA8718734,ERR8975607,S,,
PRJEB44577,SAMEA8718735,ERR8975608,S,,
PRJEB44577,SAMEA8718736,ERR8975609,S,,
PRJEB44577,SAMEA8718737,ERR8975610,S,,
PRJEB44577,SAMEA8718738,ERR8975611,S,,
PRJEB44577,SAMEA8718739,ERR8975612,S,,
PRJEB44577,SAMEA8718740,ERR8975613,S,,
PRJEB44577,SAMEA8718741,ERR8975614,S,,
PRJEB44577,SAMEA8718742,ERR8975615,S,,
PRJEB44577,SAMEA8718744,ERR8975617,S,,
PRJEB44577,SAMEA8718745,ERR8975618,S,,
PRJEB44577,SAMEA8718746,ERR8975619,S,,
PRJEB44577,SAMEA8718747,ERR8975620,S,,
PRJEB44577,SAMEA8718748,ERR8975621,S,,
PRJEB44577,SAMEA8718749,ERR8975622,S,,
PRJEB44577,SAMEA8718750,ERR8975623,S,,
PRJEB44577,SAMEA8718751,ERR8975624,S,,
PRJEB44577,SAMEA8718752,ERR8975625,S,,
PRJEB44577,SAMEA8718753,ERR8975626,S,,
PRJEB44577,SAMEA8718754,ERR8975627,S,,
PRJEB44577,SAMEA8718755,ERR8975628,S,,
PRJEB44577,SAMEA8718756,ERR8975629,S,,
PRJEB44577,SAMEA8718757,ERR8975630,S,,
PRJEB44577,SAMEA8718758,ERR8975631,S,,
PRJEB44577,SAMEA8718759,ERR8975632,S,,
PRJEB44577,SAMEA8718760,ERR8975633,S,,
PRJEB44577,SAMEA8718761,ERR8975634,S,,
PRJEB44577,SAMEA8718762,ERR8975635,S,,
PRJEB44577,SAMEA8718763,ERR8975636,S,,
PRJEB44577,SAMEA8718773,ERR8975646,S,,
PRJEB44577,SAMEA8718774,ERR8975647,S,,
PRJEB44577,SAMEA8718775,ERR8975648,S,,
PRJEB44577,SAMEA8718776,ERR8975649,S,,
PRJEB44577,SAMEA8718777,ERR8975650,S,,
PRJEB44577,SAMEA8718778,ERR8975651,S,,
PRJEB44577,SAMEA8718779,ERR8975652,S,,
PRJEB44577,SAMEA8718780,ERR8975653,S,,
PRJEB44577,SAMEA8718781,ERR8975654,S,,
PRJEB44577,SAMEA8718782,ERR8975655,S,,
PRJEB44577,SAMEA8718784,ERR8975657,S,,
PRJEB44577,SAMEA8718785,ERR8975658,S,,
PRJEB44577,SAMEA8718788,ERR8975661,S,,
PRJEB44577,SAMEA8718789,ERR8975662,S,,
PRJEB44577,SAMEA8718790,ERR8975663,S,,
PRJEB44577,SAMEA8718791,ERR8975664,S,,
PRJEB44577,SAMEA8718792,ERR8975665,S,,
PRJEB44577,SAMEA8718793,ERR8975667,S,,
PRJEB44577,SAMEA8718794,ERR8975668,S,,
PRJEB44577,SAMEA8718795,ERR8975669,S,,
PRJEB44577,SAMEA8718796,ERR8975670,R,,
PRJEB44577,SAMEA8718797,ERR8975671,S,,
PRJEB44577,SAMEA8718798,ERR8975672,S,,
PRJEB44577,SAMEA8718799,ERR8975673,S,,
PRJEB44577,SAMEA8718800,ERR8975674,S,,
PRJEB44577,SAMEA8718801,ERR8975675,S,,
PRJEB44577,SAMEA8718802,ERR8975676,S,,
PRJEB44577,SAMEA8718803,ERR8975677,S,,
PRJEB44577,SAMEA8718804,ERR8975678,R,,
PRJEB44577,SAMEA8718805,ERR8975679,S,,
PRJEB44577,SAMEA8718806,ERR8975680,S,,
PRJEB44577,SAMEA8718807,ERR8975681,S,,
PRJEB44577,SAMEA8718808,ERR8975682,S,,
PRJEB44577,SAMEA8718809,ERR8975683,S,,
PRJEB44577,SAMEA8718810,ERR8975684,S,,
PRJEB44577,SAMEA8718811,ERR8975685,S,,
PRJEB44577,SAMEA8718812,ERR8975686,S,,
PRJEB44577,SAMEA8718813,ERR8975687,S,,
PRJEB44577,SAMEA8718814,ERR8975688,S,,
PRJEB44577,SAMEA8718816,ERR8975690,S,,
PRJEB44577,SAMEA8718817,ERR8975691,S,,
PRJEB44577,SAMEA8718818,ERR8975692,S,,
PRJEB44577,SAMEA8718819,ERR8975693,S,,
PRJEB44577,SAMEA8718820,ERR8975694,S,,
PRJEB44577,SAMEA8718821,ERR8975695,S,,
PRJEB44577,SAMEA8718822,ERR8975696,S,,
PRJEB44577,SAMEA8718823,ERR8975697,S,,
PRJEB44577,SAMEA8718824,ERR8975698,S,,
PRJEB44577,SAMEA8718825,ERR8975699,S,,
PRJEB44577,SAMEA8718826,ERR8975700,S,,
PRJEB44577,SAMEA8718827,ERR8975701,S,,
PRJEB44577,SAMEA8718828,ERR8975702,S,,
PRJEB44577,SAMEA8718829,ERR8975703,S,,
PRJEB44577,SAMEA8718830,ERR8975704,S,,
PRJEB44577,SAMEA8718832,ERR8975706,S,,
PRJEB44577,SAMEA8718833,ERR8975707,S,,
PRJEB44577,SAMEA8718834,ERR8975708,S,,
PRJEB44577,SAMEA8718835,ERR8975709,S,,
PRJEB44577,SAMEA8718836,ERR8975710,S,,
PRJEB44577,SAMEA8718837,ERR8975711,S,,
PRJEB44577,SAMEA8718838,ERR8975712,S,,
PRJEB44577,SAMEA8718839,ERR8975713,S,,
PRJEB44577,SAMEA8718842,ERR8975716,R,,
PRJEB44577,SAMEA8718843,ERR8975717,S,,
PRJEB44577,SAMEA8718844,ERR8975718,R,,
PRJEB44577,SAMEA8718845,ERR8975719,S,,
PRJEB44577,SAMEA8718846,ERR8975720,S,,
PRJEB44577,SAMEA8718847,ERR8975721,S,,
PRJEB44577,SAMEA8718848,ERR8975722,S,,
PRJEB44577,SAMEA8718849,ERR8975723,S,,
PRJEB44577,SAMEA8718850,ERR8975724,S,,
PRJEB44577,SAMEA8718851,ERR8975725,S,,
PRJEB44577,SAMEA8718852,ERR8975726,S,,
PRJEB44577,SAMEA8718853,ERR8975727,S,,
PRJEB44577,SAMEA8718854,ERR8975728,S,,
PRJEB44577,SAMEA8718855,ERR8975729,S,,
PRJEB44577,SAMEA8718856,ERR8975730,S,,
PRJEB44577,SAMEA8718857,ERR8975731,S,,
PRJEB44577,SAMEA8718858,ERR8975732,S,,
PRJEB44577,SAMEA8718859,ERR8975733,S,,
PRJEB44577,SAMEA8718860,ERR8975734,S,,
PRJEB44577,SAMEA8718861,ERR8975735,S,,
PRJEB44577,SAMEA8718862,ERR8975736,S,,
PRJEB44577,SAMEA8718863,ERR8975737,S,,
PRJEB44577,SAMEA8718864,ERR8975738,S,,
PRJEB44577,SAMEA8718865,ERR8975739,S,,
PRJEB44577,SAMEA8718866,ERR8975740,S,,
PRJEB44577,SAMEA8718867,ERR8975741,S,,
PRJEB44577,SAMEA8718868,ERR8975742,S,,
PRJEB44577,SAMEA8718869,ERR8975743,S,,
PRJEB44577,SAMEA8718870,ERR8975744,S,,
PRJEB44577,SAMEA8718871,ERR8975745,S,,
PRJEB44577,SAMEA8718872,ERR8975746,S,,
PRJEB44577,SAMEA8718873,ERR8975747,S,,
PRJEB44577,SAMEA8718874,ERR8975748,S,,
PRJEB44577,SAMEA8718877,ERR8975751,S,,
PRJEB44577,SAMEA8718879,ERR8975753,S,,
PRJEB44577,SAMEA8718880,ERR8975754,S,,
PRJEB44577,SAMEA8718881,ERR8975755,R,,
PRJEB44577,SAMEA8718883,ERR8975757,R,,
PRJEB44577,SAMEA8718884,ERR8975758,S,,
PRJEB44577,SAMEA8718885,ERR8975759,S,,
PRJEB44577,SAMEA8718886,ERR8975760,S,,
PRJEB44577,SAMEA8718887,ERR8975761,S,,
PRJEB44577,SAMEA8718888,ERR8975762,R,,
PRJEB44577,SAMEA8718889,ERR8975763,S,,
PRJEB44577,SAMEA8718890,ERR8975764,S,,
PRJEB44577,SAMEA8718891,ERR8975765,S,,
PRJEB44577,SAMEA8718892,ERR8975766,S,,
PRJEB44577,SAMEA8718893,ERR8975767,S,,
PRJEB44577,SAMEA8718894,ERR8975768,S,,
PRJEB44577,SAMEA8718895,ERR8975769,S,,
PRJEB44577,SAMEA8718896,ERR8975770,S,,
PRJEB44577,SAMEA8718897,ERR8975771,S,,
PRJEB44577,SAMEA8718899,ERR8975774,S,,
PRJEB44577,SAMEA8718901,ERR8975776,S,,
PRJEB44577,SAMEA8718902,ERR8975777,S,,
PRJEB44577,SAMEA8718903,ERR8975778,S,,
PRJEB44577,SAMEA8718904,ERR8975779,S,,
PRJEB44577,SAMEA8718906,ERR8975781,S,,
PRJEB44577,SAMEA8718907,ERR8975782,S,,
PRJEB44577,SAMEA8718909,ERR8975784,S,,
PRJEB44577,SAMEA8718910,ERR8975785,S,,
PRJEB44577,SAMEA8718911,ERR8975786,S,,
PRJEB44577,SAMEA8718912,ERR8975787,S,,
PRJEB44577,SAMEA8718915,ERR8975790,S,,
PRJEB44577,SAMEA8718916,ERR8975791,S,,
PRJEB44577,SAMEA8718917,ERR8975792,S,,
PRJEB44577,SAMEA8718919,ERR8975794,S,,
PRJEB44577,SAMEA8718921,ERR8975796,S,,
PRJEB44577,SAMEA8718922,ERR8975797,S,,
PRJEB44577,SAMEA8718923,ERR8975798,S,,
PRJEB44577,SAMEA8718924,ERR8975799,S,,
PRJEB44577,SAMEA8718925,ERR8975800,R,,
PRJEB44577,SAMEA8718926,ERR8975801,S,,
PRJEB44577,SAMEA8718927,ERR8975802,R,,
PRJEB44577,SAMEA8718928,ERR8975803,S,,
PRJEB44577,SAMEA8718929,ERR8975804,S,,
PRJEB44577,SAMEA8718931,ERR8975806,S,,
PRJEB44577,SAMEA8718932,ERR8975807,R,,
PRJEB44577,SAMEA8718933,ERR8975808,S,,
PRJEB44577,SAMEA8718934,ERR8975809,S,,
PRJEB44577,SAMEA8718935,ERR8975810,S,,
PRJEB44577,SAMEA8718936,ERR8975812,S,,
PRJEB44577,SAMEA8718937,ERR8975813,S,,
PRJEB44577,SAMEA8718938,ERR8975814,S,,
PRJEB44577,SAMEA8718939,ERR8975815,S,,
PRJEB44577,SAMEA8718940,ERR8975816,S,,
PRJEB44577,SAMEA8718941,ERR8975817,S,,
PRJEB44577,SAMEA8718942,ERR8975818,S,,
PRJEB44577,SAMEA8718943,ERR8975819,S,,
PRJEB44577,SAMEA8718944,ERR8975820,S,,
PRJEB44577,SAMEA8718946,ERR8975822,S,,
PRJEB44577,SAMEA8718947,ERR8975823,S,,
PRJEB44577,SAMEA8718950,ERR8975826,S,,
PRJEB44577,SAMEA8718951,ERR8975827,S,,
PRJEB44577,SAMEA8718952,ERR8975828,S,,
PRJEB44577,SAMEA8718953,ERR8975829,S,,
PRJEB44577,SAMEA8718954,ERR8975830,S,,
PRJEB44577,SAMEA8718955,ERR8975831,R,,
PRJEB44577,SAMEA8718956,ERR8975832,S,,
PRJEB44577,SAMEA8718957,ERR8975833,S,,
PRJEB44577,SAMEA8718959,ERR8975835,S,,
PRJEB44577,SAMEA8718960,ERR8975836,S,,
PRJEB44577,SAMEA8718961,ERR8975837,S,,
PRJEB44577,SAMEA8718962,ERR8975838,S,,
PRJEB44577,SAMEA8718964,ERR8975840,S,,
PRJEB44577,SAMEA8718965,ERR8975841,S,,
PRJEB44577,SAMEA8718966,ERR8975842,S,,
PRJEB44577,SAMEA8718968,ERR8975844,S,,
PRJEB44577,SAMEA8718970,ERR8975846,R,,
PRJEB44577,SAMEA8718971,ERR8975847,S,,
PRJEB44577,SAMEA8718972,ERR8975848,S,,
PRJEB44577,SAMEA8718973,ERR8975849,S,,
PRJEB44577,SAMEA8718975,ERR8975851,S,,
PRJEB44577,SAMEA8718976,ERR8975852,S,,
PRJEB44577,SAMEA8718977,ERR8975853,S,,
PRJEB44577,SAMEA8718978,ERR8975854,S,,
PRJEB44577,SAMEA8718979,ERR8975855,S,,
PRJEB44577,SAMEA8718980,ERR8975856,S,,
