bioproject,biosample,run,bedaquiline,amikacin,ethambutol
PRJEB41191,SAMEA7541613,ERR4809076,S,,
PRJEB41191,SAMEA7541614,ERR4809077,S,,
PRJEB41191,SAMEA7541615,ERR4809078,S,,
PRJEB41191,SAMEA7541616,ERR4809079,S,,
PRJEB41191,SAMEA7541617,ERR4809080,S,,
PRJEB41191,SAMEA7541618,ERR4809081,S,,
PRJEB41191,SAMEA7541619,ERR4809082,S,,
PRJEB41191,SAMEA7541620,ERR4809083,S,,
PRJEB41191,SAMEA7541621,ERR4809084,S,,
PRJEB41191,SAMEA7541622,ERR4809085,S,,
PRJEB41191,SAMEA7541623,ERR4809086,S,,
PRJEB41191,SAMEA7541624,ERR4809087,S,,
PRJEB41191,SAMEA7541625,ERR4809088,S,,
PRJEB41191,SAMEA7541626,ERR4809089,S,,
PRJEB41191,SAMEA7541627,ERR4809090,S,,
PRJEB41191,SAMEA7541628,ERR4809091,S,,
PRJEB41191,SAMEA7541629,ERR4809092,S,,
PRJEB41191,SAMEA7541630,ERR4809093,S,,
PRJEB41191,SAMEA7541631,ERR4809094,S,,
PRJEB41191,SAMEA7541632,ERR4809095,S,,
PRJEB41191,SAMEA7541633,ERR4809096,S,,
PRJEB41191,SAMEA7541634,ERR4809097,S,,
PRJEB41191,SAMEA7541635,ERR4809098,S,,
PRJEB41191,SAMEA7541636,ERR4809099,S,,
PRJEB41191,SAMEA7541637,ERR4809100,S,,
PRJEB41191,SAMEA7541638,ERR4809101,S,,
PRJEB41191,SAMEA7541639,ERR4809102,S,,
PRJEB41191,SAMEA7541640,ERR4809103,S,,
PRJEB41191,SAMEA7541641,ERR4809104,S,,
PRJEB41191,SAMEA7541642,ERR4809105,S,,
PRJEB41191,SAMEA7541643,ERR4809106,S,,
PRJEB41191,SAMEA7541644,ERR4809107,S,,
PRJEB41191,SAMEA7541645,ERR4809108,S,,
PRJEB41191,SAMEA7541646,ERR4809109,S,,
PRJEB41191,SAMEA7541647,ERR4809110,S,,
PRJEB41191,SAMEA7541648,ERR4809111,S,,
PRJEB41191,SAMEA7541649,ERR4809112,S,,
PRJEB41191,SAMEA7541650,ERR4809113,S,,
PRJEB41191,SAMEA7541651,ERR4809114,S,,
PRJEB41191,SAMEA7541652,ERR4809115,S,,
PRJEB41191,SAMEA7541653,ERR4809116,S,,
PRJEB41191,SAMEA7541654,ERR4809117,S,,
PRJEB41191,SAMEA7541655,ERR4809118,S,,
PRJEB41191,SAMEA7541656,ERR4809119,S,,
PRJEB41191,SAMEA7541657,ERR4809120,S,,
PRJEB41191,SAMEA7541658,ERR4809121,S,,
PRJEB41191,SAMEA7541659,ERR4809122,S,,
PRJEB41191,SAMEA7541660,ERR4809123,S,,
PRJEB41191,SAMEA7541661,ERR4809124,S,,
PRJEB41191,SAMEA7541662,ERR4809125,S,,
PRJEB41191,SAMEA7541663,ERR4809126,S,,
PRJEB41191,SAMEA7541664,ERR4809127,S,,
PRJEB41191,SAMEA7541665,ERR4809128,S,,
PRJEB41191,SAMEA7541666,ERR4809129,S,,
PRJEB41191,SAMEA7541667,ERR4809130,S,,
PRJEB41191,SAMEA7541669,ERR4809131,S,,
PRJEB41191,SAMEA7541670,ERR4809132,S,,
PRJEB41191,SAMEA7541671,ERR4809133,S,,
PRJEB41191,SAMEA7541672,ERR4809134,S,,
PRJEB41191,SAMEA7541673,ERR4809135,S,,
PRJEB41191,SAMEA7541676,ERR4809138,S,,
PRJEB41191,SAMEA7541677,ERR4809139,S,,
PRJEB41191,SAMEA7541678,ERR4809140,S,,
PRJEB41191,SAMEA7541679,ERR4809141,S,,
PRJEB41191,SAMEA7541680,ERR4809142,S,,
PRJEB41191,SAMEA7541681,ERR4809143,S,,
PRJEB41191,SAMEA7541682,ERR4809144,S,,
PRJEB41191,SAMEA7541683,ERR4809145,S,,
PRJEB41191,SAMEA7541684,ERR4809146,S,,
PRJEB41191,SAMEA7541686,ERR4809148,S,,
PRJEB41191,SAMEA7541687,ERR4809149,S,,
PRJEB41191,SAMEA7541688,ERR4809150,S,,
PRJEB41191,SAMEA7541689,ERR4809151,S,,
PRJEB41191,SAMEA7541690,ERR4809152,S,,
PRJEB41191,SAMEA7541691,ERR4809153,S,,
PRJEB41191,SAMEA7541692,ERR4809154,S,,
PRJEB41191,SAMEA7541694,ERR4809156,S,,
PRJEB41191,SAMEA7541695,ERR4809157,S,,
PRJEB41191,SAMEA7541696,ERR4809158,S,,
PRJEB41191,SAMEA7541697,ERR4809159,S,,
PRJEB41191,SAMEA7541698,ERR4809160,S,,
PRJEB41191,SAMEA7541699,ERR4809161,S,,
PRJEB41191,SAMEA7541700,ERR4809162,S,,
PRJEB41191,SAMEA7541701,ERR4809163,S,,
PRJEB41191,SAMEA7541703,ERR4809165,S,,
PRJEB41191,SAMEA7541704,ERR4809166,S,,
PRJEB41191,SAMEA7541705,ERR4809167,S,,
PRJEB41191,SAMEA7541706,ERR4809168,S,,
PRJEB41191,SAMEA7541707,ERR4809169,S,,
PRJEB41191,SAMEA7541708,ERR4809170,S,,
PRJEB41191,SAMEA7541709,ERR4809171,S,,
PRJEB41191,SAMEA7541710,ERR4809172,S,,
PRJEB41191,SAMEA7541711,ERR4809173,S,,
PRJEB41191,SAMEA7541713,ERR4809175,S,,
PRJEB41191,SAMEA7541714,ERR4809176,S,,
PRJEB41191,SAMEA7541715,ERR4809177,S,,
PRJEB41191,SAMEA7541716,ERR4809178,S,,
PRJEB41191,SAMEA7541717,ERR4809179,S,,
PRJEB41191,SAMEA7541718,ERR4809180,S,,
PRJEB41191,SAMEA7541719,ERR4809181,S,,
PRJEB41191,SAMEA7541720,ERR4809182,S,,
PRJEB41191,SAMEA7541721,ERR4809183,S,,
PRJEB41191,SAMEA7541722,ERR4809184,S,,
PRJEB41191,SAMEA7541723,ERR4809185,S,,
PRJEB41191,SAMEA7541724,ERR4809186,S,,
PRJEB41191,SAMEA7541725,ERR4809187,S,,
PRJEB41191,SAMEA7541726,ERR4809188,S,,
PRJEB41191,SAMEA7541727,ERR4809189,S,,
PRJEB41191,SAMEA7541728,ERR4809190,S,,
PRJEB41191,SAMEA7541729,ERR4809191,S,,
PRJEB41191,SAMEA7541731,ERR4809193,S,,
PRJEB41191,SAMEA7541733,ERR4809195,S,,
PRJEB41191,SAMEA7541734,ERR4809196,S,,
PRJEB41191,SAMEA7541735,ERR4809197,S,,
PRJEB41191,SAMEA7541736,ERR4809198,S,,
PRJEB41191,SAMEA7541737,ERR4809199,S,,
PRJEB41191,SAMEA7541738,ERR4809200,S,,
PRJEB41191,SAMEA7541739,ERR4809201,S,,
PRJEB41191,SAMEA7541740,ERR4809202,S,,
PRJEB41191,SAMEA7541741,ERR4809203,S,,
PRJEB41191,SAMEA7541742,ERR4809204,S,,
PRJEB41191,SAMEA7541743,ERR4809205,S,,
PRJEB41191,SAMEA7541744,ERR4809206,S,,
PRJEB41191,SAMEA7541745,ERR4809207,S,,
PRJEB41191,SAMEA7541746,ERR4809208,S,,
PRJEB41191,SAMEA7541747,ERR4809209,S,,
PRJEB41191,SAMEA7541748,ERR4809210,S,,
PRJEB41191,SAMEA7541749,ERR4809211,S,,
PRJEB41191,SAMEA7541750,ERR4809212,S,,
PRJEB41191,SAMEA7541751,ERR4809213,S,,
PRJEB41191,SAMEA7541752,ERR4809214,S,,
PRJEB41191,SAMEA7541753,ERR4809215,S,,
PRJEB41191,SAMEA7541754,ERR4809216,S,,
PRJEB41191,SAMEA7541755,ERR4809217,S,,
PRJEB41191,SAMEA7541756,ERR4809218,S,,
PRJEB41191,SAMEA7541757,ERR4809219,S,,
PRJEB41191,SAMEA7541759,ERR4809221,S,,
PRJEB41191,SAMEA7541760,ERR4809222,S,,
PRJEB41191,SAMEA7541761,ERR4809223,S,,
PRJEB41191,SAMEA7541762,ERR4809224,S,,
PRJEB41191,SAMEA7541763,ERR4809225,S,,
PRJEB41191,SAMEA7541764,ERR4809226,S,,
PRJEB41191,SAMEA7541765,ERR4809227,S,,
PRJEB41191,SAMEA7541766,ERR4809228,S,,
PRJEB41191,SAMEA7541767,ERR4809229,S,,
PRJEB41191,SAMEA7541768,ERR4809230,S,,
PRJEB41191,SAMEA7541769,ERR4809231,S,,
PRJEB41191,SAMEA7541772,ERR4809234,S,,
PRJEB41191,SAMEA7541773,ERR4809235,S,,
PRJEB41191,SAMEA7541774,ERR4809236,S,,
PRJEB41191,SAMEA7541775,ERR4809237,S,,
PRJEB41191,SAMEA7541776,ERR4809238,S,,
PRJEB41191,SAMEA7541777,ERR4809239,S,,
PRJEB41191,SAMEA7541778,ERR4809240,R,,
PRJEB41191,SAMEA7541779,ERR4809241,S,,
PRJEB41191,SAMEA7541780,ERR4809242,S,,
PRJEB41191,SAMEA7541781,ERR4809243,S,,
PRJEB41191,SAMEA7541782,ERR4809244,S,,
PRJEB41191,SAMEA7541783,ERR4809245,S,,
PRJEB41191,SAMEA7541784,ERR4809246,S,,
PRJEB41191,SAMEA7541785,ERR4809247,S,,
PRJEB41191,SAMEA7541786,ERR4809248,S,,
PRJEB41191,SAMEA7541788,ERR4809250,S,,
PRJEB41191,SAMEA7541789,ERR4809251,S,,
PRJEB41191,SAMEA7541790,ERR4809252,S,,
PRJEB41191,SAMEA7541792,ERR4809254,S,,
PRJEB41191,SAMEA7541793,ERR4809255,S,,
PRJEB41191,SAMEA7541794,ERR4809256,S,,
PRJEB41191,SAMEA7541795,ERR4809257,S,,
PRJEB41191,SAMEA7541796,ERR4809258,S,,
PRJEB41191,SAMEA7541797,ERR4809259,S,,
PRJEB41191,SAMEA7541798,ERR4809260,S,,
PRJEB41191,SAMEA7541799,ERR4809261,S,,
PRJEB41191,SAMEA7541800,ERR4809262,S,,
PRJEB41191,SAMEA7541801,ERR4809263,S,,
PRJEB41191,SAMEA7541802,ERR4809264,S,,
PRJEB41191,SAMEA7541803,ERR4809265,S,,
PRJEB41191,SAMEA7541804,ERR4809266,S,,
PRJEB41191,SAMEA7541805,ERR4809267,S,,
PRJEB41191,SAMEA7541806,ERR4809268,S,,
PRJEB41191,SAMEA7541807,ERR4809269,S,,
PRJEB41191,SAMEA7541808,ERR4809270,S,,
PRJEB41191,SAMEA7541809,ERR4809271,S,,
PRJEB41191,SAMEA7541810,ERR4809272,S,,
PRJEB41191,SAMEA7541812,ERR4809274,S,,
PRJEB41191,SAMEA7541813,ERR4809275,S,,
PRJEB41191,SAMEA7541814,ERR4809276,S,,
PRJEB41191,SAMEA7541815,ERR4809277,S,,
PRJEB41191,SAMEA7541816,ERR4809278,S,,
PRJEB41191,SAMEA7541817,ERR4809279,S,,
PRJEB41191,SAMEA7541818,ERR4809280,S,,
PRJEB41191,SAMEA7541819,ERR4809281,S,,
PRJEB41191,SAMEA7541820,ERR4809282,S,,
PRJEB41191,SAMEA7541821,ERR4809283,S,,
PRJEB41191,SAMEA7541822,ERR4809284,S,,
PRJEB41191,SAMEA7541823,ERR4809285,S,,
PRJEB41191,SAMEA7541824,ERR4809286,S,,
PRJEB41191,SAMEA7541825,ERR4809287,S,,
PRJEB41191,SAMEA7541826,ERR4809288,S,,
PRJEB41191,SAMEA7541827,ERR4809289,S,,
PRJEB41191,SAMEA7541828,ERR4809290,S,,
PRJEB41191,SAMEA7541829,ERR4809291,S,,
PRJEB41191,SAMEA7541830,ERR4809292,S,,
PRJEB41191,SAMEA7541831,ERR4809293,S,,
PRJEB41191,SAMEA7541832,ERR4809294,S,,
PRJEB41191,SAMEA7541833,ERR4809295,S,,
PRJEB41191,SAMEA7541834,ERR4809296,S,,
PRJEB41191,SAMEA7541835,ERR4809297,S,,
PRJEB41191,SAMEA7541836,ERR4809298,S,,
PRJEB41191,SAMEA7541837,ERR4809299,S,,
PRJEB41191,SAMEA7541838,ERR4809300,S,,
PRJEB41191,SAMEA7541839,ERR4809301,S,,
PRJEB41191,SAMEA7541840,ERR4809302,S,,
PRJEB41191,SAMEA7541841,ERR4809303,S,,
PRJEB41191,SAMEA7541842,ERR4809304,S,,
PRJEB41191,SAMEA7541843,ERR4809305,S,,
PRJEB41191,SAMEA7541844,ERR4809306,S,,
PRJEB41191,SAMEA7541845,ERR4809307,S,,
PRJEB41191,SAMEA7541846,ERR4809308,S,,
PRJEB41191,SAMEA7541847,ERR4809309,S,,
PRJEB41191,SAMEA7541848,ERR4809310,S,,
PRJEB41191,SAMEA7541849,ERR4809311,S,,
PRJEB41191,SAMEA7541850,ERR4809312,S,,
PRJEB41191,SAMEA7541851,ERR4809313,S,,
PRJEB41191,SAMEA7541852,ERR4809314,S,,
PRJEB41191,SAMEA7541853,ERR4809315,S,,
PRJEB41191,SAMEA7541854,ERR4809316,S,,
PRJEB41191,SAMEA7541855,ERR4809317,S,,
PRJEB41191,SAMEA7541856,ERR4809318,S,,
PRJEB41191,SAMEA7541857,ERR4809319,S,,
PRJEB41191,SAMEA7541858,ERR4809320,S,,
PRJEB41191,SAMEA7541859,ERR4809321,S,,
PRJEB41191,SAMEA7541860,ERR4809322,S,,
PRJEB41191,SAMEA7541861,ERR4809323,S,,
PRJEB41191,SAMEA7541862,ERR4809324,S,,
PRJEB41191,SAMEA7541863,ERR4809325,S,,
PRJEB41191,SAMEA7541864,ERR4809326,S,,
PRJEB41191,SAMEA7541865,ERR4809327,S,,
PRJEB41191,SAMEA7541866,ERR4809328,S,,
PRJEB41191,SAMEA7541867,ERR4809329,S,,
PRJEB41191,SAMEA7541868,ERR4809330,S,,
PRJEB41191,SAMEA7541869,ERR4809331,S,,
PRJEB41191,SAMEA7541870,ERR4809332,S,,
PRJEB41191,SAMEA7541872,ERR4809334,S,,
PRJEB41191,SAMEA7541873,ERR4809335,S,,
PRJEB41191,SAMEA7541874,ERR4809336,S,,
PRJEB41191,SAMEA7541875,ERR4809337,S,,
PRJEB41191,SAMEA7541876,ERR4809338,S,,
PRJEB41191,SAMEA7541877,ERR4809339,S,,
PRJEB41191,SAMEA7541878,ERR4809340,S,,
PRJEB41191,SAMEA7541879,ERR4809341,R,,
PRJEB41191,SAMEA7541880,ERR4809342,S,,
PRJEB41191,SAMEA7541881,ERR4809343,S,,
PRJEB41191,SAMEA7541882,ERR4809344,S,,
PRJEB41191,SAMEA7541883,ERR4809345,S,,
PRJEB41191,SAMEA7541884,ERR4809346,S,,
PRJEB41191,SAMEA7541885,ERR4809347,S,,
PRJEB41191,SAMEA7541886,ERR4809348,S,,
PRJEB41191,SAMEA7541887,ERR4809349,S,,
PRJEB41191,SAMEA7541888,ERR4809350,S,,
PRJEB41191,SAMEA7541889,ERR4809351,S,,
PRJEB41191,SAMEA7541890,ERR4809352,S,,
PRJEB41191,SAMEA7541891,ERR4809353,S,,
PRJEB41191,SAMEA7541892,ERR4809354,S,,
PRJEB41191,SAMEA7541893,ERR4809355,S,,
PRJEB41191,SAMEA7541894,ERR4809356,S,,
PRJEB41191,SAMEA7541895,ERR4809357,S,,
PRJEB41191,SAMEA7541896,ERR4809358,S,,
PRJEB41191,SAMEA7541897,ERR4809359,S,,
PRJEB41248,SAMEA7562909,ERR4830469,S,,
PRJEB41248,SAMEA7562910,ERR4830470,S,,
PRJEB41248,SAMEA7562911,ERR4830471,S,,
PRJEB41248,SAMEA7562913,ERR4830473,S,,
PRJEB41248,SAMEA7562915,ERR4830475,S,,
PRJEB41248,SAMEA7562916,ERR4830476,S,,
PRJEB41248,SAMEA7562917,ERR4830477,S,,
PRJEB41248,SAMEA7562920,ERR4830480,S,,
PRJEB41248,SAMEA7562921,ERR4830481,S,,
PRJEB41248,SAMEA7562922,ERR4830482,S,,
PRJEB41248,SAMEA7562923,ERR4830483,S,,
PRJEB41248,SAMEA7562924,ERR4830484,S,,
PRJEB41248,SAMEA7562925,ERR4830485,S,,
PRJEB41248,SAMEA7562926,ERR4830486,S,,
PRJEB41248,SAMEA7562929,ERR4830489,S,,
PRJEB41248,SAMEA7562930,ERR4830490,S,,
PRJEB41248,SAMEA7562931,ERR4830491,S,,
PRJEB41248,SAMEA7562932,ERR4830492,S,,
PRJEB41248,SAMEA7562934,ERR4830494,S,,
PRJEB41248,SAMEA7562936,ERR4830496,S,,
PRJEB41248,SAMEA7562937,ERR4830497,S,,
PRJEB41248,SAMEA7562939,ERR4830499,S,,
PRJEB41248,SAMEA7562940,ERR4830500,S,,
PRJEB41248,SAMEA7562943,ERR4830503,S,,
PRJEB41248,SAMEA7562946,ERR4830506,S,,
PRJEB41248,SAMEA7562947,ERR4830507,S,,
PRJEB41248,SAMEA7562948,ERR4830508,S,,
PRJEB41248,SAMEA7562950,ERR4830510,S,,
PRJEB41248,SAMEA7562951,ERR4830511,S,,
PRJEB41248,SAMEA7562952,ERR4830512,S,,
PRJEB41248,SAMEA7562953,ERR4830513,S,,
PRJEB41248,SAMEA7562954,ERR4830514,S,,
PRJEB41248,SAMEA7562955,ERR4830515,S,,
PRJEB41248,SAMEA7562956,ERR4830516,S,,
PRJEB41248,SAMEA7562957,ERR4830517,S,,
PRJEB41248,SAMEA7562958,ERR4830518,S,,
PRJEB41248,SAMEA7562961,ERR4830521,S,,
PRJEB41248,SAMEA7562962,ERR4830522,S,,
PRJEB41248,SAMEA7562963,ERR4830523,S,,
PRJEB41248,SAMEA7562964,ERR4830524,S,,
PRJEB41248,SAMEA7562965,ERR4830525,S,,
PRJEB41248,SAMEA7562966,ERR4830526,S,,
PRJEB41248,SAMEA7562967,ERR4830527,S,,
PRJEB41248,SAMEA7562968,ERR4830528,S,,
PRJEB41248,SAMEA7562969,ERR4830529,S,,
PRJEB41248,SAMEA7562970,ERR4830530,S,,
PRJEB41248,SAMEA7562971,ERR4830531,S,,
PRJEB41248,SAMEA7562972,ERR4830532,S,,
PRJEB41248,SAMEA7562973,ERR4830533,S,,
PRJEB41248,SAMEA7562974,ERR4830534,S,,
PRJEB41248,SAMEA7562975,ERR4830535,S,,
PRJEB41248,SAMEA7562976,ERR4830536,S,,
PRJEB41253,SAMEA7562996,ERR4830556,S,,
PRJEB41254,SAMEA7562997,ERR4830557,S,,
PRJEB41255,SAMEA7562998,ERR4830558,S,,
PRJEB41256,SAMEA7562999,ERR4830559,S,,
PRJEB41257,SAMEA7563000,ERR4830560,S,,
PRJEB41258,SAMEA7563001,ERR4830561,R,,
PRJEB41259,SAMEA7563002,ERR4830562,S,,
PRJEB41260,SAMEA7563003,ERR4830563,S,,
PRJEB41261,SAMEA7563004,ERR4830564,S,,
PRJEB41262,SAMEA7563005,ERR4830565,S,,
PRJEB41263,SAMEA7563006,ERR4830566,S,,
PRJEB41264,SAMEA7563007,ERR4830567,S,,
PRJEB41265,SAMEA7563008,ERR4830568,S,,
PRJEB44577,SAMEA8718252,ERR8975000,S,,
PRJEB44577,SAMEA8718253,ERR8975001,S,,
PRJEB44577,SAMEA8718255,ERR8975003,S,,
PRJEB44577,SAMEA8718256,ERR8975004,S,,
PRJEB44577,SAMEA8718257,ERR8975005,S,,
PRJEB44577,SAMEA8718258,ERR8975006,S,,
PRJEB44577,SAMEA8718259,ERR8975007,S,,
PRJEB44577,SAMEA8718260,ERR8975008,S,,
PRJEB44577,SAMEA8718261,ERR8975009,S,,
PRJEB44577,SAMEA8718262,ERR8975010,S,,
PRJEB44577,SAMEA8718263,ERR8975011,S,,
PRJEB44577,SAMEA8718264,ERR8975012,S,,
PRJEB44577,SAMEA8718265,ERR8975013,S,,
PRJEB44577,SAMEA8718266,ERR8975014,S,,
PRJEB44577,SAMEA8718267,ERR8975015,S,,
PRJEB44577,SAMEA8718268,ERR8975016,S,,
PRJEB44577,SAMEA8718269,ERR8975017,R,,
PRJEB44577,SAMEA8718270,ERR8975018,S,,
PRJEB44577,SAMEA8718271,ERR8975019,S,,
PRJEB44577,SAMEA8718272,ERR8975020,S,,
PRJEB44577,SAMEA8718273,ERR8975021,S,,
PRJEB44577,SAMEA8718274,ERR8975022,S,,
PRJEB44577,SAMEA8718275,ERR8975023,S,,
PRJEB44577,SAMEA8718276,ERR8975024,S,,
PRJEB44577,SAMEA8718277,ERR8975025,S,,
PRJEB44577,SAMEA8718279,ERR8975027,S,,
PRJEB44577,SAMEA8718280,ERR8975028,S,,
PRJEB44577,SAMEA8718281,ERR8975029,S,,
PRJEB44577,SAMEA8718282,ERR8975030,S,,
PRJEB44577,SAMEA8718283,ERR8975031,S,,
PRJEB44577,SAMEA8718284,ERR8975032,S,,
PRJEB44577,SAMEA8718285,ERR8975033,S,,
PRJEB44577,SAMEA8718286,ERR8975034,S,,
PRJEB44577,SAMEA8718287,ERR8975035,S,,
PRJEB44577,SAMEA8718288,ERR8975036,S,,
PRJEB44577,SAMEA8718289,ERR8975037,S,,
PRJEB44577,SAMEA8718290,ERR8975038,S,,
PRJEB44577,SAMEA8718291,ERR8975039,S,,
PRJEB44577,SAMEA8718292,ERR8975040,S,,
PRJEB44577,SAMEA8718293,ERR8975041,S,,
PRJEB44577,SAMEA8718294,ERR8975042,S,,
PRJEB44577,SAMEA8718295,ERR8975043,S,,
PRJEB44577,SAMEA8718297,ERR8975046,S,,
PRJEB44577,SAMEA8718298,ERR8975047,S,,
PRJEB44577,SAMEA8718299,ERR8975048,S,,
PRJEB44577,SAMEA8718300,ERR8975049,S,,
PRJEB44577,SAMEA8718301,ERR8975050,S,,
PRJEB44577,SAMEA8718302,ERR8975051,S,,
PRJEB44577,SAMEA8718303,ERR8975053,S,,
PRJEB44577,SAMEA8718305,ERR8975054,S,,
PRJEB44577,SAMEA8718306,ERR8975055,S,,
PRJEB44577,SAMEA8718307,ERR8975056,S,,
PRJEB44577,SAMEA8718308,ERR8975057,S,,
PRJEB44577,SAMEA8718309,ERR8975058,S,,
PRJEB44577,SAMEA8718310,ERR8975059,S,,
PRJEB44577,SAMEA8718311,ERR8975060,S,,
PRJEB44577,SAMEA8718312,ERR8975061,S,,
PRJEB44577,SAMEA8718313,ERR8975062,S,,
PRJEB44577,SAMEA8718314,ERR8975063,S,,
PRJEB44577,SAMEA8718315,ERR8975064,S,,
PRJEB44577,SAMEA8718316,ERR8975065,S,,
PRJEB44577,SAMEA8718317,ERR8975066,S,,
PRJEB44577,SAMEA8718318,ERR8975067,S,,
PRJEB44577,SAMEA8718319,ERR8975068,S,,
PRJEB44577,SAMEA8718320,ERR8975069,S,,
PRJEB44577,SAMEA8718321,ERR8975070,S,,
PRJEB44577,SAMEA8718322,ERR8975071,S,,
PRJEB44577,SAMEA8718323,ERR8975072,S,,
PRJEB44577,SAMEA8718324,ERR8975073,S,,
PRJEB44577,SAMEA8718325,ERR8975074,S,,
PRJEB44577,SAMEA8718326,ERR8975075,S,,
PRJEB44577,SAMEA8718327,ERR8975076,S,,
PRJEB44577,SAMEA8718328,ERR8975077,S,,
PRJEB44577,SAMEA8718329,ERR8975078,S,,
PRJEB44577,SAMEA8718330,ERR8975079,S,,
PRJEB44577,SAMEA8718331,ERR8975080,S,,
PRJEB44577,SAMEA8718332,ERR8975081,S,,
PRJEB44577,SAMEA8718333,ERR8975082,S,,
PRJEB44577,SAMEA8718334,ERR8975083,S,,
PRJEB44577,SAMEA8718335,ERR8975084,S,,
PRJEB44577,SAMEA8718336,ERR8975085,S,,
PRJEB44577,SAMEA8718337,ERR8975086,S,,
PRJEB44577,SAMEA8718338,ERR8975087,S,,
PRJEB44577,SAMEA8718340,ERR8975089,S,,
PRJEB44577,SAMEA8718341,ERR8975090,S,,
PRJEB44577,SAMEA8718342,ERR8975091,S,,
PRJEB44577,SAMEA8718343,ERR8975092,S,,
PRJEB44577,SAMEA8718344,ERR8975093,S,,
PRJEB44577,SAMEA8718345,ERR8975094,S,,
PRJEB44577,SAMEA8718347,ERR8975096,S,,
PRJEB44577,SAMEA8718348,ERR8975097,S,,
PRJEB44577,SAMEA8718349,ERR8975098,S,,
PRJEB44577,SAMEA8718350,ERR8975099,S,,
PRJEB44577,SAMEA8718351,ERR8975100,S,,
PRJEB44577,SAMEA8718352,ERR8975101,S,,
PRJEB44577,SAMEA8718353,ERR8975102,S,,
PRJEB44577,SAMEA8718354,ERR8975103,S,,
PRJEB44577,SAMEA8718355,ERR8975104,S,,
PRJEB44577,SAMEA8718356,ERR8975105,S,,
PRJEB44577,SAMEA8718357,ERR8975106,S,,
PRJEB44577,SAMEA8718358,ERR8975107,S,,
PRJEB44577,SAMEA8718359,ERR8975108,S,,
PRJEB44577,SAMEA8718360,ERR8975109,S,,
PRJEB44577,SAMEA8718361,ERR8975110,S,,
PRJEB44577,SAMEA8718362,ERR8975111,S,,
PRJEB44577,SAMEA8718363,ERR8975112,S,,
PRJEB44577,SAMEA8718364,ERR8975113,S,,
PRJEB44577,SAMEA8718365,ERR8975114,S,,
PRJEB44577,SAMEA8718366,ERR8975115,S,,
PRJEB44577,SAMEA8718367,ERR8975116,S,,
PRJEB44577,SAMEA8718368,ERR8975117,S,,
PRJEB44577,SAMEA8718369,ERR8975118,S,,
PRJEB44577,SAMEA8718370,ERR8975119,S,,
PRJEB44577,SAMEA8718371,ERR8975120,S,,
PRJEB44577,SAMEA8718372,ERR8975121,S,,
PRJEB44577,SAMEA8718373,ERR8975122,S,,
PRJEB44577,SAMEA8718374,ERR8975123,S,,
PRJEB44577,SAMEA8718375,ERR8975124,S,,
PRJEB44577,SAMEA8718376,ERR8975125,S,,
PRJEB44577,SAMEA8718377,ERR8975126,S,,
PRJEB44577,SAMEA8718378,ERR8975127,S,,
PRJEB44577,SAMEA8718379,ERR8975128,S,,
PRJEB44577,SAMEA8718380,ERR8975129,S,,
PRJEB44577,SAMEA8718381,ERR8975130,S,,
PRJEB44577,SAMEA8718382,ERR8975131,S,,
PRJEB44577,SAMEA8718383,ERR8975132,S,,
PRJEB44577,SAMEA8718384,ERR8975133,S,,
PRJEB44577,SAMEA8718385,ERR8975134,S,,
PRJEB44577,SAMEA8718386,ERR8975135,S,,
PRJEB44577,SAMEA8718387,ERR8975136,S,,
PRJEB44577,SAMEA8718388,ERR8975137,S,,
PRJEB44577,SAMEA8718389,ERR8975138,S,,
PRJEB44577,SAMEA8718390,ERR8975139,S,,
PRJEB44577,SAMEA8718391,ERR8975140,S,,
PRJEB44577,SAMEA8718392,ERR8975141,S,,
PRJEB44577,SAMEA8718393,ERR8975142,S,,
PRJEB44577,SAMEA8718394,ERR8975143,S,,
PRJEB44577,SAMEA8718395,ERR8975144,S,,
PRJEB44577,SAMEA8718396,ERR8975145,S,,
PRJEB44577,SAMEA8718397,ERR8975146,S,,
PRJEB44577,SAMEA8718398,ERR8975147,S,,
PRJEB44577,SAMEA8718399,ERR8975148,S,,
PRJEB44577,SAMEA8718400,ERR8975149,S,,
PRJEB44577,SAMEA8718401,ERR8975150,S,,
PRJEB44577,SAMEA8718402,ERR8975151,S,,
PRJEB44577,SAMEA8718403,ERR8975152,S,,
PRJEB44577,SAMEA8718404,ERR8975153,S,,
PRJEB44577,SAMEA8718405,ERR8975154,S,,
PRJEB44577,SAMEA8718406,ERR8975155,S,,
PRJEB44577,SAMEA8718407,ERR8975156,S,,
PRJEB44577,SAMEA8718409,ERR8975158,S,,
PRJEB44577,SAMEA8718410,ERR8975159,S,,
PRJEB44577,SAMEA8718411,ERR8975160,S,,
PRJEB44577,SAMEA8718412,ERR8975161,S,,
PRJEB44577,SAMEA8718414,ERR8975163,S,,
PRJEB44577,SAMEA8718415,ERR8975164,S,,
PRJEB44577,SAMEA8718416,ERR8975165,S,,
PRJEB44577,SAMEA8718417,ERR8975166,S,,
PRJEB44577,SAMEA8718419,ERR8975167,S,,
PRJEB44577,SAMEA8718420,ERR8975168,S,,
PRJEB44577,SAMEA8718421,ERR8975169,S,,
PRJEB44577,SAMEA8718422,ERR8975170,S,,
PRJEB44577,SAMEA8718423,ERR8975171,S,,
PRJEB44577,SAMEA8718424,ERR8975172,S,,
