run,amikacin,bedaquiline,bioproject,biosample,capreomycin,ciprofloxacin,clofazimine,cycloserine,delamanid,ethambutol,ethionamide,gatifloxacin,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,ofloxacin,para-aminosalicylic_acid,pyrazinamide,rifampicin,streptomycin,thioacetazone
ERR181809,,,PRJEB2794,SAMEA1556866,,,,,,,,,S,,,,,,,,S,,
ERR181810,,,PRJEB2794,SAMEA1556861,,,,,,,,,S,,,,,,,,S,,
ERR181812,,,PRJEB2794,SAMEA1556873,,,,,,,,,S,,,,,,,,S,,
ERR181814,,,PRJEB2794,SAMEA1556876,,,,,,,,,S,,,,,,,,S,,
ERR181815,,,PRJEB2794,SAMEA1556561,,,,,,S,,,R,,,,,,,S,S,S,
ERR181816,,,PRJEB2794,SAMEA1556553,,,,,,,,,S,,,,,,,,S,,
ERR181817,,,PRJEB2794,SAMEA1556606,,,,,,,,,S,,,,,,,,S,,
ERR181818,,,PRJEB2794,SAMEA1556643,,,,,,,,,S,,,,,,,,S,,
ERR181819,,,PRJEB2794,SAMEA1556621,,,,,,,,,S,,,,,,,,S,,
ERR181821,,,PRJEB2794,SAMEA1556632,,,,,,,,,S,,,,,,,,S,,
ERR181822,,,PRJEB2794,SAMEA1556615,,,,,,,,,S,,,,,,,,S,,
ERR181823,,,PRJEB2794,SAMEA1556810,,,,,,,,,S,,,,,,,,S,,
ERR181825,,,PRJEB2794,SAMEA1556745,,,,,,,,,S,,,,,,,,S,,
ERR181826,,,PRJEB2794,SAMEA1556583,,,,,,S,,,R,,,,,,,S,S,R,
ERR181827,,,PRJEB2794,SAMEA1556760,,,,,,,,,S,,,,,,,,S,,
ERR181828,,,PRJEB2794,SAMEA1556748,,,,,,,,,S,,,,,,,,S,,
ERR181829,,,PRJEB2794,SAMEA1556577,,,,,,,,,S,,,,,,,,S,,
ERR181830,,,PRJEB2794,SAMEA1556763,,,,,,,,,S,,,,,,,,S,,
ERR181832,,,PRJEB2794,SAMEA1556816,,,,,,,,,S,,,,,,,,S,,
ERR181833,,,PRJEB2794,SAMEA1556775,,,,,,,,,S,,,,,,,,S,,
ERR181834,,,PRJEB2794,SAMEA1556789,,,,,,,,,S,,,,,,,,S,,
ERR181835,,,PRJEB2794,SAMEA1556851,,,,,,,,,S,,,,,,,,S,,
ERR181836,,,PRJEB2794,SAMEA1556503,,,,,,,,,S,,,,,,,,S,,
ERR181837,,,PRJEB2794,SAMEA1556543,,,,,,,,,S,,,,,,,,S,,
ERR181838,,,PRJEB2794,SAMEA1556857,,,,,,,,,S,,,,,,,,S,,
ERR181839,,,PRJEB2794,SAMEA1556533,,,,,,,,,S,,,,,,,,S,,
ERR181841,,,PRJEB2794,SAMEA1556668,,,,,,,,,S,,,,,,,,S,,
ERR181842,,,PRJEB2794,SAMEA1556563,,,,,,,,,S,,,,,,,,S,,
ERR181843,,,PRJEB2794,SAMEA1556568,,,,,,,,,S,,,,,,,,S,,
ERR181844,,,PRJEB2794,SAMEA1556847,,,,,,,,,S,,,,,,,,S,,
ERR181846,,,PRJEB2794,SAMEA1556673,,,,,,,,,S,,,,,,,,S,,
ERR181848,,,PRJEB2794,SAMEA1556678,,,,,,,,,S,,,,,,,,S,,
ERR181849,,,PRJEB2794,SAMEA1556661,,,,,,,,,S,,,,,,,,S,,
ERR181850,,,PRJEB2794,SAMEA1556764,,,,,,,,,S,,,,,,,,S,,
ERR181851,,,PRJEB2794,SAMEA1556647,,,,,,,,,S,,,,,,,,S,,
ERR181852,,,PRJEB2794,SAMEA1556651,,,,,,S,,,S,,,,,,,S,R,S,
ERR181853,,,PRJEB2794,SAMEA1556835,,,,,,,,,S,,,,,,,,S,,
ERR181854,,,PRJEB2794,SAMEA1556689,,,,,,,,,S,,,,,,,,S,,
ERR181855,,,PRJEB2794,SAMEA1556578,,,,,,,,,S,,,,,,,,S,,
ERR181856,,,PRJEB2794,SAMEA1556823,,,,,,,,,S,,,,,,,,S,,
ERR181858,,,PRJEB2794,SAMEA1556511,,,,,,,,,S,,,,,,,,S,,
ERR181859,,,PRJEB2794,SAMEA1556767,,,,,,,,,S,,,,,,,,S,,
ERR181860,,,PRJEB2794,SAMEA1556502,,,,,,,,,S,,,,,,,,S,,
ERR181861,,,PRJEB2794,SAMEA1556548,,,,,,S,,,R,,,,,,,S,R,R,
ERR181862,,,PRJEB2794,SAMEA1556706,,,,,,,,,S,,,,,,,,S,,
ERR181863,,,PRJEB2794,SAMEA1556534,,,,,,,,,S,,,,,,,,S,,
ERR181865,,,PRJEB2794,SAMEA1556700,,,,,,,,,S,,,,,,,,S,,
ERR181867,,,PRJEB2794,SAMEA1556759,,,,,,,,,S,,,,,,,,S,,
ERR181868,,,PRJEB2794,SAMEA1556853,,,,,,S,,,S,,,,,,,S,S,S,
ERR181870,,,PRJEB2794,SAMEA1556737,,,,,,S,,,S,,,,,,,S,S,S,
ERR181871,,,PRJEB2794,SAMEA1556828,,,,,,S,,,S,,,,,,,S,S,S,
ERR181872,,,PRJEB2794,SAMEA1556827,,,,,,S,,,S,,,,,,,S,S,S,
ERR181873,,,PRJEB2794,SAMEA1556605,,,,,,S,,,S,,,,,,,S,S,S,
ERR181874,,,PRJEB2794,SAMEA1556832,,,,,,S,,,S,,,,,,,S,S,S,
ERR181875,,,PRJEB2794,SAMEA1556791,,,,,,S,,,S,,,,,,,S,S,S,
ERR181876,,,PRJEB2794,SAMEA1556743,,,,,,S,,,S,,,,,,,S,S,S,
ERR181877,,,PRJEB2794,SAMEA1556707,,,,,,S,,,S,,,,,,,S,S,S,
ERR181879,,,PRJEB2794,SAMEA1556730,,,,,,S,,,S,,,,,,,S,S,S,
ERR181880,,,PRJEB2794,SAMEA1556671,,,,,,S,,,S,,,,,,,S,S,S,
ERR181883,,,PRJEB2794,SAMEA1556662,,,,,,,,,S,,,,,,,,S,,
ERR181884,,,PRJEB2794,SAMEA1556667,,,,,,,,,S,,,,,,,,S,,
ERR181885,,,PRJEB2794,SAMEA1556715,,,,,,,,,S,,,,,,,,S,,
ERR181888,,,PRJEB2794,SAMEA1556519,,,,,,,,,S,,,,,,,,S,,
ERR181889,,,PRJEB2794,SAMEA1556685,,,,,,,,,S,,,,,,,,S,,
ERR181890,,,PRJEB2794,SAMEA1556508,,,,,,,,,S,,,,,,,,S,,
ERR181892,,,PRJEB2794,SAMEA1556799,,,,,,,,,S,,,,,,,,S,,
ERR181893,,,PRJEB2794,SAMEA1556594,,,,,,,,,S,,,,,,,,S,,
ERR181894,,,PRJEB2794,SAMEA1556589,,,,,,,,,S,,,,,,,,S,,
ERR181895,,,PRJEB2794,SAMEA1556790,,,,,,,,,S,,,,,,,,S,,
ERR181896,,,PRJEB2794,SAMEA1556658,,,,,,S,,,R,,,,,,,S,S,S,
ERR181898,,,PRJEB2794,SAMEA1556680,,,,,,,,,S,,,,,,,,S,,
ERR181899,,,PRJEB2794,SAMEA1556656,,,,,,,,,S,,,,,,,,S,,
ERR181901,,,PRJEB2794,SAMEA1556585,,,,,,,,,S,,,,,,,,S,,
ERR181902,,,PRJEB2794,SAMEA1556622,,,,,,S,,,S,,,,,,,S,S,S,
ERR181903,,,PRJEB2794,SAMEA1556624,,,,,,S,,,S,,,,,,,S,S,S,
ERR181904,,,PRJEB2794,SAMEA1556591,,,,,,S,,,S,,,,,,,S,S,S,
ERR181906,,,PRJEB2794,SAMEA1556708,,,,,,,,,S,,,,,,,,S,,
ERR181907,,,PRJEB2794,SAMEA1556872,,,,,,S,,,R,,,,,,,S,S,R,
ERR181908,,,PRJEB2794,SAMEA1556863,,,,,,,,,S,,,,,,,,S,,
ERR181909,,,PRJEB2794,SAMEA1556867,,,,,,S,,,R,,,,,,,S,S,S,
ERR181910,,,PRJEB2794,SAMEA1556593,,,,,,,,,S,,,,,,,S,S,,
ERR181912,,,PRJEB2794,SAMEA1556843,,,,,,,,,S,,,,,,,,S,,
ERR181913,,,PRJEB2794,SAMEA1556552,,,,,,,,,S,,,,,,,,S,,
ERR181914,,,PRJEB2794,SAMEA1556845,,,,,,,,,S,,,,,,,,S,,
ERR181915,,,PRJEB2794,SAMEA1556518,,,,,,,,,S,,,,,,,,S,,
ERR181916,,,PRJEB2794,SAMEA1556674,,,,,,,,,S,,,,,,,,S,,
ERR181917,,,PRJEB2794,SAMEA1556510,,,,,,,,,S,,,,,,,,S,,
ERR181918,,,PRJEB2794,SAMEA1556507,,,,,,,,,S,,,,,,,,S,,
ERR181919,,,PRJEB2794,SAMEA1556571,,,,,,,,,S,,,,,,,,S,,
ERR181920,,,PRJEB2794,SAMEA1556544,,,,,,,,,S,,,,,,,S,S,,
ERR181921,,,PRJEB2794,SAMEA1556541,,,,,,S,,,R,,,,,,,S,S,S,
ERR181923,,,PRJEB2794,SAMEA1556523,,,,,,,,,S,,,,,,,,S,,
ERR181924,,,PRJEB2794,SAMEA1556659,,,,,,,,,S,,,,,,,,S,,
ERR181925,,,PRJEB2794,SAMEA1556664,,,,,,,,,S,,,,,,,,S,,
ERR181926,,,PRJEB2794,SAMEA1556750,,,,,,,,,S,,,,,,,,S,,
ERR181930,,,PRJEB2794,SAMEA1556785,,,,,,S,,,R,,,,,,,S,S,R,
ERR181931,,,PRJEB2794,SAMEA1556637,,,,,,,,,S,,,,,,,,S,,
ERR181932,,,PRJEB2794,SAMEA1556704,,,,,,S,,,R,,,,,,,S,S,S,
ERR181933,,,PRJEB2794,SAMEA1556696,,,,,,S,,,R,,,,,,,S,S,S,
ERR181934,,,PRJEB2794,SAMEA1556875,,,,,,S,,,R,,,,,,,S,S,R,
ERR181935,,,PRJEB2794,SAMEA1556820,,,,,,,,,S,,,,,,,,S,,
ERR181936,,,PRJEB2794,SAMEA1556825,,,,,,,,,S,,,,,,,,S,,
ERR181937,,,PRJEB2794,SAMEA1556600,,,,,,,,,S,,,,,,,,S,,
ERR181938,,,PRJEB2794,SAMEA1556836,,,,,,,,,S,,,,,,,,S,,
ERR181939,,,PRJEB2794,SAMEA1556539,,,,,,,,,S,,,,,,,,S,,
ERR181941,,,PRJEB2794,SAMEA1556542,,,,,,,,,S,,,,,,,,S,,
ERR181942,,,PRJEB2794,SAMEA1556521,,,,,,S,,,R,,,,,,,S,S,S,
ERR181943,,,PRJEB2794,SAMEA1556801,,,,,,,,,S,,,,,,,,S,,
ERR181945,,,PRJEB2794,SAMEA1556609,,,,,,,,,S,,,,,,,,S,,
ERR181946,,,PRJEB2794,SAMEA1556616,,,,,,,,,S,,,,,,,,S,,
ERR181947,,,PRJEB2794,SAMEA1556693,,,,,,,,,S,,,,,,,,S,,
ERR181948,,,PRJEB2794,SAMEA1556683,,,,,,,,,S,,,,,,,,S,,
ERR181949,,,PRJEB2794,SAMEA1556749,,,,,,,,,S,,,,,,,,S,,
ERR181951,,,PRJEB2794,SAMEA1556675,,,,,,,,,S,,,,,,,,S,,
ERR181952,,,PRJEB2794,SAMEA1556794,,,,,,,,,S,,,,,,,,S,,
ERR181953,,,PRJEB2794,SAMEA1556660,,,,,,,,,S,,,,,,,,S,,
ERR181954,,,PRJEB2794,SAMEA1556653,,,,,,,,,S,,,,,,,,S,,
ERR181955,,,PRJEB2794,SAMEA1556841,,,,,,,,,S,,,,,,,,S,,
ERR181956,,,PRJEB2794,SAMEA1556819,,,,,,S,,,R,,,,,,,S,S,S,
ERR181957,,,PRJEB2794,SAMEA1556833,,,,,,,,,S,,,,,,,,S,,
ERR181958,,,PRJEB2794,SAMEA1556880,,,,,,,,,S,,,,,,,,S,,
ERR181960,,,PRJEB2794,SAMEA1556792,,,,,,,,,S,,,,,,,,S,,
ERR181962,,,PRJEB2794,SAMEA1556813,,,,,,,,,S,,,,,,,,S,,
ERR181963,,,PRJEB2794,SAMEA1556802,,,,,,,,,S,,,,,,,,S,,
ERR181964,,,PRJEB2794,SAMEA1556870,,,,,,,,,S,,,,,,,,S,,
ERR181967,,,PRJEB2794,SAMEA1556862,,,,,,,,,S,,,,,,,,S,,
ERR181969,,,PRJEB2794,SAMEA1556640,,,,,,,,,S,,,,,,,,S,,
ERR181970,,,PRJEB2794,SAMEA1556814,,,,,,,,,S,,,,,,,,S,,
ERR181972,,,PRJEB2794,SAMEA1556617,,,,,,,,,S,,,,,,,,S,,
ERR181973,,,PRJEB2794,SAMEA1556812,,,,,,,,,S,,,,,,,,S,,
ERR181974,,,PRJEB2794,SAMEA1556679,,,,,,,,,S,,,,,,,,S,,
ERR181975,,,PRJEB2794,SAMEA1556817,,,,,,,,,S,,,,,,,,S,,
ERR181978,,,PRJEB2794,SAMEA1556818,,,,,,,,,S,,,,,,,,S,,
ERR181979,,,PRJEB2794,SAMEA1556808,,,,,,,,,S,,,,,,,,S,,
ERR181981,,,PRJEB2794,SAMEA1556830,,,,,,,,,S,,,,,,,,S,,
ERR181982,,,PRJEB2794,SAMEA1556536,,,,,,,,,S,,,,,,,,S,,
ERR181983,,,PRJEB2794,SAMEA1556744,,,,,,,,,S,,,,,,,,S,,
ERR181984,,,PRJEB2794,SAMEA1556754,,,,,,,,,S,,,,,,,,S,,
ERR181985,,,PRJEB2794,SAMEA1556530,,,,,,,,,S,,,,,,,,S,,
ERR181988,,,PRJEB2794,SAMEA1556879,,,,,,,,,S,,,,,,,,S,,
ERR181989,,,PRJEB2794,SAMEA1556618,,,,,,,,,S,,,,,,,,S,,
ERR181990,,,PRJEB2794,SAMEA1556612,,,,,,,,,S,,,,,,,,S,,
ERR181992,,,PRJEB2794,SAMEA1556610,,,,,,,,,S,,,,,,,,S,,
ERR181993,,,PRJEB2794,SAMEA1556601,,,,,,,,,S,,,,,,,,S,,
ERR181995,,,PRJEB2794,SAMEA1556522,,,,,,,,,S,,,,,,,,S,,
ERR181996,,,PRJEB2794,SAMEA1556535,,,,,,,,,S,,,,,,,,S,,
ERR181997,,,PRJEB2794,SAMEA1556822,,,,,,,,,S,,,,,,,,S,,
ERR181998,,,PRJEB2794,SAMEA1556860,,,,,,,,,S,,,,,,,,S,,
ERR182000,,,PRJEB2794,SAMEA1556663,,,,,,,,,S,,,,,,,,S,,
ERR182002,,,PRJEB2794,SAMEA1556850,,,,,,,,,S,,,,,,,,S,,
ERR182003,,,PRJEB2794,SAMEA1556657,,,,,,,,,S,,,,,,,,S,,
ERR182004,,,PRJEB2794,SAMEA1556858,,,,,,,,,S,,,,,,,,S,,
ERR182006,,,PRJEB2794,SAMEA1556821,,,,,,,,,S,,,,,,,,S,,
ERR182008,,,PRJEB2794,SAMEA1556731,,,,,,,,,S,,,,,,,,S,,
ERR182009,,,PRJEB2794,SAMEA1556682,,,,,,,,,S,,,,,,,,S,,
ERR182010,,,PRJEB2794,SAMEA1556703,,,,,,,,,S,,,,,,,,S,,
ERR182011,,,PRJEB2794,SAMEA1556709,,,,,,,,,S,,,,,,,,S,,
ERR182012,,,PRJEB2794,SAMEA1556697,,,,,,,,,S,,,,,,,,S,,
ERR182013,,,PRJEB2794,SAMEA1556712,,,,,,,,,S,,,,,,,,S,,
ERR182015,,,PRJEB2794,SAMEA1556793,,,,,,,,,S,,,,,,,,S,,
ERR182016,,,PRJEB2794,SAMEA1556564,,,,,,,,,S,,,,,,,,S,,
ERR182017,,,PRJEB2794,SAMEA1556567,,,,,,,,,S,,,,,,,,S,,
ERR182018,,,PRJEB2794,SAMEA1556784,,,,,,,,,S,,,,,,,,S,,
ERR182019,,,PRJEB2794,SAMEA1556556,,,,,,,,,S,,,,,,,,S,,
ERR182021,,,PRJEB2794,SAMEA1556776,,,,,,,,,S,,,,,,,,S,,
ERR182022,,,PRJEB2794,SAMEA1556547,,,,,,,,,S,,,,,,,,S,,
ERR182023,,,PRJEB2794,SAMEA1556525,,,,,,,,,S,,,,,,,,S,,
ERR182024,,,PRJEB2794,SAMEA1556829,,,,,,,,,S,,,,,,,,S,,
ERR182025,,,PRJEB2794,SAMEA1556869,,,,,,,,,S,,,,,,,,S,,
ERR182026,,,PRJEB2794,SAMEA1556874,,,,,,,,,S,,,,,,,,S,,
ERR182027,,,PRJEB2794,SAMEA1556762,,,,,,,,,S,,,,,,,,S,,
ERR182028,,,PRJEB2794,SAMEA1556884,,,,,,,,,S,,,,,,,,S,,
ERR182030,,,PRJEB2794,SAMEA1556756,,,,,,,,,S,,,,,,,,S,,
ERR182031,,,PRJEB2794,SAMEA1556714,,,,,,,,,S,,,,,,,,S,,
ERR182032,,,PRJEB2794,SAMEA1556710,,,,,,,,,S,,,,,,,,S,,
ERR182034,,,PRJEB2794,SAMEA1556719,,,,,,,,,S,,,,,,,,S,,
ERR182035,,,PRJEB2794,SAMEA1556628,,,,,,,,,S,,,,,,,,S,,
ERR182036,,,PRJEB2794,SAMEA1556742,,,,,,,,,S,,,,,,,,S,,
ERR182037,,,PRJEB2794,SAMEA1556665,,,,,,,,,S,,,,,,,,S,,
ERR182038,,,PRJEB2794,SAMEA1556646,,,,,,,,,S,,,,,,,,S,,
ERR182040,,,PRJEB2794,SAMEA1556654,,,,,,,,,S,,,,,,,,S,,
ERR182041,,,PRJEB2794,SAMEA1556688,,,,,,,,,S,,,,,,,,S,,
ERR182042,,,PRJEB2794,SAMEA1556627,,,,,,,,,S,,,,,,,,S,,
ERR182043,,,PRJEB2794,SAMEA1556669,,,,,,,,,S,,,,,,,,S,,
ERR182044,,,PRJEB2794,SAMEA1556676,,,,,,,,,S,,,,,,,,S,,
ERR182046,,,PRJEB2794,SAMEA1556831,,,,,,,,,S,,,,,,,,S,,
ERR182047,,,PRJEB2794,SAMEA1556834,,,,,,,,,S,,,,,,,,S,,
ERR182048,,,PRJEB2794,SAMEA1556596,,,,,,,,,S,,,,,,,,S,,
ERR182049,,,PRJEB2794,SAMEA1556795,,,,,,,,,S,,,,,,,,S,,
ERR182050,,,PRJEB2794,SAMEA1556800,,,,,,,,,S,,,,,,,,S,,
ERR182051,,,PRJEB2794,SAMEA1556757,,,,,,,,,S,,,,,,,,S,,
ERR182052,,,PRJEB2794,SAMEA1556815,,,,,,,,,S,,,,,,,,S,,
ERR182053,,,PRJEB2794,SAMEA1556864,,,,,,,,,S,,,,,,,,S,,
ERR182055,,,PRJEB2794,SAMEA1556773,,,,,,,,,S,,,,,,,,S,,
ERR182057,,,PRJEB2794,SAMEA1556582,,,,,,,,,S,,,,,,,,S,,
ERR1873429,S,,PRJEB14199,SAMEA95477668,R,,,,,R,S,,S,S,,,S,S,S,R,R,S,
ERR1873436,R,,PRJEB14199,SAMEA95482918,R,,,,,R,R,,R,R,,,R,R,S,R,R,S,
ERR1873438,R,,PRJEB14199,SAMEA95484418,R,,,,,S,R,,S,R,,,S,R,S,S,R,S,
ERR1873439,R,,PRJEB14199,SAMEA95485168,R,,,,,S,R,,R,R,,,R,R,S,R,R,R,
ERR1873440,R,,PRJEB14199,SAMEA95485918,,,,,,S,S,,R,R,,,R,R,S,,R,R,
ERR1873441,R,,PRJEB14199,SAMEA95486668,S,,,,,R,S,,R,R,,,S,R,S,R,R,R,
ERR1873442,S,,PRJEB14199,SAMEA95427418,R,,,,,S,S,,S,S,,,S,R,S,S,R,S,
ERR1873443,R,,PRJEB14199,SAMEA95428168,R,,,,,S,R,,R,R,,,R,R,S,R,R,R,
ERR1873444,R,,PRJEB14199,SAMEA95428918,R,,,,,S,S,,R,R,,,R,R,S,R,R,S,
ERR1873445,R,,PRJEB14199,SAMEA95487418,R,,,,,S,S,,R,R,,,S,S,S,R,R,S,
ERR1873446,S,,PRJEB14199,SAMEA95488168,R,,,,,R,R,,R,S,,,S,S,R,R,S,S,
ERR1873447,R,,PRJEB14199,SAMEA95488918,R,,,,,R,S,,R,R,,,S,S,S,R,R,S,
ERR1873448,R,,PRJEB14199,SAMEA95489668,R,,,,,R,S,,R,R,,,S,R,S,R,R,R,
ERR1873449,S,,PRJEB14199,SAMEA95490418,S,,,,,S,S,,R,R,,,R,R,S,R,R,S,
ERR1873450,S,,PRJEB14199,SAMEA95491168,R,,,,,R,R,,R,S,,,S,R,S,R,R,R,
ERR1873451,R,,PRJEB14199,SAMEA95429668,R,,,,,R,S,,R,R,,,S,R,S,R,R,S,
ERR1873452,R,,PRJEB14199,SAMEA95491918,R,,,,,R,R,,R,R,,,R,R,S,R,R,R,
ERR1873453,R,,PRJEB14199,SAMEA95492668,R,,,,,R,R,,R,R,,,R,R,S,R,R,R,
ERR1873454,R,,PRJEB14199,SAMEA95493418,R,,,,,R,R,,R,R,,,R,R,S,R,R,R,
ERR1873455,S,,PRJEB14199,SAMEA95494168,S,,,,,S,R,,S,S,,,S,S,S,R,R,S,
ERR1873456,R,,PRJEB14199,SAMEA95430418,R,,,,,S,R,,R,R,,,R,R,R,R,R,R,
ERR1873457,R,,PRJEB14199,SAMEA95494918,R,,,,,S,S,,S,R,,,S,R,S,R,R,S,
ERR1873458,R,,PRJEB14199,SAMEA95431168,R,,,,,R,S,,S,R,,,S,S,S,R,R,S,
ERR1873459,R,,PRJEB14199,SAMEA95495668,S,,,,,S,S,,R,R,,,S,R,S,R,R,S,
ERR1873460,R,,PRJEB14199,SAMEA95496418,R,,,,,S,R,,R,R,,,S,R,S,R,R,S,
ERR1873462,R,,PRJEB14199,SAMEA95431918,R,,,,,R,S,,R,R,,,S,R,S,R,R,R,
ERR1873463,R,,PRJEB14199,SAMEA95497918,R,,,,,R,R,,R,R,,,S,S,R,R,R,R,
ERR1873464,R,,PRJEB14199,SAMEA95498668,S,,,,,R,S,,R,R,,,S,S,S,R,R,S,
ERR1873465,R,,PRJEB14199,SAMEA95432668,S,,,,,S,S,,S,R,,,R,R,S,R,R,R,
ERR1873466,R,,PRJEB14199,SAMEA95433418,R,,,,,S,R,,R,R,,,R,R,S,R,R,R,
ERR1873467,R,,PRJEB14199,SAMEA95434168,R,,,,,S,S,,R,R,,,R,R,S,R,R,R,
ERR1873468,R,,PRJEB14199,SAMEA95434918,R,,,,,S,S,,R,R,,,R,R,S,R,R,R,
ERR1873469,R,,PRJEB14199,SAMEA95435668,R,,,,,S,S,,S,R,,,R,R,S,R,R,S,
ERR1873470,R,,PRJEB14199,SAMEA95436418,R,,,,,S,S,,R,R,,,S,S,S,R,R,S,
ERR1873471,S,,PRJEB14199,SAMEA95437168,S,,,,,R,S,,R,R,,,S,S,S,R,S,S,
ERR1873472,R,,PRJEB14199,SAMEA95437918,R,,,,,R,R,,R,R,,,R,R,S,R,R,R,
ERR1873473,R,,PRJEB14199,SAMEA95499418,R,,,,,R,S,,R,R,,,S,S,S,R,R,R,
ERR1873474,R,,PRJEB14199,SAMEA95500168,S,,,,,R,R,,R,R,,,S,R,S,R,R,R,
ERR1873475,R,,PRJEB14199,SAMEA95438668,R,,,,,S,S,,R,R,,,R,R,S,R,R,S,
ERR1873476,R,,PRJEB14199,SAMEA95500918,R,,,,,S,S,,R,R,,,R,R,S,R,R,R,
ERR1873477,R,,PRJEB14199,SAMEA95501668,R,,,,,R,R,,R,R,,,R,R,S,R,R,R,
ERR1873478,R,,PRJEB14199,SAMEA95502418,R,,,,,S,S,,S,R,,,S,R,S,R,R,S,
ERR1873479,R,,PRJEB14199,SAMEA95439418,R,,,,,S,S,,S,R,,,R,R,S,S,R,S,
ERR1873481,R,,PRJEB14199,SAMEA95440168,R,,,,,R,R,,R,R,,,S,R,S,R,R,S,
ERR1873483,R,,PRJEB14199,SAMEA95441668,R,,,,,S,S,,R,R,,,S,R,S,R,R,S,
ERR1873484,R,,PRJEB14199,SAMEA95442418,R,,,,,R,R,,R,R,,,S,S,S,R,R,S,
ERR1873485,R,,PRJEB14199,SAMEA95503918,R,,,,,S,S,,R,R,,,R,R,S,R,R,R,
ERR1873486,R,,PRJEB14199,SAMEA95504668,R,,,,,S,S,,R,R,,,S,S,S,R,R,R,
ERR1873487,S,,PRJEB14199,SAMEA95505418,R,,,,,S,S,,R,R,,,R,R,S,R,R,R,
ERR1873488,S,,PRJEB14199,SAMEA95506168,R,,,,,S,S,,S,S,,,S,S,S,S,S,S,
ERR1873489,R,,PRJEB14199,SAMEA95506918,R,,,,,S,S,,R,R,,,R,R,S,R,R,R,
ERR1873490,R,,PRJEB14199,SAMEA95507668,R,,,,,S,S,,R,R,,,R,R,S,R,R,S,
ERR1873491,R,,PRJEB14199,SAMEA95508418,R,,,,,R,S,,R,R,,,R,R,S,R,R,S,
ERR1873493,R,,PRJEB14199,SAMEA95509918,R,,,,,S,S,,R,R,,,S,S,S,R,R,R,
ERR1873494,R,,PRJEB14199,SAMEA95510668,R,,,,,R,R,,R,R,,,R,R,S,R,R,R,
ERR1873495,R,,PRJEB14199,SAMEA95511418,R,,,,,S,R,,R,R,,,R,R,S,R,R,R,
ERR1873496,R,,PRJEB14199,SAMEA95512168,R,,,,,R,R,,R,R,,,R,R,S,R,R,R,
ERR1873497,R,,PRJEB14199,SAMEA95512918,R,,,,,S,R,,R,R,,,R,R,S,R,R,R,
ERR1873498,R,,PRJEB14199,SAMEA95513668,R,,,,,R,R,,R,R,,,S,S,S,R,R,R,
ERR1873499,R,,PRJEB14199,SAMEA95514418,R,,,,,R,R,,R,R,,,S,R,S,R,R,S,
ERR1873500,R,,PRJEB14199,SAMEA95515168,R,,,,,S,S,,R,R,,,R,R,S,R,R,R,
ERR1873501,R,,PRJEB14199,SAMEA95515918,R,,,,,R,R,,R,R,,,S,R,S,R,R,S,
ERR1873502,R,,PRJEB14199,SAMEA95516668,R,,,,,S,S,,R,R,,,S,S,S,R,R,R,
ERR1873503,R,,PRJEB14199,SAMEA95517418,R,,,,,S,R,,R,R,,,R,R,S,R,R,R,
ERR1873504,R,,PRJEB14199,SAMEA95443168,R,,,,,R,R,,R,R,,,R,R,S,R,R,R,
ERR1873505,R,,PRJEB14199,SAMEA95518168,R,,,,,R,S,,R,R,,,R,R,S,S,R,R,
ERR1873506,R,,PRJEB14199,SAMEA95518918,R,,,,,R,S,,R,R,,,R,R,S,R,R,R,
ERR1873507,R,,PRJEB14199,SAMEA95519668,R,,,,,R,R,,R,R,,,R,R,S,R,R,R,
ERR1873508,R,,PRJEB14199,SAMEA95520418,R,,,,,R,R,,R,R,,,R,R,S,R,R,R,
ERR1873509,R,,PRJEB14199,SAMEA95443918,R,,,,,R,S,,R,R,,,S,R,S,R,R,R,
ERR1873510,R,,PRJEB14199,SAMEA95521168,R,,,,,S,R,,R,R,,,R,R,S,R,R,R,
ERR1873511,R,,PRJEB14199,SAMEA95521918,R,,,,,S,S,,R,R,,,R,R,S,R,R,S,
ERR1873512,R,,PRJEB14199,SAMEA95522668,R,,,,,S,S,,R,R,,,R,R,S,R,R,R,
ERR1873514,R,,PRJEB14199,SAMEA95444668,R,,,,,S,R,,R,R,,,R,R,S,R,R,R,
ERR1873515,R,,PRJEB14199,SAMEA95524168,R,,,,,S,S,,R,R,,,R,R,S,R,R,R,
ERR1873516,R,,PRJEB14199,SAMEA95445418,R,,,,,S,S,,R,R,,,R,R,S,R,R,R,
ERR1873517,S,,PRJEB14199,SAMEA95524918,S,,,,,S,S,,S,S,,,S,S,S,S,R,S,
ERR1873518,R,,PRJEB14199,SAMEA95446168,R,,,,,R,S,,R,R,,,R,R,S,R,R,R,
ERR1873519,R,,PRJEB14199,SAMEA95525668,R,,,,,R,S,,R,R,,,R,R,S,R,R,R,
ERR1873520,R,,PRJEB14199,SAMEA95446918,R,,,,,S,S,,R,R,,,R,R,S,R,R,R,
ERR1873521,R,,PRJEB14199,SAMEA95410168,R,,,,,S,R,,R,R,,,R,R,S,R,R,R,
ERR1873522,S,,PRJEB14199,SAMEA95526418,S,,,,,S,S,,S,S,,,S,S,S,S,R,S,
ERR1873523,R,,PRJEB14199,SAMEA95410918,R,,,,,S,R,,R,R,,,R,R,S,R,R,S,
ERR1873524,R,,PRJEB14199,SAMEA95411668,R,,,,,R,S,,R,R,,,R,R,S,R,R,R,
