run,amikacin,bedaquiline,bioproject,biosample,capreomycin,ciprofloxacin,clofazimine,cycloserine,delamanid,ethambutol,ethionamide,gatifloxacin,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,ofloxacin,para-aminosalicylic_acid,pyrazinamide,rifampicin,streptomycin,thioacetazone
SRR6896414,S,,PRJNA428596,SAMN08794957,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896415,S,,PRJNA428596,SAMN08794956,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896416,S,,PRJNA428596,SAMN08794955,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896417,S,,PRJNA428596,SAMN08794954,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896418,S,,PRJNA428596,SAMN08794953,S,,,,,,,,S,R,,,S,S,,S,S,,
SRR6896419,S,,PRJNA428596,SAMN08794952,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896420,S,,PRJNA428596,SAMN08794951,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896421,S,,PRJNA428596,SAMN08794950,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896422,S,,PRJNA428596,SAMN08795059,S,,,,S,,,,S,S,,,S,S,,S,S,,
SRR6896423,S,,PRJNA428596,SAMN08795058,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896424,S,,PRJNA428596,SAMN08795055,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896425,,,PRJNA428596,SAMN08795054,,,,,,,,,S,,,,,,,S,S,,
SRR6896426,S,,PRJNA428596,SAMN08795057,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896427,S,,PRJNA428596,SAMN08795056,S,,,,,,,,R,S,,,S,S,,S,S,,
SRR6896428,S,,PRJNA428596,SAMN08795051,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896429,S,,PRJNA428596,SAMN08795050,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896430,S,,PRJNA428596,SAMN08795053,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896431,S,,PRJNA428596,SAMN08795052,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896432,S,,PRJNA428596,SAMN08794968,S,,,,,,,,R,S,,,S,S,,R,S,,
SRR6896433,S,,PRJNA428596,SAMN08794969,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896434,S,,PRJNA428596,SAMN08794962,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896435,S,,PRJNA428596,SAMN08794963,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896436,S,,PRJNA428596,SAMN08794960,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896437,S,,PRJNA428596,SAMN08794961,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896438,S,,PRJNA428596,SAMN08794966,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896439,S,,PRJNA428596,SAMN08794967,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896440,S,,PRJNA428596,SAMN08794964,S,,,,,,,,R,S,,,S,S,,R,S,,
SRR6896441,S,,PRJNA428596,SAMN08794965,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896442,S,,PRJNA428596,SAMN08795308,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896443,S,,PRJNA428596,SAMN08795309,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896444,S,,PRJNA428596,SAMN08795319,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896445,S,,PRJNA428596,SAMN08795306,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896446,S,,PRJNA428596,SAMN08795307,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896447,S,,PRJNA428596,SAMN08795304,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896448,S,,PRJNA428596,SAMN08795305,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896449,S,,PRJNA428596,SAMN08795302,S,,,,,,,,R,S,,,S,S,,S,R,,
SRR6896450,S,,PRJNA428596,SAMN08795303,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896451,S,,PRJNA428596,SAMN08795300,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896452,S,,PRJNA428596,SAMN08795301,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896453,S,,PRJNA428596,SAMN08795149,S,,,,,,,,R,S,,,S,S,,S,S,,
SRR6896454,S,,PRJNA428596,SAMN08795148,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896455,S,,PRJNA428596,SAMN08795141,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896456,S,,PRJNA428596,SAMN08795140,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896457,S,,PRJNA428596,SAMN08795143,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896458,S,,PRJNA428596,SAMN08795142,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896459,S,,PRJNA428596,SAMN08795145,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896460,S,,PRJNA428596,SAMN08795144,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896461,S,,PRJNA428596,SAMN08795147,S,,,,,,,,S,S,,,,S,,,S,,
SRR6896462,S,,PRJNA428596,SAMN08795146,S,,,,,,,,S,S,,,S,S,,R,S,,
SRR6896463,,,PRJNA428596,SAMN08795169,,,,,,,,,,,,,,,,,S,,
SRR6896464,R,,PRJNA428596,SAMN08795168,R,,,,,,,,R,S,,,R,R,,R,S,,
SRR6896465,S,,PRJNA428596,SAMN08795288,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896466,S,,PRJNA428596,SAMN08795289,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896467,S,,PRJNA428596,SAMN08795383,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896468,S,,PRJNA428596,SAMN08795382,S,,,,,,,,R,S,,,S,S,,R,S,,
SRR6896469,S,,PRJNA428596,SAMN08795381,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896470,S,,PRJNA428596,SAMN08795380,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896471,S,,PRJNA428596,SAMN08795235,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896472,S,,PRJNA428596,SAMN08795234,S,,,,,,,,S,S,,,S,S,,S,R,,
SRR6896473,S,,PRJNA428596,SAMN08795237,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896474,S,,PRJNA428596,SAMN08795236,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896475,S,,PRJNA428596,SAMN08795231,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896476,S,,PRJNA428596,SAMN08795230,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896477,S,,PRJNA428596,SAMN08795233,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896478,S,,PRJNA428596,SAMN08795232,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896479,,,PRJNA428596,SAMN08795174,,,,,,,,,R,,,,,,,S,S,,
SRR6896480,S,,PRJNA428596,SAMN08795175,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896481,S,,PRJNA428596,SAMN08795176,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896482,S,,PRJNA428596,SAMN08795177,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896483,S,,PRJNA428596,SAMN08795239,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896484,S,,PRJNA428596,SAMN08795238,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896485,R,,PRJNA428596,SAMN08795172,R,,,,,,,,S,S,,,R,R,,S,S,,
SRR6896486,S,,PRJNA428596,SAMN08795173,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896487,S,,PRJNA428596,SAMN08794929,S,,,,S,,,,S,S,,,S,S,,S,S,,
SRR6896488,S,,PRJNA428596,SAMN08794928,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896489,,,PRJNA428596,SAMN08794927,,,,,,,,,S,,,,,,,S,S,,
SRR6896490,,,PRJNA428596,SAMN08794926,,,,,,,,,S,,,,,,,S,S,,
SRR6896491,S,,PRJNA428596,SAMN08794925,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896492,S,,PRJNA428596,SAMN08794924,S,,,,,,,,R,S,,,S,S,,S,S,,
SRR6896493,S,,PRJNA428596,SAMN08794923,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896494,S,,PRJNA428596,SAMN08794922,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896495,S,,PRJNA428596,SAMN08794921,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896496,S,,PRJNA428596,SAMN08794920,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896497,,,PRJNA428596,SAMN08795132,,,,,,,,,S,,,,,,,S,S,,
SRR6896498,S,,PRJNA428596,SAMN08795133,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896499,S,,PRJNA428596,SAMN08794993,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896500,S,,PRJNA428596,SAMN08794992,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896501,S,,PRJNA428596,SAMN08794991,S,,,,,,,,R,S,,,S,S,,S,S,,
SRR6896502,S,,PRJNA428596,SAMN08794990,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896503,S,,PRJNA428596,SAMN08794997,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896504,S,,PRJNA428596,SAMN08794996,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896505,S,,PRJNA428596,SAMN08794995,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896506,S,,PRJNA428596,SAMN08794994,S,,,,,,,,R,S,,,S,S,,S,S,,
SRR6896507,S,,PRJNA428596,SAMN08794999,S,,,,,,,,R,S,,,S,S,,S,S,,
SRR6896508,S,,PRJNA428596,SAMN08794998,S,,,,,,,,R,S,,,S,S,,S,R,,
SRR6896509,S,,PRJNA428596,SAMN08795091,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896510,S,,PRJNA428596,SAMN08795090,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896511,S,,PRJNA428596,SAMN08795093,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896512,S,,PRJNA428596,SAMN08795092,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896513,,,PRJNA428596,SAMN08795138,,,,,,,,,S,,,,,,,S,S,,
SRR6896514,S,,PRJNA428596,SAMN08795094,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896515,S,,PRJNA428596,SAMN08795097,S,,,,,,,,R,S,,,S,S,,R,R,,
SRR6896516,S,,PRJNA428596,SAMN08795096,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896517,S,,PRJNA428596,SAMN08795099,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896518,S,,PRJNA428596,SAMN08795098,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896519,S,,PRJNA428596,SAMN08795139,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896520,S,,PRJNA428596,SAMN08795008,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896521,S,,PRJNA428596,SAMN08795009,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896522,S,,PRJNA428596,SAMN08795006,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896523,S,,PRJNA428596,SAMN08795007,S,,,,,,,S,R,S,R,,R,R,,R,R,,
SRR6896524,S,,PRJNA428596,SAMN08795004,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896525,S,,PRJNA428596,SAMN08795005,S,,,,S,,,S,R,S,S,,S,R,,S,R,,
SRR6896526,S,,PRJNA428596,SAMN08795002,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896527,S,,PRJNA428596,SAMN08795003,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896528,S,,PRJNA428596,SAMN08795000,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896529,S,,PRJNA428596,SAMN08795001,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896530,S,,PRJNA428596,SAMN08795040,S,,,,,,,,R,S,,,S,S,,S,S,,
SRR6896531,S,,PRJNA428596,SAMN08795024,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896532,S,,PRJNA428596,SAMN08795025,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896533,S,,PRJNA428596,SAMN08795026,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896534,S,,PRJNA428596,SAMN08795027,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896535,S,,PRJNA428596,SAMN08795020,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896536,S,,PRJNA428596,SAMN08795021,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896537,S,,PRJNA428596,SAMN08795022,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896538,S,,PRJNA428596,SAMN08795023,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896539,S,,PRJNA428596,SAMN08795028,S,,,,,,,,S,S,,,,S,,S,R,,
SRR6896540,S,,PRJNA428596,SAMN08795029,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896541,S,,PRJNA428596,SAMN08795349,S,,,,,,,,R,S,,,S,S,,S,S,,
SRR6896542,S,,PRJNA428596,SAMN08795348,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896543,S,,PRJNA428596,SAMN08795347,S,,,,,,,,R,S,,,S,S,,R,S,,
SRR6896544,S,,PRJNA428596,SAMN08795346,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896545,S,,PRJNA428596,SAMN08795345,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896546,S,,PRJNA428596,SAMN08795344,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896547,S,,PRJNA428596,SAMN08795343,S,,,,,,,,S,S,,,S,S,,,S,,
SRR6896548,S,,PRJNA428596,SAMN08795342,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896549,S,,PRJNA428596,SAMN08795341,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896550,S,,PRJNA428596,SAMN08795340,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896551,S,,PRJNA428596,SAMN08795279,S,,,,,,,,R,S,,,S,S,,S,S,,
SRR6896552,S,,PRJNA428596,SAMN08795278,S,,,,,,,,R,S,,,S,S,,S,S,,
SRR6896553,S,,PRJNA428596,SAMN08795271,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896554,S,,PRJNA428596,SAMN08795270,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896555,S,,PRJNA428596,SAMN08795273,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896556,S,,PRJNA428596,SAMN08795272,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896557,S,,PRJNA428596,SAMN08795275,S,,,,,,,,R,S,,,S,S,,S,S,,
SRR6896558,S,,PRJNA428596,SAMN08795274,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896559,S,,PRJNA428596,SAMN08795277,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896560,S,,PRJNA428596,SAMN08795276,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896561,S,,PRJNA428596,SAMN08795130,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896562,S,,PRJNA428596,SAMN08795131,S,,,,S,,,,S,S,,,S,S,,S,S,,
SRR6896563,S,,PRJNA428596,SAMN08795119,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896564,S,,PRJNA428596,SAMN08795118,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896565,S,,PRJNA428596,SAMN08795134,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896566,S,,PRJNA428596,SAMN08795135,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896567,S,,PRJNA428596,SAMN08795136,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896568,S,,PRJNA428596,SAMN08795137,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896569,S,,PRJNA428596,SAMN08795113,S,,,,,,,,S,S,,,S,S,,R,S,,
SRR6896570,S,,PRJNA428596,SAMN08795112,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896571,S,,PRJNA428596,SAMN08795111,R,,,,,,,,R,S,,,S,S,,S,S,,
SRR6896572,S,,PRJNA428596,SAMN08795110,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896573,S,,PRJNA428596,SAMN08795117,S,,,,,,,,R,S,,,S,S,,R,R,,
SRR6896574,S,,PRJNA428596,SAMN08795116,S,,,,S,,,,S,S,,,S,S,,S,S,,
SRR6896575,S,,PRJNA428596,SAMN08795115,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896576,S,,PRJNA428596,SAMN08795114,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896577,S,,PRJNA428596,SAMN08795201,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896578,S,,PRJNA428596,SAMN08795200,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896579,S,,PRJNA428596,SAMN08795248,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896580,S,,PRJNA428596,SAMN08795249,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896581,S,,PRJNA428596,SAMN08795244,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896582,S,,PRJNA428596,SAMN08795245,S,,,,,,,,R,S,,,R,R,,R,R,,
SRR6896583,S,,PRJNA428596,SAMN08795246,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896584,S,,PRJNA428596,SAMN08795247,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896585,S,,PRJNA428596,SAMN08795240,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896586,S,,PRJNA428596,SAMN08795241,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896587,S,,PRJNA428596,SAMN08795041,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896588,S,,PRJNA428596,SAMN08795243,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896589,S,,PRJNA428596,SAMN08794948,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896590,S,,PRJNA428596,SAMN08794949,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896591,S,,PRJNA428596,SAMN08794940,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896592,S,,PRJNA428596,SAMN08794941,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896593,S,,PRJNA428596,SAMN08794942,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896594,S,,PRJNA428596,SAMN08794943,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896595,S,,PRJNA428596,SAMN08794944,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896596,S,,PRJNA428596,SAMN08794945,S,,,,,,,,S,S,,,S,S,,S,R,,
SRR6896597,S,,PRJNA428596,SAMN08794946,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896598,S,,PRJNA428596,SAMN08794947,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896599,,,PRJNA428596,SAMN08795068,,,,,S,,,,S,,,,,,,S,S,,
SRR6896600,S,,PRJNA428596,SAMN08795069,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896601,S,,PRJNA428596,SAMN08795060,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896602,S,,PRJNA428596,SAMN08795061,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896603,S,,PRJNA428596,SAMN08795062,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896604,S,,PRJNA428596,SAMN08795063,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896605,S,,PRJNA428596,SAMN08795064,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896606,S,,PRJNA428596,SAMN08795065,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896607,S,,PRJNA428596,SAMN08795066,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6896608,S,,PRJNA428596,SAMN08795067,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6964480,,,PRJNA428596,SAMN08892470,S,,,,,,,,S,S,,,S,S,,,S,,
SRR6964481,,,PRJNA428596,SAMN08892471,S,,,,,,,,R,S,,,S,S,,,R,,
SRR6964482,,,PRJNA428596,SAMN08892466,S,,,,,,,,R,S,,,S,S,,S,R,,
SRR6964483,,,PRJNA428596,SAMN08892467,S,,,,,,,,S,S,,,S,S,,,S,,
SRR6964484,,,PRJNA428596,SAMN08892468,S,,,,,,,,R,S,,,S,S,,S,R,,
SRR6964485,,,PRJNA428596,SAMN08892469,S,,,,,,,,S,S,,,S,S,,,S,,
SRR6964486,,,PRJNA428596,SAMN08892462,S,,,,,,,,S,S,,,S,S,,,S,,
SRR6964487,,,PRJNA428596,SAMN08892463,S,,,,,,,S,R,S,R,,S,R,,,R,,
SRR6964488,,,PRJNA428596,SAMN08892464,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6964489,,,PRJNA428596,SAMN08892465,S,,,,,,,,R,S,,,S,S,,,R,,
SRR6964490,,,PRJNA428596,SAMN08892501,S,,,,,,,S,R,S,S,,S,R,,,R,,
SRR6964491,,,PRJNA428596,SAMN08892500,S,,,,,,,,S,S,,,S,S,,,S,,
SRR6964492,,,PRJNA428596,SAMN08892400,S,,,,,,,,R,S,,,S,S,,R,R,,
SRR6964493,,,PRJNA428596,SAMN08892401,S,,,,S,,,,S,S,,,S,S,,,S,,
SRR6964494,,,PRJNA428596,SAMN08892497,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6964495,,,PRJNA428596,SAMN08892496,S,,,,,,,,R,S,,,S,S,,R,R,,
SRR6964496,,,PRJNA428596,SAMN08892499,S,,,,S,,,,S,S,,,S,S,,,S,,
SRR6964497,,,PRJNA428596,SAMN08892498,S,,,,,,,,R,S,,,S,S,,S,R,,
SRR6964498,,,PRJNA428596,SAMN08892493,S,,,,,,,,S,S,,,S,S,,,S,,
SRR6964499,,,PRJNA428596,SAMN08892492,S,,,,,,,,S,S,,,S,S,,,S,,
SRR6964500,,,PRJNA428596,SAMN08892495,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6964501,,,PRJNA428596,SAMN08892494,S,,,,,,,S,R,S,R,,R,R,,R,R,,
SRR6964502,,,PRJNA428596,SAMN08892441,S,,,,,,,,R,S,,,S,S,,,R,,
SRR6964503,,,PRJNA428596,SAMN08892440,S,,,,,,,,R,S,,,S,S,,,R,,
SRR6964504,,,PRJNA428596,SAMN08892433,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6964505,,,PRJNA428596,SAMN08892432,S,,,,,,,S,R,S,R,,R,R,,R,R,,
SRR6964506,,,PRJNA428596,SAMN08892435,S,,,,,,,,S,S,,,S,S,,S,R,,
SRR6964507,,,PRJNA428596,SAMN08892434,S,,,,,,,,R,S,,,S,S,,R,R,,
SRR6964508,,,PRJNA428596,SAMN08892437,S,,,,,,,,R,S,,,S,S,,,S,,
SRR6964509,,,PRJNA428596,SAMN08892436,S,,,,,,,,S,S,,,S,S,,,R,,
SRR6964510,,,PRJNA428596,SAMN08892439,S,,,,S,,,S,R,S,R,,R,R,,R,R,,
SRR6964511,,,PRJNA428596,SAMN08892438,S,,,,S,,,,S,S,,,S,S,,,S,,
SRR6964512,,,PRJNA428596,SAMN08892570,,,,,,,,,R,,,,S,S,,,R,,
SRR6964513,,,PRJNA428596,SAMN08892571,S,,,,,,,,S,S,,,S,S,,,S,,
SRR6964514,,,PRJNA428596,SAMN08892562,S,,,,,,,S,R,S,S,,S,R,,S,R,,
SRR6964515,,,PRJNA428596,SAMN08892563,S,,,,,,,,S,S,,,S,S,,R,S,,
SRR6964516,,,PRJNA428596,SAMN08892564,S,,,,,,,,S,S,,,S,S,,,R,,
SRR6964517,,,PRJNA428596,SAMN08892565,S,,,,,,,,S,S,,,S,S,,,S,,
SRR6964518,,,PRJNA428596,SAMN08892566,S,,,,,,,,S,S,,,S,S,,S,R,,
SRR6964519,,,PRJNA428596,SAMN08892567,S,,,,,,,,S,S,,,S,S,,,R,,
SRR6964520,,,PRJNA428596,SAMN08892568,S,,,,,,,,S,S,,,S,S,,,R,,
SRR6964521,,,PRJNA428596,SAMN08892569,S,,,,,,,,S,S,,,S,S,,,S,,
SRR6964522,,,PRJNA428596,SAMN08892450,S,,,,,,,,R,S,,,S,S,,,R,,
SRR6964523,,,PRJNA428596,SAMN08892451,S,,,,,,,,S,S,,,S,S,,,S,,
SRR6964524,,,PRJNA428596,SAMN08892444,S,,,,,,,,S,S,,,S,S,,,S,,
SRR6964525,,,PRJNA428596,SAMN08892445,S,,,,,,,S,R,S,R,,R,R,,,R,,
SRR6964526,,,PRJNA428596,SAMN08892442,S,,,,,,,S,S,S,S,,S,R,,,S,,
SRR6964527,,,PRJNA428596,SAMN08892443,S,,,,,,,,R,S,,,S,S,,,R,,
SRR6964528,,,PRJNA428596,SAMN08892448,S,,,,,,,,R,S,,,S,S,,R,R,,
SRR6964529,,,PRJNA428596,SAMN08892449,S,,,,,,,,S,S,,,S,S,,,S,,
SRR6964530,,,PRJNA428596,SAMN08892446,S,,,,,,,,S,S,,,S,S,,,S,,
SRR6964531,,,PRJNA428596,SAMN08892447,S,,,,,,,,R,S,,,S,S,,,R,,
SRR6964532,,,PRJNA428596,SAMN08892559,S,,,,,,,,R,S,,,S,S,,S,S,,
SRR6964533,,,PRJNA428596,SAMN08892558,S,,,,,,,,R,S,,,S,S,,S,R,,
SRR6964534,,,PRJNA428596,SAMN08892557,S,,,,,,,,R,S,,,S,S,,,R,,
SRR6964535,,,PRJNA428596,SAMN08892556,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6964536,,,PRJNA428596,SAMN08892555,S,,,,,,,,R,S,,,R,R,,R,R,,
SRR6964537,,,PRJNA428596,SAMN08892554,S,,,,,,,S,S,S,R,,S,R,,S,S,,
SRR6964538,,,PRJNA428596,SAMN08892553,S,,,,,,,,R,S,,,S,S,,S,S,,
SRR6964539,,,PRJNA428596,SAMN08892552,S,,,,,,,,S,S,,,S,S,,,S,,
SRR6964540,,,PRJNA428596,SAMN08892561,S,,,,,,,,S,S,,,S,S,,S,S,,
SRR6964541,,,PRJNA428596,SAMN08892560,S,,,,,,,,R,S,,,S,S,,R,R,,
SRR6964542,,,PRJNA428596,SAMN08892421,S,,,,,,,,R,S,,,S,S,,S,R,,
SRR6964543,,,PRJNA428596,SAMN08892420,S,,,,,,,,S,S,,,S,S,,,S,,
SRR6964544,,,PRJNA428596,SAMN08892419,S,,,,,,,S,R,S,R,,R,R,,,R,,
SRR6964545,,,PRJNA428596,SAMN08892418,S,,,,,,,,S,S,,,S,S,,,S,,
SRR6964546,,,PRJNA428596,SAMN08892417,S,,,,,,,S,R,S,R,,S,R,,R,R,,
SRR6964547,,,PRJNA428596,SAMN08892416,S,,,,,,,,R,S,,,S,S,,R,R,,
SRR6964548,,,PRJNA428596,SAMN08892415,S,,,,,,,,S,S,,,S,S,,,S,,
SRR6964549,,,PRJNA428596,SAMN08892414,S,,,,,,,,R,S,,,S,S,,,R,,
SRR6964550,,,PRJNA428596,SAMN08892413,S,,,,,,,S,S,S,S,,S,S,,S,S,,
SRR6964551,,,PRJNA428596,SAMN08892412,S,,,,,,,,R,S,,,S,S,,R,R,,
SRR6964552,,,PRJNA428596,SAMN08892544,S,,,,,,,S,R,S,R,,R,R,,R,R,,
