PRJNA717333,SAMN18498652,SRR14088357
PRJNA663350,SAMN16130573,SRR12708399
PRJNA650381,SAMN15703141,SRR12395430
PRJNA353873,SAMN06221210,SRR5182040
PRJNA557083,SAMN12389165,SRR9851502
PRJNA557083,SAMN12389165,SRR9853161
PRJNA824124,SAMN27391476,SRR18665445
PRJNA557083,SAMN12389134,SRR9851539
PRJNA557083,SAMN12389134,SRR9853249
PRJNA353873,SAMN06221315,SRR5181968
PRJNA557083,SAMN12389138,SRR9851452
PRJNA557083,SAMN12389138,SRR9853245
PRJNA650381,SAMN15703126,SRR12395447
PRJNA824124,SAMN31672551,SRR22248493
PRJNA353873,SAMN06221394,SRR5181931
PRJNA650381,SAMN15703246,SRR12395295
PRJNA650381,SAMN15702959,SRR12395309
PRJNA353873,SAMN06221515,SRR5181830
PRJNA353873,SAMN06221490,SRR5181853
PRJNA353873,SAMN06221183,SRR5182063
PRJNA824124,SAMN31672568,SRR22248484
PRJNA353873,SAMN06221510,SRR5181835
PRJNA353873,SAMN06221181,SRR5182065
PRJNA650381,SAMN15703003,SRR12395413
PRJNA438921,SAMN09090577,SRR7131076
PRJNA557083,SAMN12389168,SRR9851507
PRJNA557083,SAMN12389168,SRR9853190
PRJNA353873,SAMN06221161,SRR5182080
PRJNA650381,SAMN15703239,SRR12395348
PRJNA353873,SAMN06221471,SRR5181872
PRJNA353873,SAMN06221026,SRR5182161
PRJNA650381,SAMN15703008,SRR12395247
PRJNA650381,SAMN15703018,SRR12395236
PRJNA557083,SAMN12389220,SRR9851475
PRJNA557083,SAMN12389220,SRR9853201
PRJNA650381,SAMN15703132,SRR12395440
PRJNA353873,SAMN06221222,SRR5182029
PRJNA353873,SAMN06221287,SRR5181978
PRJNA353873,SAMN06221244,SRR5182012
PRJNA353873,SAMN06221070,SRR5182132
PRJNA353873,SAMN06221051,SRR5182143
PRJNA413593,SAMN07766172,SRR6153068
PRJNA650381,SAMN15702942,SRR12395328
PRJNA353873,SAMN06221390,SRR5181933
PRJNA557083,SAMN12389122,SRR9851481
PRJNA557083,SAMN12389122,SRR9853233
PRJNA353873,SAMN06221505,SRR5181839
PRJNA353873,SAMN06221033,SRR5182155
PRJNA557083,SAMN12389146,SRR9851466
PRJNA557083,SAMN12389146,SRR9853196
PRJNA663350,SAMN16130566,SRR12708407
PRJNA650381,SAMN15703303,SRR12395192
PRJNA353873,SAMN06221163,SRR5182079
PRJNA650381,SAMN15703292,SRR12395204
PRJNA557083,SAMN12389257,SRR9851434
PRJNA557083,SAMN12389257,SRR9853166
PRJNA353873,SAMN06221519,SRR5181826
PRJNA353873,SAMN06221271,SRR5181991
PRJNA663350,SAMN16130578,SRR12708393
PRJNA824124,SAMN27391483,SRR18665437
PRJNA353873,SAMN06221228,SRR5182023
PRJNA353873,SAMN06221206,SRR5182044
PRJNA557083,SAMN12389185,SRR9851514
PRJNA557083,SAMN12389185,SRR9853275
PRJNA650381,SAMN15703201,SRR12395390
PRJNA650381,SAMN15703112,SRR12395092
PRJNA650381,SAMN15703127,SRR12395445
PRJNA650381,SAMN15703236,SRR12395351
PRJNA557083,SAMN12389250,SRR9851440
PRJNA557083,SAMN12389250,SRR9853287
PRJNA353873,SAMN06221019,SRR5182166
PRJNA824124,SAMN27391479,SRR18665442
PRJNA650381,SAMN15703330,SRR12395162
PRJNA353873,SAMN06221212,SRR5182038
PRJNA353873,SAMN06221469,SRR5181874
PRJNA353873,SAMN06221415,SRR5181925
PRJNA557083,SAMN12389198,SRR9851530
PRJNA557083,SAMN12389198,SRR9853302
PRJNA353873,SAMN06221188,SRR5182060
PRJNA353873,SAMN06221223,SRR5182028
PRJNA650381,SAMN15703181,SRR12395116
PRJNA353873,SAMN06221339,SRR5181957
PRJNA353873,SAMN06221218,SRR5182033
PRJNA557083,SAMN12389281,SRR9851580
PRJNA557083,SAMN12389281,SRR9853244
PRJNA650381,SAMN15703218,SRR12395372
PRJNA557083,SAMN12389159,SRR9851554
PRJNA557083,SAMN12389159,SRR9853222
PRJNA353873,SAMN06221195,SRR5182055
PRJNA717333,SAMN18498632,SRR14088379
PRJNA353873,SAMN06221323,SRR5181964
PRJNA557083,SAMN12389169,SRR9851506
PRJNA557083,SAMN12389169,SRR9853189
PRJNA353873,SAMN06221220,SRR5182031
PRJNA353873,SAMN06221192,SRR5182058
PRJNA824124,SAMN27391459,SRR18665464
PRJNA650381,SAMN15703322,SRR12395170
PRJNA717333,SAMN18498645,SRR14088365
PRJNA824124,SAMN31672552,SRR22248482
PRJNA824124,SAMN31672577,SRR22248474
PRJNA824124,SAMN27391436,SRR18665450
PRJNA717333,SAMN18498625,SRR14088387
PRJNA557083,SAMN12389155,SRR9851558
PRJNA557083,SAMN12389155,SRR9853218
PRJNA824124,SAMN27391469,SRR18665453
PRJNA650381,SAMN15703291,SRR12395205
PRJNA353873,SAMN06221381,SRR5181938
PRJNA650381,SAMN15703158,SRR12395415
PRJNA650381,SAMN15703012,SRR12395243
PRJNA650381,SAMN15703101,SRR12395463
PRJNA353873,SAMN06221446,SRR5181897
PRJNA663350,SAMN16130546,SRR12708380
PRJNA557083,SAMN12389280,SRR9851579
PRJNA557083,SAMN12389280,SRR9853243
PRJNA557083,SAMN12389237,SRR9851548
PRJNA557083,SAMN12389237,SRR9853293
PRJNA650381,SAMN15703199,SRR12395393
PRJNA353873,SAMN06221343,SRR5181956
PRJNA353873,SAMN06221513,SRR5181832
PRJNA650381,SAMN15703138,SRR12395433
PRJNA824124,SAMN27391446,SRR18665478
PRJNA353873,SAMN06221457,SRR5181886
PRJNA353873,SAMN06221349,SRR5181953
PRJNA353873,SAMN06221072,SRR5182131
PRJNA824124,SAMN31672558,SRR22248464
PRJNA557083,SAMN12389131,SRR9851476
PRJNA557083,SAMN12389131,SRR9853148
PRJNA650381,SAMN15703267,SRR12395272
PRJNA353873,SAMN06221214,SRR5182036
PRJNA353873,SAMN06221455,SRR5181888
PRJNA353873,SAMN06221382,SRR5181937
PRJNA717333,SAMN18498612,SRR14088372
PRJNA353873,SAMN06221411,SRR5181926
PRJNA353873,SAMN06221425,SRR5181916
PRJNA353873,SAMN06221372,SRR5181941
PRJNA824124,SAMN27391458,SRR18665465
PRJNA888434,SAMN31230555,SRR21853793
PRJNA650381,SAMN15703146,SRR12395130
PRJNA353873,SAMN06221178,SRR5182066
PRJNA438921,SAMN09090603,SRR7131278
PRJNA650381,SAMN15703001,SRR12395435
PRJNA650381,SAMN15703081,SRR12395059
PRJNA353873,SAMN06221448,SRR5181895
PRJNA557083,SAMN12389180,SRR9851568
PRJNA557083,SAMN12389180,SRR9853203
PRJNA353873,SAMN06221238,SRR5182016
PRJNA353873,SAMN06221254,SRR5182003
PRJNA557083,SAMN12389163,SRR9851504
PRJNA557083,SAMN12389163,SRR9853159
PRJNA717333,SAMN18498626,SRR14088386
PRJNA438921,SAMN09090554,SRR7131252
PRJNA353873,SAMN06221048,SRR5182145
PRJNA353873,SAMN06221069,SRR5182133
PRJNA353873,SAMN06221016,SRR5182167
PRJNA824124,SAMN27391442,SRR18665482
PRJNA557083,SAMN12389203,SRR9851461
PRJNA557083,SAMN12389203,SRR9853271
PRJNA557083,SAMN12389200,SRR9851524
PRJNA557083,SAMN12389200,SRR9853298
PRJNA557083,SAMN12389188,SRR9851437
PRJNA557083,SAMN12389188,SRR9853280
PRJNA650381,SAMN15703312,SRR12395182
PRJNA650381,SAMN15703142,SRR12395429
PRJNA824124,SAMN27391449,SRR18665475
PRJNA650381,SAMN15703040,SRR12395080
PRJNA650381,SAMN15703015,SRR12395240
PRJNA353873,SAMN06221431,SRR5181911
PRJNA353873,SAMN06221261,SRR5181997
PRJNA824124,SAMN27391471,SRR18665451
PRJNA824124,SAMN27391467,SRR18665455
PRJNA650381,SAMN15703283,SRR12395214
PRJNA353873,SAMN06221109,SRR5182110
PRJNA353873,SAMN06221458,SRR5181885
PRJNA717333,SAMN18498642,SRR14088368
PRJNA650381,SAMN15702989,SRR12395250
PRJNA353873,SAMN06221479,SRR5181864
PRJNA557083,SAMN12389148,SRR9851468
PRJNA557083,SAMN12389148,SRR9853194
PRJNA353873,SAMN06221485,SRR5181858
PRJNA353873,SAMN06221284,SRR5181981
PRJNA353873,SAMN06221247,SRR5182009
PRJNA353873,SAMN06221176,SRR5182068
PRJNA353873,SAMN06221136,SRR5182094
PRJNA413593,SAMN09492288,SRR7439414
PRJNA824124,SAMN31672573,SRR22248478
PRJNA663350,SAMN16130548,SRR12708376
PRJNA353873,SAMN06221047,SRR5182146
PRJNA650381,SAMN15703059,SRR12395172
PRJNA650381,SAMN15703273,SRR12395265
PRJNA353873,SAMN06221074,SRR5182129
PRJNA353873,SAMN06221075,SRR5182128
PRJNA353873,SAMN06221090,SRR5182120
PRJNA353873,SAMN06221421,SRR5181920
PRJNA650381,SAMN15702952,SRR12395317
PRJNA413593,SAMN09492290,SRR7439416
PRJNA557083,SAMN12389259,SRR9851432
PRJNA557083,SAMN12389259,SRR9853168
PRJNA650381,SAMN15702980,SRR12395091
PRJNA650381,SAMN15703343,SRR12395147
PRJNA353873,SAMN06221106,SRR5182111
PRJNA438921,SAMN09090404,SRR7131054
PRJNA353873,SAMN06221159,SRR5182081
PRJNA650381,SAMN15703318,SRR12395176
PRJNA650381,SAMN15703027,SRR12395229
PRJNA438921,SAMN09090538,SRR7131179
PRJNA353873,SAMN06221153,SRR5182084
PRJNA663350,SAMN16130576,SRR12708396
PRJNA557083,SAMN12389226,SRR9851496
PRJNA557083,SAMN12389226,SRR9853150
PRJNA353873,SAMN06221127,SRR5182098
PRJNA663350,SAMN16130553,SRR12708371
PRJNA650381,SAMN15703205,SRR12395386
PRJNA650381,SAMN15703293,SRR12395203
PRJNA353873,SAMN06221094,SRR5182117
PRJNA353873,SAMN06221055,SRR5182141
PRJNA353873,SAMN06221248,SRR5182008
PRJNA557083,SAMN12389204,SRR9851522
PRJNA557083,SAMN12389204,SRR9853274
PRJNA650381,SAMN15703156,SRR12395417
PRJNA353873,SAMN06221025,SRR5182162
PRJNA663350,SAMN16130586,SRR12708385
PRJNA353873,SAMN06221283,SRR5181983
PRJNA353873,SAMN06221482,SRR5181861
PRJNA353873,SAMN06221399,SRR5181929
PRJNA824124,SAMN27391447,SRR18665477
PRJNA717333,SAMN18498650,SRR14088359
PRJNA650381,SAMN15703041,SRR12395079
PRJNA824124,SAMN27391478,SRR18665443
PRJNA650381,SAMN15703069,SRR12395136
PRJNA663350,SAMN16130542,SRR12708384
PRJNA557083,SAMN12389123,SRR9851482
PRJNA557083,SAMN12389123,SRR9853234
PRJNA353873,SAMN06221371,SRR5181942
PRJNA650381,SAMN15703162,SRR12395410
PRJNA353873,SAMN06221456,SRR5181887
PRJNA353873,SAMN06221497,SRR5181847
PRJNA824124,SAMN27391484,SRR18665436
PRJNA557083,SAMN12389238,SRR9851549
PRJNA557083,SAMN12389238,SRR9853290
PRJNA557083,SAMN12389241,SRR9851552
PRJNA557083,SAMN12389241,SRR9853289
PRJNA650381,SAMN15702947,SRR12395322
PRJNA353873,SAMN06221366,SRR5181945
PRJNA650381,SAMN15703014,SRR12395241
PRJNA663350,SAMN16130541,SRR12708395
PRJNA353873,SAMN06221246,SRR5182010
PRJNA413593,SAMN09492286,SRR7439412
PRJNA717333,SAMN18498655,SRR14088354
PRJNA824124,SAMN27391453,SRR18665470
PRJNA353873,SAMN06221270,SRR5181992
PRJNA353873,SAMN06221145,SRR5182090
PRJNA353873,SAMN06221417,SRR5181924
PRJNA717333,SAMN18498623,SRR14088389
PRJNA353873,SAMN06221504,SRR5181840
PRJNA353873,SAMN06221237,SRR5182017
PRJNA438921,SAMN09090492,SRR7131066
PRJNA650381,SAMN15703161,SRR12395411
PRJNA650381,SAMN15703058,SRR12395184
PRJNA353873,SAMN06221355,SRR5181950
PRJNA353873,SAMN06221126,SRR5182099
PRJNA717333,SAMN18498620,SRR14088392
PRJNA557083,SAMN12389207,SRR9851457
PRJNA557083,SAMN12389207,SRR9853267
PRJNA650381,SAMN15703110,SRR12395094
PRJNA824124,SAMN27391440,SRR18665433
PRJNA650381,SAMN15703277,SRR12395221
PRJNA650381,SAMN15703118,SRR12395455
PRJNA557083,SAMN12389130,SRR9851536
PRJNA557083,SAMN12389130,SRR9853147
PRJNA557083,SAMN12389278,SRR9851583
PRJNA557083,SAMN12389278,SRR9853239
PRJNA557083,SAMN12389234,SRR9851545
PRJNA557083,SAMN12389234,SRR9853294
PRJNA650381,SAMN15703315,SRR12395179
PRJNA717333,SAMN18498629,SRR14088382
PRJNA353873,SAMN06221387,SRR5181934
PRJNA438921,SAMN09090424,SRR7131119
PRJNA353873,SAMN06221167,SRR5182077
PRJNA650381,SAMN15703297,SRR12395199
PRJNA650381,SAMN15702926,SRR12395081
PRJNA557083,SAMN12389149,SRR9851467
PRJNA557083,SAMN12389149,SRR9853193
PRJNA650381,SAMN15703143,SRR12395428
PRJNA353873,SAMN06221302,SRR5181970
PRJNA353873,SAMN06221169,SRR5182075
PRJNA663350,SAMN16130575,SRR12708397
PRJNA557083,SAMN12389239,SRR9851550
PRJNA557083,SAMN12389239,SRR9853291
PRJNA557083,SAMN12389209,SRR9851455
PRJNA557083,SAMN12389209,SRR9853269
PRJNA557083,SAMN12389136,SRR9851450
PRJNA557083,SAMN12389136,SRR9853247
PRJNA650381,SAMN15703309,SRR12395186
PRJNA650381,SAMN15702961,SRR12395307
PRJNA717333,SAMN18498609,SRR14088395
PRJNA650381,SAMN15703347,SRR12395143
PRJNA557083,SAMN12389264,SRR9851491
PRJNA557083,SAMN12389264,SRR9853258
PRJNA557083,SAMN12389208,SRR9851456
PRJNA557083,SAMN12389208,SRR9853270
PRJNA717333,SAMN18498648,SRR14088362
PRJNA663350,SAMN16130547,SRR12708377
PRJNA557083,SAMN12389282,SRR9851460
PRJNA557083,SAMN12389282,SRR9853227
PRJNA650381,SAMN15703337,SRR12395154
PRJNA650381,SAMN15703326,SRR12395166
PRJNA663350,SAMN16130539,SRR12708417
PRJNA650381,SAMN15703281,SRR12395216
PRJNA650381,SAMN15702941,SRR12395329
PRJNA717333,SAMN18498614,SRR14088352
PRJNA650381,SAMN15703193,SRR12395107
PRJNA353873,SAMN06221046,SRR5182147
PRJNA353873,SAMN06221370,SRR5181943
PRJNA717333,SAMN18498622,SRR14088390
PRJNA650381,SAMN15703089,SRR12395049
PRJNA663350,SAMN16130552,SRR12708372
PRJNA353873,SAMN06221112,SRR5182107
PRJNA824124,SAMN31672557,SRR22248465
PRJNA650381,SAMN15703259,SRR12395281
PRJNA650381,SAMN15703082,SRR12395058
PRJNA650381,SAMN15703200,SRR12395392
PRJNA650381,SAMN15703080,SRR12395060
PRJNA353873,SAMN06221433,SRR5181909
PRJNA650381,SAMN15702960,SRR12395308
PRJNA717333,SAMN18498654,SRR14088355
PRJNA353873,SAMN06221427,SRR5181914
PRJNA650381,SAMN15703087,SRR12395051
PRJNA650381,SAMN15703327,SRR12395165
PRJNA353873,SAMN06221241,SRR5182014
PRJNA353873,SAMN06221042,SRR5182148
PRJNA824124,SAMN31672561,SRR22248491
PRJNA353873,SAMN06221518,SRR5181827
PRJNA663350,SAMN16130540,SRR12708406
PRJNA650381,SAMN15703119,SRR12395454
PRJNA557083,SAMN12389243,SRR9851442
PRJNA557083,SAMN12389243,SRR9853184
PRJNA650381,SAMN15703159,SRR12395414
PRJNA650381,SAMN15703120,SRR12395453
PRJNA650381,SAMN15703178,SRR12395119
PRJNA824124,SAMN31672579,SRR22248472
PRJNA353873,SAMN06221030,SRR5182157
