run,bioproject,biosample,amikacin,capreomycin,ciprofloxacin,ethambutol,ethionamide,isoniazid,kanamycin,levofloxacin,moxifloxacin,ofloxacin,para-aminosalicylic_acid,pyrazinamide,rifampicin,streptomycin
SRR7439415,PRJNA413593,SAMN09492287,,,,S,,S,,,,,,,S,S
SRR7131298,PRJNA438921,SAMN09090624,,,,,,,,,,,,,S,
SRR7131297,PRJNA438921,SAMN09090623,,,,,,,,,,,,,S,
SRR7131296,PRJNA438921,SAMN09090622,,,,,,,,,,,,,S,
SRR7131295,PRJNA438921,SAMN09090621,,,,,,,,,,,,,S,
SRR7131294,PRJNA438921,SAMN09090620,,,,,,,,,,,,,S,
SRR7131293,PRJNA438921,SAMN09090619,,,,,,,,,,,,,S,
SRR7131292,PRJNA438921,SAMN09090618,,,,,,,,,,,,,S,
SRR7131291,PRJNA438921,SAMN09090515,,,,,,,,,,,,,S,
SRR7131290,PRJNA438921,SAMN09090514,,,,,,,,,,,,,S,
SRR7131289,PRJNA438921,SAMN09090513,,,,,,,,,,,,,S,
SRR7131288,PRJNA438921,SAMN09090512,,,,,,,,,,,,,S,
SRR7131287,PRJNA438921,SAMN09090511,,,,,,,,,,,,,S,
SRR7131286,PRJNA438921,SAMN09090510,,,,,,,,,,,,,S,
SRR7131285,PRJNA438921,SAMN09090509,,,,,,,,,,,,,S,
SRR7131284,PRJNA438921,SAMN09090508,,,,,,,,,,,,,S,
SRR7131283,PRJNA438921,SAMN09090579,,,,,,,,,,,,,S,
SRR7131282,PRJNA438921,SAMN09090429,,,,,,,,,,,,,S,
SRR7131281,PRJNA438921,SAMN09090413,,,,,,,,,,,,,S,
SRR7131280,PRJNA438921,SAMN09090517,,,,,,,,,,,,,S,
SRR7131279,PRJNA438921,SAMN09090516,,,,,,,,,,,,,S,
SRR7131277,PRJNA438921,SAMN09090409,,,,,,,,,,,,,S,
SRR7131276,PRJNA438921,SAMN09090439,,,,,,,,,,,,,S,
SRR7131275,PRJNA438921,SAMN09090617,,,,,,,,,,,,,S,
SRR7131274,PRJNA438921,SAMN09090440,,,,,,,,,,,,,S,
SRR7131273,PRJNA438921,SAMN09090425,,,,,,,,,,,,,S,
SRR7131272,PRJNA438921,SAMN09090380,,,,,,,,,,,,,S,
SRR7131271,PRJNA438921,SAMN09090381,,,,,,,,,,,,,S,
SRR7131270,PRJNA438921,SAMN09090378,,,,,,,,,,,,,S,
SRR7131269,PRJNA438921,SAMN09090379,,,,,,,,,,,,,S,
SRR7131268,PRJNA438921,SAMN09090384,,,,,,,,,,,,,S,
SRR7131267,PRJNA438921,SAMN09090385,,,,,,,,,,,,,S,
SRR7131266,PRJNA438921,SAMN09090382,,,,,,,,,,,,,S,
SRR7131264,PRJNA438921,SAMN09090428,,,,,,,,,,,,,S,
SRR7131263,PRJNA438921,SAMN09090599,,,,,,,,,,,,,S,
SRR7131262,PRJNA438921,SAMN09090386,,,,,,,,,,,,,S,
SRR7131261,PRJNA438921,SAMN09090387,,,,,,,,,,,,,S,
SRR7131260,PRJNA438921,SAMN09090598,,,,,,,,,,,,,S,
SRR7131259,PRJNA438921,SAMN09090556,,,,,,,,,,,,,S,
SRR7131258,PRJNA438921,SAMN09090557,,,,,,,,,,,,,S,
SRR7131256,PRJNA438921,SAMN09090550,,,,,,,,,,,,,S,
SRR7131255,PRJNA438921,SAMN09090551,,,,,,,,,,,,,S,
SRR7131254,PRJNA438921,SAMN09090548,,,,,,,,,,,,,S,
SRR7131253,PRJNA438921,SAMN09090549,,,,,,,,,,,,,S,
SRR7131251,PRJNA438921,SAMN09090555,,,,,,,,,,,,,S,
SRR7131250,PRJNA438921,SAMN09090552,,,,,,,,,,,,,S,
SRR7131249,PRJNA438921,SAMN09090553,,,,,,,,,,,,,S,
SRR7131248,PRJNA438921,SAMN09090460,,,,,,,,,,,,,S,
SRR7131247,PRJNA438921,SAMN09090461,,,,,,,,,,,,,S,
SRR7131246,PRJNA438921,SAMN09090458,,,,,,,,,,,,,S,
SRR7131245,PRJNA438921,SAMN09090459,,,,,,,,,,,,,S,
SRR7131244,PRJNA438921,SAMN09090464,,,,,,,,,,,,,S,
SRR7131243,PRJNA438921,SAMN09090465,,,,,,,,,,,,,S,
SRR7131242,PRJNA438921,SAMN09090462,,,,,,,,,,,,,S,
SRR7131241,PRJNA438921,SAMN09090463,,,,,,,,,,,,,S,
SRR7131240,PRJNA438921,SAMN09090466,,,,,,,,,,,,,S,
SRR7131239,PRJNA438921,SAMN09090467,,,,,,,,,,,,,S,
SRR7131238,PRJNA438921,SAMN09090437,,,,,,,,,,,,,S,
SRR7131237,PRJNA438921,SAMN09090436,,,,,,,,,,,,,S,
SRR7131236,PRJNA438921,SAMN09090630,,,,,,,,,,,,,S,
SRR7131235,PRJNA438921,SAMN09090631,,,,,,,,,,,,,S,
SRR7131234,PRJNA438921,SAMN09090628,,,,,,,,,,,,,S,
SRR7131233,PRJNA438921,SAMN09090629,,,,,,,,,,,,,R,
SRR7131232,PRJNA438921,SAMN09090634,,,,,,,,,,,,,R,
SRR7131231,PRJNA438921,SAMN09090635,,,,,,,,,,,,,S,
SRR7131230,PRJNA438921,SAMN09090632,,,,,,,,,,,,,S,
SRR7131229,PRJNA438921,SAMN09090633,,,,,,,,,,,,,S,
SRR7131228,PRJNA438921,SAMN09090607,,,,,,,,,,,,,S,
SRR7131227,PRJNA438921,SAMN09090636,,,,,,,,,,,,,S,
SRR7131226,PRJNA438921,SAMN09090637,,,,,,,,,,,,,S,
SRR7131225,PRJNA438921,SAMN09090606,,,,,,,,,,,,,S,
SRR7131224,PRJNA438921,SAMN09090414,,,,,,,,,,,,,S,
SRR7131223,PRJNA438921,SAMN09090416,,,,,,,,,,,,,S,
SRR7131222,PRJNA438921,SAMN09090567,,,,,,,,,,,,,S,
SRR7131221,PRJNA438921,SAMN09090566,,,,,,,,,,,,,S,
SRR7131220,PRJNA438921,SAMN09090638,,,,,,,,,,,,,S,
SRR7131219,PRJNA438921,SAMN09090559,,,,,,,,,,,,,S,
SRR7131218,PRJNA438921,SAMN09090558,,,,,,,,,,,,,S,
SRR7131217,PRJNA438921,SAMN09090561,,,,,,,,,,,,,S,
SRR7131216,PRJNA438921,SAMN09090560,,,,,,,,,,,,,S,
SRR7131215,PRJNA438921,SAMN09090563,,,,,,,,,,,,,S,
SRR7131214,PRJNA438921,SAMN09090562,,,,,,,,,,,,,S,
SRR7131213,PRJNA438921,SAMN09090565,,,,,,,,,,,,,S,
SRR7131212,PRJNA438921,SAMN09090564,,,,,,,,,,,,,S,
SRR7131211,PRJNA438921,SAMN09090449,,,,,,,,,,,,,S,
SRR7131210,PRJNA438921,SAMN09090448,,,,,,,,,,,,,S,
SRR7131209,PRJNA438921,SAMN09090451,,,,,,,,,,,,,S,
SRR7131208,PRJNA438921,SAMN09090450,,,,,,,,,,,,,S,
SRR7131207,PRJNA438921,SAMN09090453,,,,,,,,,,,,,S,
SRR7131206,PRJNA438921,SAMN09090452,,,,,,,,,,,,,S,
SRR7131205,PRJNA438921,SAMN09090455,,,,,,,,,,,,,S,
SRR7131204,PRJNA438921,SAMN09090454,,,,,,,,,,,,,S,
SRR7131203,PRJNA438921,SAMN09090457,,,,,,,,,,,,,S,
SRR7131202,PRJNA438921,SAMN09090456,,,,,,,,,,,,,S,
SRR7131201,PRJNA438921,SAMN09090415,,,,,,,,,,,,,S,
SRR7131200,PRJNA438921,SAMN09090366,,,,,,,,,,,,,S,
SRR7131199,PRJNA438921,SAMN09090367,,,,,,,,,,,,,S,
SRR7131198,PRJNA438921,SAMN09090641,,,,,,,,,,,,,S,
SRR7131197,PRJNA438921,SAMN09090640,,,,,,,,,,,,,S,
SRR7131196,PRJNA438921,SAMN09090643,,,,,,,,,,,,,S,
SRR7131195,PRJNA438921,SAMN09090642,,,,,,,,,,,,,S,
SRR7131194,PRJNA438921,SAMN09090434,,,,,,,,,,,,,S,
SRR7131193,PRJNA438921,SAMN09090358,,,,,,,,,,,,,S,
SRR7131192,PRJNA438921,SAMN09090359,,,,,,,,,,,,,S,
SRR7131191,PRJNA438921,SAMN09090360,,,,,,,,,,,,,S,
SRR7131190,PRJNA438921,SAMN09090361,,,,,,,,,,,,,S,
SRR7131188,PRJNA438921,SAMN09090363,,,,,,,,,,,,,S,
SRR7131187,PRJNA438921,SAMN09090364,,,,,,,,,,,,,R,
SRR7131186,PRJNA438921,SAMN09090365,,,,,,,,,,,,,S,
SRR7131185,PRJNA438921,SAMN09090408,,,,,,,,,,,,,R,
SRR7131184,PRJNA438921,SAMN09090546,,,,,,,,,,,,,R,
SRR7131183,PRJNA438921,SAMN09090547,,,,,,,,,,,,,R,
SRR7131182,PRJNA438921,SAMN09090411,,,,,,,,,,,,,S,
SRR7131181,PRJNA438921,SAMN09090540,,,,,,,,,,,,,S,
SRR7131180,PRJNA438921,SAMN09090541,,,,,,,,,,,,,S,
SRR7131178,PRJNA438921,SAMN09090539,,,,,,,,,,,,,S,
SRR7131177,PRJNA438921,SAMN09090544,,,,,,,,,,,,,S,
SRR7131176,PRJNA438921,SAMN09090545,,,,,,,,,,,,,S,
SRR7131175,PRJNA438921,SAMN09090542,,,,,,,,,,,,,S,
SRR7131174,PRJNA438921,SAMN09090543,,,,,,,,,,,,,S,
SRR7131173,PRJNA438921,SAMN09090572,,,,,,,,,,,,,S,
SRR7131172,PRJNA438921,SAMN09090573,,,,,,,,,,,,,S,
SRR7131171,PRJNA438921,SAMN09090568,,,,,,,,,,,,,S,
SRR7131170,PRJNA438921,SAMN09090575,,,,,,,,,,,,,S,
SRR7131169,PRJNA438921,SAMN09090486,,,,,,,,,,,,,S,
SRR7131168,PRJNA438921,SAMN09090487,,,,,,,,,,,,,S,
SRR7131167,PRJNA438921,SAMN09090570,,,,,,,,,,,,,S,
SRR7131166,PRJNA438921,SAMN09090571,,,,,,,,,,,,,S,
SRR7131165,PRJNA438921,SAMN09090482,,,,,,,,,,,,,S,
SRR7131164,PRJNA438921,SAMN09090483,,,,,,,,,,,,,S,
SRR7131163,PRJNA438921,SAMN09090484,,,,,,,,,,,,,S,
SRR7131162,PRJNA438921,SAMN09090485,,,,,,,,,,,,,S,
SRR7131161,PRJNA438921,SAMN09090478,,,,,,,,,,,,,S,
SRR7131160,PRJNA438921,SAMN09090479,,,,,,,,,,,,,S,
SRR7131159,PRJNA438921,SAMN09090480,,,,,,,,,,,,,S,
SRR7131158,PRJNA438921,SAMN09090481,,,,,,,,,,,,,S,
SRR7131157,PRJNA438921,SAMN09090616,,,,,,,,,,,,,S,
SRR7131156,PRJNA438921,SAMN09090578,,,,,,,,,,,,,S,
SRR7131155,PRJNA438921,SAMN09090569,,,,,,,,,,,,,S,
SRR7131154,PRJNA438921,SAMN09090587,,,,,,,,,,,,,S,
SRR7131153,PRJNA438921,SAMN09090410,,,,,,,,,,,,,S,
SRR7131152,PRJNA438921,SAMN09090537,,,,,,,,,,,,,R,
SRR7131151,PRJNA438921,SAMN09090536,,,,,,,,,,,,,S,
SRR7131150,PRJNA438921,SAMN09090417,,,,,,,,,,,,,S,
SRR7131149,PRJNA438921,SAMN09090596,,,,,,,,,,,,,R,
SRR7131148,PRJNA438921,SAMN09090529,,,,,,,,,,,,,S,
SRR7131147,PRJNA438921,SAMN09090528,,,,,,,,,,,,,S,
SRR7131146,PRJNA438921,SAMN09090531,,,,,,,,,,,,,S,
SRR7131145,PRJNA438921,SAMN09090530,,,,,,,,,,,,,S,
SRR7131144,PRJNA438921,SAMN09090533,,,,,,,,,,,,,S,
SRR7131143,PRJNA438921,SAMN09090532,,,,,,,,,,,,,S,
SRR7131140,PRJNA438921,SAMN09090581,,,,,,,,,,,,,S,
SRR7131139,PRJNA438921,SAMN09090580,,,,,,,,,,,,,S,
SRR7131138,PRJNA438921,SAMN09090477,,,,,,,,,,,,,S,
SRR7131136,PRJNA438921,SAMN09090585,,,,,,,,,,,,,S,
SRR7131134,PRJNA438921,SAMN09090583,,,,,,,,,,,,,S,
SRR7131133,PRJNA438921,SAMN09090582,,,,,,,,,,,,,S,
SRR7131132,PRJNA438921,SAMN09090471,,,,,,,,,,,,,S,
SRR7131131,PRJNA438921,SAMN09090470,,,,,,,,,,,,,S,
SRR7131130,PRJNA438921,SAMN09090469,,,,,,,,,,,,,S,
SRR7131129,PRJNA438921,SAMN09090468,,,,,,,,,,,,,S,
SRR7131128,PRJNA438921,SAMN09090475,,,,,,,,,,,,,S,
SRR7131125,PRJNA438921,SAMN09090472,,,,,,,,,,,,,S,
SRR7131124,PRJNA438921,SAMN09090441,,,,,,,,,,,,,S,
SRR7131123,PRJNA438921,SAMN09090438,,,,,,,,,,,,,S,
SRR7131122,PRJNA438921,SAMN09090586,,,,,,,,,,,,,S,
SRR7131121,PRJNA438921,SAMN09090426,,,,,,,,,,,,,S,
SRR7131120,PRJNA438921,SAMN09090427,,,,,,,,,,,,,R,
SRR7131118,PRJNA438921,SAMN09090412,,,,,,,,,,,,,S,
SRR7131116,PRJNA438921,SAMN09090423,,,,,,,,,,,,,S,
SRR7131115,PRJNA438921,SAMN09090420,,,,,,,,,,,,,S,
SRR7131114,PRJNA438921,SAMN09090421,,,,,,,,,,,,,S,
SRR7131113,PRJNA438921,SAMN09090418,,,,,,,,,,,,,S,
SRR7131112,PRJNA438921,SAMN09090419,,,,,,,,,,,,,S,
SRR7131111,PRJNA438921,SAMN09090574,,,,,,,,,,,,,S,
SRR7131109,PRJNA438921,SAMN09090595,,,,,,,,,,,,,R,
SRR7131108,PRJNA438921,SAMN09090592,,,,,,,,,,,,,S,
SRR7131107,PRJNA438921,SAMN09090593,,,,,,,,,,,,,S,
SRR7131106,PRJNA438921,SAMN09090590,,,,,,,,,,,,,S,
SRR7131105,PRJNA438921,SAMN09090591,,,,,,,,,,,,,S,
SRR7131104,PRJNA438921,SAMN09090506,,,,,,,,,,,,,S,
SRR7131103,PRJNA438921,SAMN09090507,,,,,,,,,,,,,S,
SRR7131102,PRJNA438921,SAMN09090504,,,,,,,,,,,,,S,
SRR7131101,PRJNA438921,SAMN09090505,,,,,,,,,,,,,S,
SRR7131100,PRJNA438921,SAMN09090502,,,,,,,,,,,,,S,
SRR7131099,PRJNA438921,SAMN09090503,,,,,,,,,,,,,S,
SRR7131098,PRJNA438921,SAMN09090500,,,,,,,,,,,,,R,
SRR7131097,PRJNA438921,SAMN09090501,,,,,,,,,,,,,S,
SRR7131096,PRJNA438921,SAMN09090498,,,,,,,,,,,,,S,
SRR7131095,PRJNA438921,SAMN09090499,,,,,,,,,,,,,S,
SRR7131094,PRJNA438921,SAMN09090435,,,,,,,,,,,,,S,
SRR7131093,PRJNA438921,SAMN09090447,,,,,,,,,,,,,S,
SRR7131092,PRJNA438921,SAMN09090397,,,,,,,,,,,,,S,
SRR7131091,PRJNA438921,SAMN09090442,,,,,,,,,,,,,S,
SRR7131090,PRJNA438921,SAMN09090588,,,,,,,,,,,,,S,
SRR7131089,PRJNA438921,SAMN09090396,,,,,,,,,,,,,S,
SRR7131088,PRJNA438921,SAMN09090391,,,,,,,,,,,,,S,
SRR7131087,PRJNA438921,SAMN09090390,,,,,,,,,,,,,S,
SRR7131086,PRJNA438921,SAMN09090389,,,,,,,,,,,,,S,
SRR7131085,PRJNA438921,SAMN09090388,,,,,,,,,,,,,S,
SRR7131084,PRJNA438921,SAMN09090395,,,,,,,,,,,,,S,
SRR7131083,PRJNA438921,SAMN09090394,,,,,,,,,,,,,S,
SRR7131082,PRJNA438921,SAMN09090393,,,,,,,,,,,,,S,
SRR7131081,PRJNA438921,SAMN09090392,,,,,,,,,,,,,S,
SRR7131080,PRJNA438921,SAMN09090597,,,,,,,,,,,,,S,
SRR7131079,PRJNA438921,SAMN09090576,,,,,,,,,,,,,S,
SRR7131078,PRJNA438921,SAMN09090445,,,,,,,,,,,,,S,
SRR7131077,PRJNA438921,SAMN09090443,,,,,,,,,,,,,S,
SRR7131075,PRJNA438921,SAMN09090589,,,,,,,,,,,,,S,
SRR7131073,PRJNA438921,SAMN09090605,,,,,,,,,,,,,S,
SRR7131072,PRJNA438921,SAMN09090604,,,,,,,,,,,,,S,
SRR7131071,PRJNA438921,SAMN09090497,,,,,,,,,,,,,S,
SRR7131070,PRJNA438921,SAMN09090496,,,,,,,,,,,,,S,
SRR7131069,PRJNA438921,SAMN09090601,,,,,,,,,,,,,S,
SRR7131068,PRJNA438921,SAMN09090600,,,,,,,,,,,,,S,
SRR7131067,PRJNA438921,SAMN09090493,,,,,,,,,,,,,S,
SRR7131063,PRJNA438921,SAMN09090489,,,,,,,,,,,,,S,
SRR7131062,PRJNA438921,SAMN09090488,,,,,,,,,,,,,S,
SRR7131060,PRJNA438921,SAMN09090490,,,,,,,,,,,,,S,
SRR7131059,PRJNA438921,SAMN09090608,,,,,,,,,,,,,S,
SRR7131058,PRJNA438921,SAMN09090433,,,,,,,,,,,,,S,
SRR7131057,PRJNA438921,SAMN09090609,,,,,,,,,,,,,S,
SRR7131056,PRJNA438921,SAMN09090402,,,,,,,,,,,,,S,
SRR7131055,PRJNA438921,SAMN09090403,,,,,,,,,,,,,S,
SRR7131053,PRJNA438921,SAMN09090405,,,,,,,,,,,,,S,
SRR7131052,PRJNA438921,SAMN09090398,,,,,,,,,,,,,S,
SRR7131050,PRJNA438921,SAMN09090400,,,,,,,,,,,,,R,
SRR7131049,PRJNA438921,SAMN09090401,,,,,,,,,,,,,S,
SRR7131048,PRJNA438921,SAMN09090406,,,,,,,,,,,,,S,
SRR7131047,PRJNA438921,SAMN09090407,,,,,,,,,,,,,S,
SRR7131046,PRJNA438921,SAMN09090432,,,,,,,,,,,,,S,
SRR7131045,PRJNA438921,SAMN09090356,,,,,,,,,,,,,S,
SRR7131044,PRJNA438921,SAMN09090357,,,,,,,,,,,,,S,
SRR7131043,PRJNA438921,SAMN09090350,,,,,,,,,,,,,S,
SRR7131042,PRJNA438921,SAMN09090351,,,,,,,,,,,,,S,
SRR7131041,PRJNA438921,SAMN09090348,,,,,,,,,,,,,S,
SRR7131040,PRJNA438921,SAMN09090349,,,,,,,,,,,,,S,
SRR7131038,PRJNA438921,SAMN09090355,,,,,,,,,,,,,S,
SRR7131037,PRJNA438921,SAMN09090352,,,,,,,,,,,,,S,
SRR7131036,PRJNA438921,SAMN09090353,,,,,,,,,,,,,S,
SRR7131035,PRJNA438921,SAMN09090526,,,,,,,,,,,,,S,
SRR7131034,PRJNA438921,SAMN09090527,,,,,,,,,,,,,S,
SRR7131033,PRJNA438921,SAMN09090610,,,,,,,,,,,,,S,
SRR7131032,PRJNA438921,SAMN09090611,,,,,,,,,,,,,S,
SRR7131031,PRJNA438921,SAMN09090612,,,,,,,,,,,,,S,
SRR7131030,PRJNA438921,SAMN09090613,,,,,,,,,,,,,S,
SRR7131029,PRJNA438921,SAMN09090614,,,,,,,,,,,,,S,
SRR7131028,PRJNA438921,SAMN09090615,,,,,,,,,,,,,S,
SRR7131027,PRJNA438921,SAMN09090518,,,,,,,,,,,,,S,
SRR7131026,PRJNA438921,SAMN09090519,,,,,,,,,,,,,S,
SRR7131024,PRJNA438921,SAMN09090521,,,,,,,,,,,,,S,
SRR7131023,PRJNA438921,SAMN09090522,,,,,,,,,,,,,S,
SRR7131022,PRJNA438921,SAMN09090523,,,,,,,,,,,,,S,
SRR7131021,PRJNA438921,SAMN09090524,,,,,,,,,,,,,S,
SRR7131020,PRJNA438921,SAMN09090525,,,,,,,,,,,,,S,
SRR7131019,PRJNA438921,SAMN09090446,,,,,,,,,,,,,S,
SRR7131018,PRJNA438921,SAMN09090639,,,,,,,,,,,,,S,
SRR7131017,PRJNA438921,SAMN09090369,,,,,,,,,,,,,R,
SRR7131016,PRJNA438921,SAMN09090368,,,,,,,,,,,,,S,
SRR7131015,PRJNA438921,SAMN09090371,,,,,,,,,,,,,S,
SRR7131014,PRJNA438921,SAMN09090370,,,,,,,,,,,,,S,
SRR7131013,PRJNA438921,SAMN09090373,,,,,,,,,,,,,S,
SRR7131012,PRJNA438921,SAMN09090372,,,,,,,,,,,,,S,
SRR7131011,PRJNA438921,SAMN09090375,,,,,,,,,,,,,S,
SRR7131010,PRJNA438921,SAMN09090374,,,,,,,,,,,,,S,
SRR7131009,PRJNA438921,SAMN09090377,,,,,,,,,,,,,S,
SRR7131008,PRJNA438921,SAMN09090376,,,,,,,,,,,,,R,
SRR7131007,PRJNA438921,SAMN09090430,,,,,,,,,,,,,S,
SRR7131006,PRJNA438921,SAMN09090431,,,,,,,,,,,,,S,
SRR7131005,PRJNA438921,SAMN09090627,,,,,,,,,,,,,S,
SRR7131004,PRJNA438921,SAMN09090626,,,,,,,,,,,,,S,
SRR7131003,PRJNA438921,SAMN09090625,,,,,,,,,,,,,S,
SRR6982560,PRJNA428596,SAMN08912952,S,S,,,,S,S,,S,S,,S,S,
SRR6982559,PRJNA428596,SAMN08912959,S,S,,,,S,S,,S,S,,S,S,
SRR6982557,PRJNA428596,SAMN08913274,S,S,,,,S,S,,S,S,,S,S,
SRR6982556,PRJNA428596,SAMN08913275,S,S,,,,S,S,,S,S,,S,S,
SRR6982555,PRJNA428596,SAMN08913276,S,S,,,,S,S,,S,S,,S,S,
SRR6982554,PRJNA428596,SAMN08913277,S,S,,,,S,S,,S,S,,S,S,
SRR6982553,PRJNA428596,SAMN08913270,S,S,,,,S,S,,S,S,,S,S,
SRR6982551,PRJNA428596,SAMN08913119,S,S,,,,S,S,,S,S,,S,S,
SRR6982550,PRJNA428596,SAMN08913118,S,S,,,,S,S,,S,S,,S,S,
SRR6982549,PRJNA428596,SAMN08913117,S,S,,,,S,S,,S,S,,S,S,
SRR6982548,PRJNA428596,SAMN08913116,S,S,,,,S,S,,S,S,,S,S,
SRR6982547,PRJNA428596,SAMN08913115,S,S,,,,S,S,,S,S,,S,S,
SRR6982546,PRJNA428596,SAMN08913114,S,S,,,,S,S,,S,S,,S,S,
SRR6982545,PRJNA428596,SAMN08913113,S,S,,,,S,S,,S,S,,S,S,
SRR6982544,PRJNA428596,SAMN08913112,S,S,,,,S,S,,S,S,,S,S,
SRR6982543,PRJNA428596,SAMN08913111,S,S,,,,S,S,,S,S,,S,S,
SRR6982542,PRJNA428596,SAMN08913110,S,S,,,,S,S,,S,S,,S,S,
SRR6982539,PRJNA428596,SAMN08912799,S,S,,,,S,S,,S,S,,S,S,
SRR6982538,PRJNA428596,SAMN08913298,S,S,,,,S,S,,S,S,,S,S,
SRR6982537,PRJNA428596,SAMN08913299,S,S,,,,S,S,,S,S,,S,S,
SRR6982536,PRJNA428596,SAMN08912721,S,S,,,,S,S,,S,S,,S,S,
SRR6982535,PRJNA428596,SAMN08912720,S,S,,,,S,S,,S,S,,S,S,
SRR6982534,PRJNA428596,SAMN08912723,S,S,,,,S,S,,S,S,,S,S,
SRR6982533,PRJNA428596,SAMN08912722,S,S,,,,S,S,,S,S,,S,S,
SRR6982532,PRJNA428596,SAMN08912725,S,S,,,,S,S,,S,S,,S,S,
SRR6982531,PRJNA428596,SAMN08912724,S,S,,,,S,S,,S,S,,S,S,
SRR6982530,PRJNA428596,SAMN08912727,S,S,,,,S,S,,S,S,,S,S,
SRR6982529,PRJNA428596,SAMN08912726,S,S,,,,R,S,,S,S,,S,R,
SRR6982528,PRJNA428596,SAMN08913160,S,S,,,,S,R,,S,S,,S,S,
SRR6982527,PRJNA428596,SAMN08912812,S,S,,,,S,S,,S,S,,S,S,
SRR6982526,PRJNA428596,SAMN08912813,S,S,,,,S,S,,S,S,,S,S,
SRR6982525,PRJNA428596,SAMN08912810,S,S,,,,S,S,,S,S,,S,S,
SRR6982524,PRJNA428596,SAMN08912811,S,S,,,,S,S,,S,S,,S,S,
SRR6982523,PRJNA428596,SAMN08912816,S,S,,,,S,S,,S,S,,S,S,
SRR6982522,PRJNA428596,SAMN08912817,S,S,,,,S,S,,S,S,,S,S,
SRR6982521,PRJNA428596,SAMN08912814,S,S,,,,S,S,,S,S,,S,S,
SRR6982520,PRJNA428596,SAMN08912815,S,S,,,,S,S,,S,S,,S,S,
SRR6982519,PRJNA428596,SAMN08912818,S,S,,,,S,S,,S,S,,S,S,
SRR6982518,PRJNA428596,SAMN08912819,S,S,,,,S,S,,S,S,,S,S,
SRR6982517,PRJNA428596,SAMN08913161,S,S,,,,S,S,,S,S,,S,S,
SRR6982515,PRJNA428596,SAMN08912792,S,S,,,,S,S,,S,S,,S,S,
SRR6982513,PRJNA428596,SAMN08912790,S,S,,,,R,S,,S,S,,S,S,
SRR6982512,PRJNA428596,SAMN08912791,S,S,,,,S,S,,S,S,,S,S,
SRR6982511,PRJNA428596,SAMN08912796,S,S,,,,S,S,,S,S,,S,S,
SRR6982507,PRJNA428596,SAMN08912798,S,S,,,,S,S,,S,S,,S,S,
SRR6982506,PRJNA428596,SAMN08913162,S,S,,,,S,S,,S,S,,S,S,
SRR6982505,PRJNA428596,SAMN08913328,S,S,,,,S,S,,S,S,,S,S,
SRR6982504,PRJNA428596,SAMN08913329,S,S,,,,S,S,,S,S,,S,S,
SRR6982503,PRJNA428596,SAMN08913326,S,S,,,,S,S,,S,S,,S,S,
SRR6982502,PRJNA428596,SAMN08913327,S,S,,,,S,S,,S,S,,S,S,
SRR6982501,PRJNA428596,SAMN08913324,S,S,,,,,S,,S,S,,S,S,
SRR6982500,PRJNA428596,SAMN08913325,S,S,,,,S,S,,S,S,,S,S,
SRR6982499,PRJNA428596,SAMN08913322,S,S,,,,R,S,,S,S,,R,R,
SRR6982498,PRJNA428596,SAMN08913323,S,S,,,,S,S,,S,S,,S,S,
SRR6982497,PRJNA428596,SAMN08913320,S,S,,,,S,S,,S,S,,S,S,
SRR6982496,PRJNA428596,SAMN08913321,S,S,,,,S,S,,S,S,,S,S,
SRR6982495,PRJNA428596,SAMN08912909,S,S,,,,S,S,,S,S,,S,S,
SRR6982494,PRJNA428596,SAMN08912908,S,S,,,,S,S,,S,S,,S,S,
SRR6982493,PRJNA428596,SAMN08912901,S,S,,,,S,S,,S,S,,S,S,
SRR6982492,PRJNA428596,SAMN08912900,S,S,,,,S,S,,S,S,,S,R,
SRR6982491,PRJNA428596,SAMN08912903,S,S,,,,S,S,,S,S,,S,S,
SRR6982490,PRJNA428596,SAMN08912902,S,S,,,,S,S,,S,S,,S,S,
SRR6982489,PRJNA428596,SAMN08912905,S,S,,,,S,S,,S,S,,S,S,
SRR6982488,PRJNA428596,SAMN08912904,S,S,,,,S,S,,S,S,,S,S,
SRR6982487,PRJNA428596,SAMN08912907,S,S,,,,R,S,,S,S,,R,R,
SRR6982486,PRJNA428596,SAMN08912906,S,S,,,,R,S,,S,S,,R,R,
SRR6982485,PRJNA428596,SAMN08913179,S,S,,,,S,S,,S,S,,S,S,
SRR6982483,PRJNA428596,SAMN08913171,S,S,,,,S,S,,S,S,,S,S,
SRR6982482,PRJNA428596,SAMN08913170,S,S,,,,S,S,,S,S,,S,S,
SRR6982481,PRJNA428596,SAMN08913173,S,S,,,,S,S,,S,S,,S,S,
SRR6982480,PRJNA428596,SAMN08913172,S,S,,,,S,S,,S,S,,S,S,
SRR6982479,PRJNA428596,SAMN08913175,S,S,,,,S,S,,S,S,,S,S,
SRR6982478,PRJNA428596,SAMN08913174,S,S,,,,S,S,,S,S,,S,R,
SRR6982477,PRJNA428596,SAMN08913177,S,S,,,,S,S,,S,S,,S,S,
SRR6982475,PRJNA428596,SAMN08913002,S,S,,,,S,S,,S,S,,S,S,
SRR6982474,PRJNA428596,SAMN08913003,S,S,,,,S,S,,S,S,,S,S,
SRR6982473,PRJNA428596,SAMN08913000,S,S,,,,S,S,,S,S,,S,S,
SRR6982470,PRJNA428596,SAMN08913007,S,S,,,,S,S,,S,S,,S,S,
