run,bioproject,biosample,amikacin,capreomycin,ciprofloxacin,ethambutol,ethionamide,isoniazid,kanamycin,levofloxacin,moxifloxacin,ofloxacin,para-aminosalicylic_acid,pyrazinamide,rifampicin,streptomycin
SRR6982469,PRJNA428596,SAMN08913004,S,S,,,,S,S,,S,S,,S,S,
SRR6982468,PRJNA428596,SAMN08913005,S,S,,,,S,S,,S,S,,S,S,
SRR6982467,PRJNA428596,SAMN08913008,S,S,,,,S,S,,S,S,,S,S,
SRR6982466,PRJNA428596,SAMN08913009,S,S,,,,R,S,,S,S,,S,S,
SRR6982463,PRJNA428596,SAMN08912746,S,S,,,,S,S,,S,S,,S,S,
SRR6982462,PRJNA428596,SAMN08912745,S,S,,,,R,S,,S,S,,S,S,
SRR6982461,PRJNA428596,SAMN08912744,S,S,,,,S,S,,S,S,,S,S,
SRR6982460,PRJNA428596,SAMN08912743,S,S,,,,S,S,,S,S,,S,S,
SRR6982459,PRJNA428596,SAMN08912742,S,S,,,,S,S,,S,S,,S,S,
SRR6982458,PRJNA428596,SAMN08912741,S,S,,,,S,S,,S,S,,S,S,
SRR6982457,PRJNA428596,SAMN08912740,S,S,,,,S,S,,S,S,,S,S,
SRR6982455,PRJNA428596,SAMN08912748,S,S,,,,S,S,,S,S,,S,S,
SRR6982454,PRJNA428596,SAMN08913146,S,S,,,,S,S,,S,S,,S,S,
SRR6982453,PRJNA428596,SAMN08912838,S,S,,,,S,S,,S,S,,S,S,
SRR6982452,PRJNA428596,SAMN08912839,S,S,,,,S,S,,S,S,,S,S,
SRR6982451,PRJNA428596,SAMN08913147,S,S,,,,S,S,,S,S,,R,S,
SRR6982450,PRJNA428596,SAMN08912834,S,S,,,,S,S,,S,S,,S,S,
SRR6982449,PRJNA428596,SAMN08912835,S,S,,,,S,S,,S,S,,S,S,
SRR6982447,PRJNA428596,SAMN08912837,S,S,,,,S,S,,S,S,,S,S,
SRR6982445,PRJNA428596,SAMN08912831,S,S,,,,S,S,,S,S,,S,S,
SRR6982444,PRJNA428596,SAMN08912832,S,S,,,,S,S,,S,S,,S,S,
SRR6982443,PRJNA428596,SAMN08912833,S,S,,,,S,S,,S,S,,S,S,
SRR6982442,PRJNA428596,SAMN08913225,S,S,,,,S,S,,S,S,,S,S,
SRR6982441,PRJNA428596,SAMN08913224,S,S,,,,S,S,,S,S,,S,S,
SRR6982440,PRJNA428596,SAMN08913227,S,S,,,,R,S,,S,S,,S,R,
SRR6982439,PRJNA428596,SAMN08913226,S,S,,,,S,S,,S,S,,S,S,
SRR6982438,PRJNA428596,SAMN08913221,S,S,,,,S,S,,S,S,,S,S,
SRR6982437,PRJNA428596,SAMN08913220,S,S,,,,S,S,,S,S,,S,S,
SRR6982436,PRJNA428596,SAMN08913223,S,S,,,,S,S,,S,S,,S,S,
SRR6982435,PRJNA428596,SAMN08913222,S,S,,,,S,S,,S,S,,S,S,
SRR6982434,PRJNA428596,SAMN08913229,S,S,,,,R,S,,S,S,,S,R,
SRR6982432,PRJNA428596,SAMN08913368,S,S,,,,S,S,,S,S,,S,S,
SRR6982431,PRJNA428596,SAMN08913272,S,S,,,,S,S,,S,S,,S,S,
SRR6982429,PRJNA428596,SAMN08913348,S,S,,,,S,S,,S,S,,S,S,
SRR6982428,PRJNA428596,SAMN08913349,S,S,,,,S,S,,S,S,,S,S,
SRR6982426,PRJNA428596,SAMN08913340,S,S,,,,S,S,,S,S,,S,S,
SRR6982425,PRJNA428596,SAMN08913341,S,S,,,,S,S,,S,S,,R,S,
SRR6982423,PRJNA428596,SAMN08913149,S,S,,,,S,S,,S,S,,S,S,
SRR6982422,PRJNA428596,SAMN08913344,S,S,,,,S,S,,S,S,,S,S,
SRR6982421,PRJNA428596,SAMN08913345,S,S,,,,S,S,,S,S,,S,S,
SRR6982420,PRJNA428596,SAMN08913346,S,S,,,,S,S,,S,S,,S,S,
SRR6982417,PRJNA428596,SAMN08913279,S,S,,,,S,S,,S,S,,S,S,
SRR6982416,PRJNA428596,SAMN08912933,S,S,,,,S,S,,S,S,,S,S,
SRR6982415,PRJNA428596,SAMN08912932,S,S,,,,R,S,,S,S,,S,S,
SRR6982413,PRJNA428596,SAMN08912930,S,S,,,,S,S,,S,S,,S,S,
SRR6982412,PRJNA428596,SAMN08912937,S,S,,,,S,S,,S,S,,S,S,
SRR6982411,PRJNA428596,SAMN08912936,S,S,,,,S,S,,S,S,,S,S,
SRR6982409,PRJNA428596,SAMN08912934,S,S,,,,S,R,,S,S,,S,S,
SRR6982408,PRJNA428596,SAMN08912939,S,S,,,,S,S,,S,S,,S,S,
SRR6982407,PRJNA428596,SAMN08912938,S,S,,,,R,S,,S,S,,S,S,
SRR6982406,PRJNA428596,SAMN08913164,S,S,,,,S,S,,S,S,,S,S,
SRR6982404,PRJNA428596,SAMN08913166,S,S,,,,S,S,,S,S,,S,S,
SRR6982403,PRJNA428596,SAMN08913167,S,S,,,,S,S,,S,S,,S,S,
SRR6982402,PRJNA428596,SAMN08913029,S,S,,,,S,S,,S,S,,S,S,
SRR6982399,PRJNA428596,SAMN08913026,S,S,,,,R,S,,S,S,,S,S,
SRR6982397,PRJNA428596,SAMN08913024,S,S,,,,S,S,,S,S,,S,S,
SRR6982396,PRJNA428596,SAMN08913023,S,S,,,,R,S,,S,S,,S,S,
SRR6982395,PRJNA428596,SAMN08913022,S,S,,,,S,S,,S,S,,S,S,
SRR6982394,PRJNA428596,SAMN08913021,S,S,,,,S,S,,S,S,,S,S,
SRR6982393,PRJNA428596,SAMN08913020,S,S,,,,S,S,,S,S,,S,S,
SRR6982392,PRJNA428596,SAMN08912966,S,S,,,,S,S,,S,S,,S,S,
SRR6982390,PRJNA428596,SAMN08912964,S,S,,,,S,S,,S,S,,S,S,
SRR6982388,PRJNA428596,SAMN08912962,S,S,,,,S,S,,S,S,,S,S,
SRR6982387,PRJNA428596,SAMN08912963,S,S,,,,S,S,,S,S,,S,S,
SRR6982384,PRJNA428596,SAMN08913163,S,S,,,,S,S,,S,S,,S,S,
SRR6982383,PRJNA428596,SAMN08912968,S,S,,,,S,S,,S,S,,S,S,
SRR6982382,PRJNA428596,SAMN08912969,S,S,,,,R,S,,S,S,,S,S,
SRR6982381,PRJNA428596,SAMN08913197,S,S,,,,S,,,S,S,,,S,
SRR6982380,PRJNA428596,SAMN08913196,S,S,,,,S,S,,S,S,,S,S,
SRR6982379,PRJNA428596,SAMN08913195,S,S,,,,S,S,,S,S,,S,S,
SRR6982378,PRJNA428596,SAMN08913194,S,S,,,,S,S,,S,S,,S,S,
SRR6982377,PRJNA428596,SAMN08913193,S,S,,,,S,S,,S,S,,S,S,
SRR6982376,PRJNA428596,SAMN08913192,S,S,,,,S,S,,S,S,,S,S,
SRR6982375,PRJNA428596,SAMN08913191,S,S,,,,S,S,,S,S,,S,S,
SRR6982374,PRJNA428596,SAMN08913190,S,S,,,,S,S,,S,S,,S,S,
SRR6982373,PRJNA428596,SAMN08913199,S,S,,,,S,S,,S,S,,S,S,
SRR6982372,PRJNA428596,SAMN08913198,S,S,,,,S,S,,S,S,,S,S,
SRR6982370,PRJNA428596,SAMN08913268,S,S,,,,S,S,,S,S,,S,S,
SRR6982369,PRJNA428596,SAMN08913150,S,S,,,,S,S,,S,S,,S,S,
SRR6982368,PRJNA428596,SAMN08913261,S,S,,,,S,S,,S,S,,S,S,
SRR6982367,PRJNA428596,SAMN08913260,S,S,,,,S,S,,S,S,,S,S,
SRR6982366,PRJNA428596,SAMN08913263,S,S,,,,S,S,,S,S,,S,S,
SRR6982364,PRJNA428596,SAMN08913265,S,S,,,,R,S,,S,S,,S,R,
SRR6982361,PRJNA428596,SAMN08913266,S,S,,,,S,S,,S,S,,S,S,
SRR6982359,PRJNA428596,SAMN08913121,S,S,,,,S,S,,S,S,,S,S,
SRR6982358,PRJNA428596,SAMN08913122,S,S,,,,R,S,,S,S,,S,S,
SRR6982357,PRJNA428596,SAMN08913123,S,S,,,,S,S,,S,S,,S,S,
SRR6982355,PRJNA428596,SAMN08913125,S,S,,,,S,S,,S,S,,S,S,
SRR6982354,PRJNA428596,SAMN08913126,S,S,,,,S,S,,S,S,,S,S,
SRR6982353,PRJNA428596,SAMN08913127,S,S,,,,S,S,,S,S,,S,S,
SRR6982352,PRJNA428596,SAMN08913128,S,S,,,,S,S,,S,S,,S,S,
SRR6982351,PRJNA428596,SAMN08913129,S,S,,,,S,S,,S,S,,S,S,
SRR6982350,PRJNA428596,SAMN08913294,S,S,,,,S,S,,S,S,,S,S,
SRR6982348,PRJNA428596,SAMN08912778,S,S,,,,S,S,,S,S,,S,S,
SRR6982347,PRJNA428596,SAMN08912779,S,S,,,,S,S,,S,S,,S,S,
SRR6982346,PRJNA428596,SAMN08912774,S,S,,,,S,S,,S,S,,S,S,
SRR6982345,PRJNA428596,SAMN08913292,S,S,,,,S,S,,S,S,,S,S,
SRR6982344,PRJNA428596,SAMN08912776,S,S,,,,S,S,,S,S,,S,S,
SRR6982343,PRJNA428596,SAMN08912777,S,S,,,,S,S,,S,S,,S,S,
SRR6982341,PRJNA428596,SAMN08912771,S,S,,,,R,S,,S,S,,S,S,
SRR6982340,PRJNA428596,SAMN08912772,S,S,,,,S,S,,S,S,,S,S,
SRR6982339,PRJNA428596,SAMN08913293,S,S,,,,S,S,,S,S,,S,S,
SRR6982338,PRJNA428596,SAMN08913290,S,S,,,,S,S,,S,S,,S,S,
SRR6982336,PRJNA428596,SAMN08912887,S,S,,,,S,S,,S,S,,S,S,
SRR6982335,PRJNA428596,SAMN08912886,S,S,,,,S,S,,S,S,,S,S,
SRR6982333,PRJNA428596,SAMN08912884,S,S,,,,S,S,,S,S,,S,S,
SRR6982331,PRJNA428596,SAMN08912882,S,S,,,,S,S,,S,S,,S,S,
SRR6982330,PRJNA428596,SAMN08912881,S,S,,,,S,S,,S,S,,S,S,
SRR6982327,PRJNA428596,SAMN08912888,S,S,,,,S,S,,S,S,,S,S,
SRR6982326,PRJNA428596,SAMN08912979,S,S,,,,R,S,,S,S,,S,S,
SRR6982325,PRJNA428596,SAMN08913053,S,S,,,,S,S,,S,S,,S,S,
SRR6982323,PRJNA428596,SAMN08912800,S,S,,,,S,S,,S,S,,S,S,
SRR6982322,PRJNA428596,SAMN08912803,S,S,,,,S,S,,S,S,,S,S,
SRR6982321,PRJNA428596,SAMN08912802,S,S,,,,S,S,,S,S,,S,S,
SRR6982320,PRJNA428596,SAMN08912805,S,S,,,,S,S,,S,S,,S,S,
SRR6982319,PRJNA428596,SAMN08912804,S,S,,,,S,S,,S,S,,S,S,
SRR6982318,PRJNA428596,SAMN08912807,S,S,,,,S,S,,S,S,,S,S,
SRR6982317,PRJNA428596,SAMN08912806,S,S,,,,S,S,,S,S,,S,S,
SRR6982316,PRJNA428596,SAMN08912809,S,S,,,,S,S,,S,S,,S,S,
SRR6982315,PRJNA428596,SAMN08912973,S,S,,,,S,S,,S,S,,S,S,
SRR6982314,PRJNA428596,SAMN08912972,S,S,,,,S,S,,S,S,,S,S,
SRR6982312,PRJNA428596,SAMN08913366,,,,,,S,,,,,,,S,
SRR6982311,PRJNA428596,SAMN08913367,S,S,,,,S,S,,S,S,,S,S,
SRR6982310,PRJNA428596,SAMN08913063,S,S,,,,S,S,,S,S,,S,S,
SRR6982309,PRJNA428596,SAMN08913062,S,S,,,,S,S,,S,S,,S,S,
SRR6982308,PRJNA428596,SAMN08913061,S,S,,,,S,S,,S,S,,S,S,
SRR6982306,PRJNA428596,SAMN08913067,S,S,,,,S,S,,S,S,,S,S,
SRR6982305,PRJNA428596,SAMN08913066,S,S,,,,S,S,,S,S,,S,S,
SRR6982304,PRJNA428596,SAMN08913065,S,S,,,,S,S,,S,S,,S,S,
SRR6982303,PRJNA428596,SAMN08913064,S,S,,,,S,S,,S,S,,S,S,
SRR6982302,PRJNA428596,SAMN08912922,S,S,,,,S,S,,S,S,,S,S,
SRR6982301,PRJNA428596,SAMN08912923,S,S,,,,S,S,,S,S,,S,S,
SRR6982300,PRJNA428596,SAMN08912920,S,S,,,,S,S,,S,S,,S,S,
SRR6982299,PRJNA428596,SAMN08912921,S,S,,,,S,S,,S,S,,S,S,
SRR6982298,PRJNA428596,SAMN08912926,S,S,,,,S,S,,S,S,,S,S,
SRR6982295,PRJNA428596,SAMN08912925,S,S,,,,S,S,,S,S,,S,S,
SRR6982294,PRJNA428596,SAMN08913369,S,S,,,,R,S,,S,S,,S,R,
SRR6982293,PRJNA428596,SAMN08913036,S,S,,,,S,S,,S,S,,S,S,
SRR6982292,PRJNA428596,SAMN08913037,S,S,,,,S,S,,S,S,,S,S,
SRR6982291,PRJNA428596,SAMN08913034,S,S,,,,S,S,,S,S,,S,S,
SRR6982290,PRJNA428596,SAMN08913035,S,S,,,,S,S,,S,S,,S,S,
SRR6982289,PRJNA428596,SAMN08913032,S,S,,,,S,S,,S,S,,S,S,
SRR6982288,PRJNA428596,SAMN08913033,,S,,,,S,R,,S,S,,R,S,
SRR6982287,PRJNA428596,SAMN08913030,S,S,,,,S,S,,S,S,,S,S,
SRR6982286,PRJNA428596,SAMN08913031,S,S,,,,S,S,,S,S,,S,S,
SRR6982285,PRJNA428596,SAMN08913168,S,S,,,,S,S,,S,S,,S,S,
SRR6982284,PRJNA428596,SAMN08913169,S,S,,,,S,S,,S,S,,S,S,
SRR6982283,PRJNA428596,SAMN08913038,S,S,,,,S,S,,S,S,,S,S,
SRR6982282,PRJNA428596,SAMN08913039,S,S,,,,S,S,,S,S,,S,S,
SRR6982281,PRJNA428596,SAMN08912991,S,S,,,,S,S,,S,S,,S,S,
SRR6982280,PRJNA428596,SAMN08912990,S,S,,,,R,S,,S,S,,S,S,
SRR6982279,PRJNA428596,SAMN08912993,S,S,,,,S,S,,S,S,,S,S,
SRR6982278,PRJNA428596,SAMN08912992,S,S,,,,S,S,,S,S,,S,S,
SRR6982277,PRJNA428596,SAMN08912995,S,S,,,,S,S,,S,S,,S,R,
SRR6982276,PRJNA428596,SAMN08912994,S,S,,,,S,S,,S,S,,S,S,
SRR6982275,PRJNA428596,SAMN08912997,S,S,,,,S,S,,S,S,,S,S,
SRR6982274,PRJNA428596,SAMN08912996,S,S,,,,S,S,,S,S,,S,S,
SRR6982273,PRJNA428596,SAMN08912999,S,S,,,,S,S,,S,S,,S,S,
SRR6982271,PRJNA428596,SAMN08912730,S,S,,,,S,S,,S,S,,S,S,
SRR6982270,PRJNA428596,SAMN08912731,S,S,,,,S,S,,S,S,,S,S,
SRR6982269,PRJNA428596,SAMN08912732,S,S,,,,S,S,,S,S,,S,S,
SRR6982268,PRJNA428596,SAMN08912733,S,S,,,,S,S,,S,S,,S,S,
SRR6982267,PRJNA428596,SAMN08912734,S,S,,,,S,S,,S,S,,S,S,
SRR6982266,PRJNA428596,SAMN08912735,S,S,,,,S,S,,S,S,,S,S,
SRR6982264,PRJNA428596,SAMN08912737,S,S,,,,S,S,,S,S,,R,S,
SRR6982263,PRJNA428596,SAMN08912738,S,S,,,,S,S,,S,S,,S,S,
SRR6982262,PRJNA428596,SAMN08912739,S,S,,,,S,S,,S,S,,S,S,
SRR6982261,PRJNA428596,SAMN08912849,S,S,,,,S,S,,S,S,,S,S,
SRR6982260,PRJNA428596,SAMN08912848,S,S,,,,S,S,,S,S,,S,S,
SRR6982259,PRJNA428596,SAMN08912843,S,S,,,,S,S,,S,S,,S,S,
SRR6982258,PRJNA428596,SAMN08912842,S,S,,,,S,S,,S,S,,S,S,
SRR6982256,PRJNA428596,SAMN08912840,S,S,,,,S,S,,S,S,,S,S,
SRR6982255,PRJNA428596,SAMN08912847,S,S,,,,S,S,,S,S,,S,S,
SRR6982254,PRJNA428596,SAMN08912846,S,S,,,,S,S,,S,S,,S,S,
SRR6982253,PRJNA428596,SAMN08912845,S,S,,,,R,S,,S,S,,R,R,
SRR6982252,PRJNA428596,SAMN08912844,S,S,,,,S,S,,S,S,,S,S,
SRR6982251,PRJNA428596,SAMN08913230,S,S,,,,S,S,,S,S,,S,R,
SRR6982250,PRJNA428596,SAMN08913231,S,S,,,,S,S,,S,S,,S,S,
SRR6982249,PRJNA428596,SAMN08913232,S,S,,,,S,S,,S,S,,S,S,
SRR6982248,PRJNA428596,SAMN08913233,S,S,,,,S,S,,S,S,,S,S,
SRR6982247,PRJNA428596,SAMN08913234,,,,,,R,,,,,,R,R,
SRR6982245,PRJNA428596,SAMN08913236,S,S,,,,S,S,,S,S,,S,S,
SRR6982244,PRJNA428596,SAMN08913237,S,S,,,,S,S,,S,S,,S,S,
SRR6982243,PRJNA428596,SAMN08913238,S,S,,,,S,S,,S,S,,S,S,
SRR6982242,PRJNA428596,SAMN08913239,S,S,,,,S,S,,S,S,,S,S,
SRR6982241,PRJNA428596,SAMN08912765,S,S,,,,S,S,,S,S,,S,S,
SRR6982240,PRJNA428596,SAMN08912764,S,S,,,,S,S,,S,S,,S,R,
SRR6982238,PRJNA428596,SAMN08912766,S,S,,,,S,S,,S,S,,S,S,
SRR6982237,PRJNA428596,SAMN08912761,S,S,,,,S,S,,S,S,,S,S,
SRR6982236,PRJNA428596,SAMN08912760,S,S,,,,S,S,,S,S,,S,S,
SRR6982235,PRJNA428596,SAMN08912763,S,S,,,,S,S,,S,S,,S,S,
SRR6982234,PRJNA428596,SAMN08912762,S,S,,,,S,S,,S,S,,S,S,
SRR6982233,PRJNA428596,SAMN08912769,S,S,,,,S,S,,S,S,,S,S,
SRR6982232,PRJNA428596,SAMN08912768,S,S,,,,S,S,,S,S,,S,S,
SRR6982231,PRJNA428596,SAMN08913337,S,S,,,,S,S,,S,S,,S,S,
SRR6982230,PRJNA428596,SAMN08913336,S,S,,,,S,S,,S,S,,S,S,
SRR6982228,PRJNA428596,SAMN08913334,S,S,,,,S,S,,S,S,,S,S,
SRR6982226,PRJNA428596,SAMN08913332,S,S,,,,S,S,,S,S,,S,S,
SRR6982225,PRJNA428596,SAMN08912858,S,S,,,,S,S,,S,S,,S,S,
SRR6982224,PRJNA428596,SAMN08912859,S,S,,,,S,S,,S,S,,S,S,
SRR6982223,PRJNA428596,SAMN08912856,S,S,,,,S,S,,S,S,,S,S,
SRR6982222,PRJNA428596,SAMN08912857,S,S,,,,S,S,,S,S,,S,S,
SRR6982220,PRJNA428596,SAMN08912855,S,S,,,,S,S,,S,S,,S,S,
SRR6982219,PRJNA428596,SAMN08912852,S,S,,,,S,S,,S,S,,S,S,
SRR6982218,PRJNA428596,SAMN08912853,S,S,,,,S,S,,S,S,,S,S,
SRR6982217,PRJNA428596,SAMN08912850,S,S,,,,S,S,,S,S,,S,S,
SRR6982216,PRJNA428596,SAMN08912851,S,S,,,,R,S,,R,R,,R,R,
SRR6982215,PRJNA428596,SAMN08913078,S,S,,,,S,S,,S,S,,S,S,
SRR6982214,PRJNA428596,SAMN08913079,S,S,,,,R,S,,S,S,,S,R,
SRR6982212,PRJNA428596,SAMN08913073,S,S,,,,S,S,,S,S,,S,S,
SRR6982211,PRJNA428596,SAMN08913070,S,S,,,,R,S,,S,S,,S,S,
SRR6982210,PRJNA428596,SAMN08913071,S,S,,,,S,S,,S,S,,S,S,
SRR6982209,PRJNA428596,SAMN08913076,S,S,,,,S,S,,S,S,,S,S,
SRR6982208,PRJNA428596,SAMN08913077,S,S,,,,S,S,,S,S,,S,S,
SRR6982207,PRJNA428596,SAMN08913074,S,S,,,,S,S,,S,S,,S,S,
SRR6982206,PRJNA428596,SAMN08913075,S,S,,,,S,S,,S,S,,S,S,
SRR6982204,PRJNA428596,SAMN08912954,S,S,,,,S,S,,S,S,,S,S,
SRR6982203,PRJNA428596,SAMN08912957,S,S,,,,R,S,,S,S,,S,S,
SRR6982202,PRJNA428596,SAMN08912956,S,S,,,,S,S,,S,S,,S,S,
SRR6982201,PRJNA428596,SAMN08912951,S,S,,,,S,S,,S,S,,S,S,
SRR6982200,PRJNA428596,SAMN08912950,S,S,,,,S,S,,S,S,,S,S,
SRR6982199,PRJNA428596,SAMN08913211,S,S,,,,S,S,,S,S,,S,S,
SRR6982197,PRJNA428596,SAMN08912919,S,S,,,,S,S,,S,S,,S,S,
SRR6982194,PRJNA428596,SAMN08912910,S,S,,,,S,S,,S,S,,S,S,
SRR6982193,PRJNA428596,SAMN08912913,S,S,,,,S,S,,S,S,,S,S,
SRR6982191,PRJNA428596,SAMN08912915,S,S,,,,S,S,,S,S,,S,S,
SRR6982189,PRJNA428596,SAMN08912917,S,S,,,,S,S,,S,S,,S,S,
SRR6982188,PRJNA428596,SAMN08912916,S,S,,,,S,S,,S,S,,S,S,
SRR6982187,PRJNA428596,SAMN08912711,S,S,,,,S,S,,S,S,,S,S,
SRR6982186,PRJNA428596,SAMN08912710,S,S,,,,R,S,,S,S,,S,R,
SRR6982184,PRJNA428596,SAMN08912712,S,S,,,,S,S,,S,S,,S,S,
SRR6982183,PRJNA428596,SAMN08912715,S,S,,,,S,S,,S,S,,S,S,
SRR6982182,PRJNA428596,SAMN08912714,S,S,,,,S,S,,S,S,,S,S,
SRR6982181,PRJNA428596,SAMN08912717,S,S,,,,S,S,,S,S,,S,S,
SRR6982179,PRJNA428596,SAMN08912719,S,S,,,,S,S,,S,S,,S,S,
SRR6982177,PRJNA428596,SAMN08913331,S,S,,,,S,S,,S,S,,S,S,
SRR6982176,PRJNA428596,SAMN08913330,S,S,,,,S,S,,S,S,,S,S,
SRR6982174,PRJNA428596,SAMN08913044,S,S,,,,S,S,,S,S,,S,S,
SRR6982173,PRJNA428596,SAMN08913047,S,S,,,,S,S,,S,S,,S,S,
SRR6982172,PRJNA428596,SAMN08913046,S,S,,,,S,S,,S,S,,S,S,
SRR6982171,PRJNA428596,SAMN08913041,S,S,,,,S,S,,S,S,,S,S,
SRR6982170,PRJNA428596,SAMN08913040,S,S,,,,S,S,,S,S,,S,S,
SRR6982169,PRJNA428596,SAMN08913043,S,S,,,,S,S,,S,S,,S,S,
SRR6982167,PRJNA428596,SAMN08913159,S,S,,,,S,S,,S,S,,S,S,
SRR6982166,PRJNA428596,SAMN08913158,S,S,,,,S,S,,S,S,,S,S,
SRR6982165,PRJNA428596,SAMN08913049,S,S,,,,S,S,,S,S,,S,S,
SRR6982164,PRJNA428596,SAMN08913048,S,S,,,,S,S,,S,S,,S,S,
SRR6982163,PRJNA428596,SAMN08913339,S,S,,,,S,S,,S,S,,S,S,
SRR6982162,PRJNA428596,SAMN08913338,S,S,,,,S,S,,S,S,,S,S,
SRR6982161,PRJNA428596,SAMN08913249,S,S,,,,S,S,,S,S,,S,S,
SRR6982160,PRJNA428596,SAMN08913248,S,S,,,,S,S,,S,S,,S,S,
SRR6982159,PRJNA428596,SAMN08913247,S,S,,,,S,S,,S,S,,S,S,
SRR6982158,PRJNA428596,SAMN08913246,S,S,,,,S,S,,S,S,,S,S,
SRR6982157,PRJNA428596,SAMN08913245,S,S,,,,S,S,,S,S,,S,S,
SRR6982156,PRJNA428596,SAMN08913244,S,S,,,,S,S,,S,S,,S,S,
SRR6982155,PRJNA428596,SAMN08913243,S,S,,,,R,S,,S,S,,R,R,
SRR6982154,PRJNA428596,SAMN08913242,S,S,,,,S,S,,S,S,,S,S,
SRR6982153,PRJNA428596,SAMN08913241,S,S,,,,R,S,,S,S,,,R,
SRR6982152,PRJNA428596,SAMN08913240,S,S,,,,S,S,,S,S,,S,S,
SRR6982151,PRJNA428596,SAMN08913098,S,S,,,,S,S,,S,S,,S,S,
SRR6982150,PRJNA428596,SAMN08913099,S,S,,,,S,S,,S,S,,S,S,
SRR6982149,PRJNA428596,SAMN08913144,S,S,,,,S,S,,S,S,,S,S,
SRR6982147,PRJNA428596,SAMN08913142,S,S,,,,S,S,,S,S,,S,S,
SRR6982146,PRJNA428596,SAMN08913143,S,S,,,,S,S,,S,S,,S,S,
SRR6982145,PRJNA428596,SAMN08913140,S,S,,,,S,S,,S,S,,S,R,
SRR6982144,PRJNA428596,SAMN08913141,S,S,,,,S,S,,S,S,,S,S,
SRR6982143,PRJNA428596,SAMN08913090,S,S,,,,S,S,,S,S,,S,S,
SRR6982142,PRJNA428596,SAMN08913091,S,S,,,,S,S,,S,S,,S,S,
SRR6982137,PRJNA428596,SAMN08913096,S,S,,,,S,S,,S,S,,S,S,
SRR6982136,PRJNA428596,SAMN08913097,S,S,,,,S,S,,S,S,,S,S,
SRR6982135,PRJNA428596,SAMN08912808,S,S,,,,S,S,,S,S,,S,S,
SRR6982134,PRJNA428596,SAMN08912756,S,S,,,,S,S,,S,S,,S,S,
SRR6982133,PRJNA428596,SAMN08912757,S,S,,,,S,S,,S,S,,R,S,
SRR6982131,PRJNA428596,SAMN08912755,S,S,,,,S,S,,S,S,,S,S,
SRR6982130,PRJNA428596,SAMN08912752,S,S,,,,S,S,,S,S,,S,S,
SRR6982129,PRJNA428596,SAMN08912753,S,S,,,,S,S,,S,S,,S,S,
SRR6982128,PRJNA428596,SAMN08912750,S,S,,,,S,S,,S,S,,S,S,
SRR6982127,PRJNA428596,SAMN08912751,S,S,,,,R,S,,S,S,,R,S,
SRR6982126,PRJNA428596,SAMN08912758,S,S,,,,S,S,,S,S,,S,S,
SRR6982125,PRJNA428596,SAMN08912759,S,S,,,,S,S,,S,S,,S,S,
SRR6982124,PRJNA428596,SAMN08913362,S,S,,,,S,S,,S,S,,S,S,
SRR6982123,PRJNA428596,SAMN08913363,S,S,,,,S,S,,S,S,,S,S,
SRR6982122,PRJNA428596,SAMN08913360,S,S,,,,S,S,,S,S,,S,S,
SRR6982121,PRJNA428596,SAMN08913361,S,S,,,,S,S,,S,S,,S,S,
SRR6982120,PRJNA428596,SAMN08912869,S,S,,,,S,S,,S,S,,S,S,
SRR6982119,PRJNA428596,SAMN08912868,S,S,,,,S,S,,S,S,,R,S,
SRR6982118,PRJNA428596,SAMN08913364,S,S,,,,S,S,,S,S,,S,S,
SRR6982117,PRJNA428596,SAMN08913365,S,S,,,,S,S,,S,S,,S,R,
SRR6982116,PRJNA428596,SAMN08912865,S,S,,,,S,S,,S,S,,S,S,
SRR6982114,PRJNA428596,SAMN08912867,S,S,,,,S,S,,S,S,,S,S,
SRR6982113,PRJNA428596,SAMN08912866,S,S,,,,S,S,,S,S,,S,S,
SRR6982112,PRJNA428596,SAMN08912861,S,S,,,,S,S,,S,S,,S,S,
SRR6982111,PRJNA428596,SAMN08912860,S,S,,,,S,S,,S,S,,R,S,
SRR6982110,PRJNA428596,SAMN08912863,S,S,,,,S,S,,S,S,,S,S,
SRR6982109,PRJNA428596,SAMN08912862,S,S,,,,S,S,,S,S,,S,S,
SRR6982108,PRJNA428596,SAMN08912929,S,S,,,,R,S,,S,S,,S,S,
SRR6982107,PRJNA428596,SAMN08913089,S,S,,,,S,S,,S,S,,S,S,
SRR6982105,PRJNA428596,SAMN08913343,S,S,,,,S,S,,S,S,,S,S,
SRR6982103,PRJNA428596,SAMN08913080,S,S,,,,S,S,,S,S,,S,S,
SRR6982101,PRJNA428596,SAMN08913082,S,S,,,,S,S,,S,S,,S,S,
SRR6982098,PRJNA428596,SAMN08913087,S,S,,,,R,S,,S,S,,S,S,
SRR6982097,PRJNA428596,SAMN08913086,S,S,,,,S,S,,S,S,,S,S,
SRR6982096,PRJNA428596,SAMN08912980,S,S,,,,S,S,,S,S,,S,S,
SRR6982095,PRJNA428596,SAMN08912981,S,S,,,,R,S,,S,S,,S,S,
SRR6982094,PRJNA428596,SAMN08912982,S,S,,,,S,S,,S,S,,S,S,
SRR6982093,PRJNA428596,SAMN08912983,S,S,,,,S,S,,S,S,,S,S,
SRR6982091,PRJNA428596,SAMN08912985,S,S,,,,S,S,,S,S,,S,S,
SRR6982089,PRJNA428596,SAMN08912987,S,S,,,,S,S,,S,S,,S,S,
SRR6982087,PRJNA428596,SAMN08912989,S,S,,,,S,S,,S,S,,S,S,
