run,amikacin,bedaquiline,bioproject,biosample,capreomycin,ciprofloxacin,clofazimine,cycloserine,delamanid,ethambutol,ethionamide,gatifloxacin,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,ofloxacin,para-aminosalicylic_acid,pyrazinamide,rifabutin,rifampicin,streptomycin,thioacetazone
ERR2184232,S,,PRJEB23245,ERS1987051,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184233,S,S,PRJEB23245,ERS1987052,,,S,,S,S,S,,S,S,,,S,,,,,S,,
ERR2184234,S,S,PRJEB23245,ERS1987053,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184235,S,S,PRJEB23245,ERS1987054,S,,S,,S,S,S,,R,S,S,S,S,,,,,R,R,
ERR2184236,S,S,PRJEB23245,ERS1987055,S,,S,,S,S,R,,R,S,S,S,,,,,,S,R,
ERR2184237,S,S,PRJEB23245,ERS1987056,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184238,S,S,PRJEB23245,ERS1987057,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184240,,S,PRJEB23245,ERS1987059,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR2184241,R,S,PRJEB23245,ERS1987060,S,,S,,S,R,R,,R,R,S,S,S,,,,,R,R,
ERR2184242,S,S,PRJEB23245,ERS1987061,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184243,S,S,PRJEB23245,ERS1987062,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184244,S,S,PRJEB23245,ERS1987063,,,S,,S,,S,,S,,S,S,,,,,,S,,
ERR2184245,R,,PRJEB23245,ERS1987064,S,,,,S,R,R,,R,R,,S,,,,,,R,R,
ERR2184246,S,S,PRJEB23245,ERS1987065,,,S,,S,S,R,,S,S,,S,,,,,,S,,
ERR2184247,S,S,PRJEB23245,ERS1987066,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184248,S,S,PRJEB23245,ERS1987067,,,,,S,S,S,,S,S,S,,S,,,,,S,,
ERR2184249,,,PRJEB23245,ERS1987068,,,,,,,,,S,,,,,,,,,S,,
ERR2184250,S,S,PRJEB23245,ERS1987069,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR2184251,S,S,PRJEB23245,ERS1987070,,,,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184252,S,S,PRJEB23245,ERS1987071,,,S,,S,S,S,,S,S,,S,S,,,,,S,,
ERR2184253,S,S,PRJEB23245,ERS1987072,,,S,,S,S,R,,R,S,S,S,S,,,,,R,,
ERR2184254,S,S,PRJEB23245,ERS1987073,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184255,S,S,PRJEB23245,ERS1987074,,,,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184256,S,S,PRJEB23245,ERS1987075,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184257,,,PRJEB23245,ERS1987076,,,,,,,,,S,,,,,,,,,S,,
ERR2184258,,S,PRJEB23245,ERS1987077,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
ERR2184259,S,S,PRJEB23245,ERS1987078,,,S,,S,S,S,,S,S,R,,R,,,,,S,,
ERR2184261,S,,PRJEB23245,ERS1987080,,,S,,,S,S,,S,S,,,,,,,,S,,
ERR2184262,S,S,PRJEB23245,ERS1987081,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184264,,S,PRJEB23245,ERS1987083,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184265,S,S,PRJEB23245,ERS1987084,,,S,,S,,S,,S,S,,S,S,,,,,S,,
ERR2184266,R,S,PRJEB23245,ERS1987085,R,,S,,S,R,R,,R,R,S,S,S,,,,,R,R,
ERR2184267,S,S,PRJEB23245,ERS1987086,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
ERR2184268,S,S,PRJEB23245,ERS1987087,,,S,,S,S,S,,S,S,S,,,,,,,S,,
ERR2184269,S,S,PRJEB23245,ERS1987088,,,S,,S,S,S,,S,S,,S,S,,,,,S,,
ERR2184270,,S,PRJEB23245,ERS1987089,,,S,,S,,R,,S,S,S,S,S,,,,,S,,
ERR2184271,S,S,PRJEB23245,ERS1987090,,,S,,S,,S,,S,,,,S,,,,,S,,
ERR2184272,S,S,PRJEB23245,ERS1987091,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR2184275,S,S,PRJEB23245,ERS1987094,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184276,S,S,PRJEB23245,ERS1987095,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184277,,,PRJEB23245,ERS1987096,,,S,,,S,S,,S,S,S,,S,,,,,S,,
ERR2184278,,,PRJEB23245,ERS1987097,,,,,S,S,S,,S,S,,,S,,,,,S,,
ERR2184279,S,S,PRJEB23245,ERS1987098,,,S,,S,S,S,,S,,S,S,S,,,,,S,,
ERR2184280,S,S,PRJEB23245,ERS1987099,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184281,S,,PRJEB23245,ERS1987100,,,,,S,S,S,,S,,S,,,,,,,S,,
ERR2184282,S,S,PRJEB23245,ERS1987101,,,S,,S,S,R,,S,S,S,S,,,,,,S,,
ERR2184283,S,S,PRJEB23245,ERS1987102,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184284,S,,PRJEB23245,ERS1987103,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR2184285,S,S,PRJEB23245,ERS1987104,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR2184286,S,S,PRJEB23245,ERS1987105,R,,S,,S,R,R,,R,S,S,S,R,,,,,R,R,
ERR2184287,S,S,PRJEB23245,ERS1987106,,,S,,S,,S,,S,S,S,S,,,,,,S,,
ERR2184288,,S,PRJEB23245,ERS1987107,,,S,,S,,S,,S,S,S,,,,,,,S,,
ERR2184289,S,S,PRJEB23245,ERS1987108,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184290,S,S,PRJEB23245,ERS1987109,,,S,,,,S,,S,S,S,,S,,,,,S,,
ERR2184291,S,S,PRJEB23245,ERS1987110,,,S,,S,,S,,S,S,,S,,,,,,S,,
ERR2184292,S,,PRJEB23245,ERS1987111,,,S,,S,S,S,,S,S,,S,,,,,,S,,
ERR2184293,S,S,PRJEB23245,ERS1987112,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184294,S,S,PRJEB23245,ERS1987113,,,,,S,S,S,,S,S,S,S,,,,,,S,,
ERR2184295,S,S,PRJEB23245,ERS1987114,,,S,,S,S,S,,S,S,S,,,,,,,S,,
ERR2184296,S,S,PRJEB23245,ERS1987115,,,,,,S,R,,S,S,S,,S,,,,,S,,
ERR2184297,S,S,PRJEB23245,ERS1987116,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184298,S,S,PRJEB23245,ERS1987117,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184299,S,S,PRJEB23245,ERS1987118,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
ERR2184300,S,S,PRJEB23245,ERS1987119,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR2184301,S,S,PRJEB23245,ERS1987120,,,S,,S,,S,,S,S,S,S,,,,,,S,,
ERR2184302,S,S,PRJEB23245,ERS1987121,,,S,,S,S,S,,S,S,,,S,,,,,S,,
ERR2184303,S,S,PRJEB23245,ERS1987122,,,S,,,,S,,S,S,,S,S,,,,,S,,
ERR2184304,S,S,PRJEB23245,ERS1987123,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR2184305,S,S,PRJEB23245,ERS1987124,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR2184306,R,S,PRJEB23245,ERS1987125,,,,,S,R,R,,R,R,S,,S,,,,,R,,
ERR2184307,S,S,PRJEB23245,ERS1987126,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184308,S,S,PRJEB23245,ERS1987127,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184309,S,S,PRJEB23245,ERS1987128,,,S,,S,,,,R,S,,,,,,,,R,,
ERR2184310,S,S,PRJEB23245,ERS1987129,,,S,,,,S,,S,S,S,S,S,,,,,S,,
ERR2184311,S,S,PRJEB23245,ERS1987130,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184312,S,S,PRJEB23245,ERS1987131,,,S,,,,S,,S,S,S,S,S,,,,,S,,
ERR2184313,S,S,PRJEB23245,ERS1987132,,,S,,,S,S,,S,S,S,S,S,,,,,S,,
ERR2184314,S,S,PRJEB23245,ERS1987133,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184315,S,S,PRJEB23245,ERS1987134,,,,,S,S,S,,S,S,S,S,,,,,,S,,
ERR2184316,S,S,PRJEB23245,ERS1987135,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184317,S,S,PRJEB23245,ERS1987136,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
ERR2184318,S,,PRJEB23245,ERS1987137,,,,,,,S,,S,S,S,S,,,,,,R,,
ERR2184319,S,S,PRJEB23245,ERS1987138,,,S,,,,S,,S,S,S,S,S,,,,,S,,
ERR2184320,S,,PRJEB23245,ERS1987139,,,,,,,S,,S,S,S,S,S,,,,,S,,
ERR2184321,,S,PRJEB23245,ERS1987140,,,S,,,,S,,S,S,S,,,,,,,S,,
ERR2184322,S,S,PRJEB23245,ERS1987141,,,S,,S,,S,,S,S,,,S,,,,,S,,
ERR2184323,S,S,PRJEB23245,ERS1987142,,,S,,S,,S,,S,S,R,S,R,,,,,S,,
ERR2184324,S,,PRJEB23245,ERS1987143,,,S,,S,S,,,S,S,S,,,,,,,S,,
ERR2184325,S,S,PRJEB23245,ERS1987144,R,,S,,S,R,S,,R,S,S,S,S,,,,,R,R,
ERR2184326,S,S,PRJEB23245,ERS1987145,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR2184327,S,,PRJEB23245,ERS1987146,,,S,,,,S,,S,S,S,S,S,,,,,S,,
ERR2184328,,S,PRJEB23245,ERS1987147,,,S,,,,S,,R,,S,S,S,,,,,S,,
ERR2184329,S,S,PRJEB23245,ERS1987148,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR2184330,S,S,PRJEB23245,ERS1987149,,,S,,S,S,,,S,S,S,S,S,,,,,S,,
ERR2184331,S,S,PRJEB23245,ERS1987150,,,S,,S,,,,R,S,,S,S,,,,,R,,
ERR2184332,S,S,PRJEB23245,ERS1987151,,,S,,S,,S,,S,S,S,S,,,,,,S,,
ERR2184333,S,S,PRJEB23245,ERS1987152,,,S,,S,,S,,S,S,,S,S,,,,,S,,
ERR2184334,S,S,PRJEB23245,ERS1987153,,,S,,S,,S,,S,S,,S,,,,,,S,,
ERR2184335,S,S,PRJEB23245,ERS1987154,,,,,,,S,,S,S,S,,,,,,,S,,
ERR2184336,,S,PRJEB23245,ERS1987155,,,S,,,,S,,S,,,,S,,,,,S,,
ERR2184337,S,S,PRJEB23245,ERS1987156,S,,S,,,,S,,S,R,R,S,R,,,,,R,R,
ERR2184338,S,S,PRJEB23245,ERS1987157,,,S,,S,S,S,,S,S,,S,,,,,,S,,
ERR2184339,,S,PRJEB23245,ERS1987158,,,,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184340,S,S,PRJEB23245,ERS1987159,,,S,,S,S,S,,S,S,S,,,,,,,S,,
ERR2184341,,S,PRJEB23245,ERS1987160,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR2184342,S,S,PRJEB23245,ERS1987161,,,S,,S,,S,,S,S,S,S,,,,,,S,,
ERR2184343,S,,PRJEB23245,ERS1987162,,,,,,,S,,S,S,S,,S,,,,,S,,
ERR2184344,S,S,PRJEB23245,ERS1987163,,,S,,,,S,,S,S,S,S,S,,,,,S,,
ERR2184345,S,S,PRJEB23245,ERS1987164,,,,,S,S,S,,S,S,S,S,,,,,,S,,
ERR2184346,S,,PRJEB23245,ERS1987165,,,S,,S,,S,,S,S,S,S,,,,,,S,,
ERR2184347,S,,PRJEB23245,ERS1987166,,,,,S,S,S,,S,S,R,S,,,,,,S,,
ERR2184348,S,S,PRJEB23245,ERS1987167,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184349,S,S,PRJEB23245,ERS1987168,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR2184350,,,PRJEB23245,ERS1987169,,,,,S,,S,,S,S,S,S,S,,,,,S,,
ERR2184351,,,PRJEB23245,ERS1987170,,,S,,,,S,,S,S,,S,,,,,,S,,
ERR2184352,S,S,PRJEB23245,ERS1987171,,,,,S,S,S,,S,S,S,S,,,,,,S,,
ERR2184353,S,,PRJEB23245,ERS1987172,,,,,,,S,,R,S,S,S,S,,,,,R,,
ERR2184354,S,S,PRJEB23245,ERS1987173,S,,S,,S,,R,,S,S,R,S,,,,,,R,R,
ERR2184355,S,S,PRJEB23245,ERS1987174,,,S,,S,,S,,S,,,S,,,,,,S,,
ERR2184356,S,S,PRJEB23245,ERS1987175,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR2184357,S,S,PRJEB23245,ERS1987176,,,S,,S,,S,,S,S,S,S,S,,,,,R,,
ERR2184358,S,S,PRJEB23245,ERS1987177,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR2184359,S,S,PRJEB23245,ERS1987178,,,S,,,,S,,S,S,S,S,,,,,,S,,
ERR2184360,S,,PRJEB23245,ERS1987179,,,S,,,,S,,S,S,,S,S,,,,,S,,
ERR2184361,S,S,PRJEB23245,ERS1987180,,,,,S,,S,,S,S,S,S,,,,,,S,,
ERR2184362,,S,PRJEB23245,ERS1987181,,,,,,S,S,,S,S,S,S,S,,,,,S,,
ERR2184363,S,,PRJEB23245,ERS1987182,,,S,,S,,,,S,S,,S,,,,,,S,,
ERR2184364,S,S,PRJEB23245,ERS1987183,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184365,S,S,PRJEB23245,ERS1987184,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184366,S,,PRJEB23245,ERS1987185,,,S,,,,S,,S,S,S,S,S,,,,,S,,
ERR2184367,S,,PRJEB23245,ERS1987186,,,S,,,,S,,S,S,S,S,,,,,,S,,
ERR2184368,S,,PRJEB23245,ERS1987187,,,S,,,,S,,S,S,,S,S,,,,,S,,
ERR2184369,S,S,PRJEB23245,ERS1987188,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR2184370,S,S,PRJEB23245,ERS1987189,S,,S,,S,S,S,,R,S,S,S,S,,,,,R,R,
ERR2184371,S,S,PRJEB23245,ERS1987190,,,,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184372,S,S,PRJEB23245,ERS1987191,,,,,,S,,,S,S,,,,,,,,S,,
ERR2184373,S,,PRJEB23245,ERS1987192,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
ERR2184374,,,PRJEB23245,ERS1987193,,,,,,,,,S,,,,,,,,,S,,
ERR2184375,,,PRJEB23245,ERS1987194,,,,,,,,,S,,,,,,,,,S,,
ERR2184376,S,S,PRJEB23245,ERS1987195,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184377,S,S,PRJEB23245,ERS1987196,,,S,,S,S,R,,S,S,S,S,,,,,,S,,
ERR2184378,S,S,PRJEB23245,ERS1987197,,,,,,S,S,,S,S,S,,S,,,,,S,,
ERR2184379,S,S,PRJEB23245,ERS1987198,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184380,S,S,PRJEB23245,ERS1987199,,,S,,S,S,S,,S,S,,S,S,,,,,S,,
ERR2184381,S,,PRJEB23245,ERS1987200,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR2184382,S,S,PRJEB23245,ERS1987201,,,S,,S,,S,,S,S,,S,S,,,,,S,,
ERR2184383,S,S,PRJEB23245,ERS1987202,,,,,,S,S,,S,,S,S,S,,,,,S,,
ERR2184384,,,PRJEB23245,ERS1987203,,,S,,,,S,,S,S,,S,,,,,,S,,
ERR2184385,S,S,PRJEB23245,ERS1987204,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
ERR2184386,S,S,PRJEB23245,ERS1987205,S,,S,,S,S,R,,R,S,S,,,,,,,R,R,
ERR2184387,S,S,PRJEB23245,ERS1987206,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184388,S,,PRJEB23245,ERS1987207,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR2184389,S,S,PRJEB23245,ERS1987208,,,,,,,S,,S,S,S,,S,,,,,S,,
ERR2184390,S,S,PRJEB23245,ERS1987209,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184391,S,S,PRJEB23245,ERS1987210,,,S,,S,S,S,,S,S,,,S,,,,,S,,
ERR2184392,S,,PRJEB23245,ERS1987211,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184393,S,S,PRJEB23245,ERS1987212,,,S,,S,R,R,,R,S,S,S,S,,,,,R,,
ERR2184394,S,S,PRJEB23245,ERS1987213,,,,,S,S,S,,S,S,S,S,,,,,,S,,
ERR2184395,S,S,PRJEB23245,ERS1987214,,,S,,,S,,,S,,S,,S,,,,,S,,
ERR2184396,S,S,PRJEB23245,ERS1987215,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184397,R,S,PRJEB23245,ERS1987216,,,S,,S,R,R,,S,R,S,S,S,,,,,R,,
ERR2184398,S,S,PRJEB23245,ERS1987217,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184399,S,S,PRJEB23245,ERS1987218,,,S,,S,S,,,S,S,S,S,,,,,,S,,
ERR2184400,S,S,PRJEB23245,ERS1987219,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184401,S,S,PRJEB23245,ERS1987220,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR2184402,S,S,PRJEB23245,ERS1987221,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184403,S,S,PRJEB23245,ERS1987222,,,S,,S,S,S,,S,S,S,,,,,,,S,,
ERR2184404,S,S,PRJEB23245,ERS1987223,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
ERR2184405,S,S,PRJEB23245,ERS1987224,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184406,S,S,PRJEB23245,ERS1987225,,,,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184407,S,S,PRJEB23245,ERS1987226,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184408,S,S,PRJEB23245,ERS1987227,,,,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184409,S,S,PRJEB23245,ERS1987228,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184410,S,S,PRJEB23245,ERS1987229,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184411,S,,PRJEB23245,ERS1987230,,,S,,S,S,R,,S,S,,S,S,,,,,S,,
ERR2184412,S,S,PRJEB23245,ERS1987231,,,S,,S,S,S,,S,S,,S,S,,,,,S,,
ERR2184413,S,S,PRJEB23245,ERS1987232,R,,S,,S,R,S,,R,S,S,S,S,,,,,R,R,
ERR2184414,S,S,PRJEB23245,ERS1987233,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184415,S,,PRJEB23245,ERS1987234,,,S,,S,S,,,S,S,S,S,S,,,,,S,,
ERR2184416,S,S,PRJEB23245,ERS1987235,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR2184417,S,S,PRJEB23245,ERS1987236,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184418,S,,PRJEB23245,ERS1987237,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184419,S,S,PRJEB23245,ERS1987238,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184420,S,S,PRJEB23245,ERS1987239,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184421,S,,PRJEB23245,ERS1987240,,,S,,R,S,S,,S,S,S,S,S,,,,,S,,
ERR2184422,S,S,PRJEB23245,ERS1987241,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184423,S,S,PRJEB23245,ERS1987242,,,S,,S,,S,,S,,S,,,,,,,S,,
ERR2184424,S,S,PRJEB23245,ERS1987243,,,S,,S,S,,,S,S,S,S,S,,,,,R,,
ERR2184425,S,,PRJEB23245,ERS1987244,,,S,,S,,S,,S,S,,S,,,,,,S,,
ERR2184426,S,S,PRJEB23245,ERS1987245,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184427,S,S,PRJEB23245,ERS1987246,,,S,,,S,R,,S,S,S,S,S,,,,,S,,
ERR2184428,S,S,PRJEB23245,ERS1987247,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
ERR2184429,S,S,PRJEB23245,ERS1987248,R,,S,,S,R,S,,R,S,,S,S,,,,,R,R,
ERR2184430,,S,PRJEB23245,ERS1987249,,,S,,S,S,S,,S,S,,S,S,,,,,S,,
ERR2184431,,,PRJEB23245,ERS1987250,,,S,,S,S,S,,S,S,S,,,,,,,S,,
ERR2184432,S,S,PRJEB23245,ERS1987251,,,S,,,S,S,,S,S,S,S,S,,,,,S,,
ERR2184433,S,S,PRJEB23245,ERS1987252,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184434,S,,PRJEB23245,ERS1987253,,,S,,S,,S,,S,S,,,S,,,,,S,,
ERR2184435,S,S,PRJEB23245,ERS1987254,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR2184436,S,,PRJEB23245,ERS1987255,,,S,,S,S,S,,S,S,R,S,S,,,,,S,,
ERR2184437,S,S,PRJEB23245,ERS1987256,S,,S,,S,S,R,,S,S,S,S,S,,,,,R,S,
ERR2184438,S,S,PRJEB23245,ERS1987257,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184439,S,S,PRJEB23245,ERS1987258,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR2184440,S,S,PRJEB23245,ERS1987259,S,,S,,S,S,S,,R,S,S,,,,,,,R,S,
ERR2184441,S,S,PRJEB23245,ERS1987260,,,S,,S,S,S,,S,S,S,,,,,,,S,,
ERR2184442,S,,PRJEB23245,ERS1987261,,,,,S,,S,,R,S,,,,,,,,R,,
ERR2184443,S,S,PRJEB23245,ERS1987262,,,S,,S,,S,,S,,S,,,,,,,S,,
ERR2184444,S,S,PRJEB23245,ERS1987263,,,S,,S,,S,,S,S,,S,,,,,,S,,
ERR2184445,S,S,PRJEB23245,ERS1987264,,,S,,S,S,S,,S,S,,,S,,,,,S,,
ERR2184446,S,,PRJEB23245,ERS1987265,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
ERR2184447,S,,PRJEB23245,ERS1987266,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR2184448,S,S,PRJEB23245,ERS1987267,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
ERR2184449,S,,PRJEB23245,ERS1987268,,,S,,S,S,S,,S,S,S,,,,,,,S,,
ERR2184450,S,S,PRJEB23245,ERS1987269,,,S,,S,S,S,,S,S,S,,,,,,,S,,
ERR2184451,S,S,PRJEB23245,ERS1987270,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184452,S,S,PRJEB23245,ERS1987271,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR2184453,S,S,PRJEB23245,ERS1987272,,,S,,S,,S,,R,S,S,,S,,,,,S,,
ERR2184454,S,,PRJEB23245,ERS1987273,,,S,,S,S,S,,S,S,,S,S,,,,,S,,
ERR2184455,S,,PRJEB23245,ERS1987274,,,,,S,S,S,,R,S,,,,,,,,R,,
ERR2184456,S,S,PRJEB23245,ERS1987275,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184457,S,S,PRJEB23245,ERS1987276,,,S,,S,S,R,,S,S,S,S,S,,,,,S,,
ERR2184458,S,S,PRJEB23245,ERS1987277,,,S,,S,,S,,S,S,S,,S,,,,,S,,
ERR2184459,S,S,PRJEB23245,ERS1987278,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184460,S,S,PRJEB23245,ERS1987279,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR2184461,S,S,PRJEB23245,ERS1987280,,,S,,S,S,S,,S,S,,S,S,,,,,S,,
ERR2184462,S,R,PRJEB23245,ERS1987281,,,,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184463,S,S,PRJEB23245,ERS1987282,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184464,S,S,PRJEB23245,ERS1987283,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR2184465,S,S,PRJEB23245,ERS1987284,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR2184466,S,S,PRJEB23245,ERS1987285,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR2184467,S,S,PRJEB23245,ERS1987286,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR2184468,S,,PRJEB23245,ERS1987287,,,,,S,S,S,,S,S,S,S,,,,,,S,,
ERR2184469,S,S,PRJEB23245,ERS1987288,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR2184470,S,S,PRJEB23245,ERS1987289,,,,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184471,S,S,PRJEB23245,ERS1987290,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184472,S,,PRJEB23245,ERS1987291,S,,S,,S,S,R,,R,S,S,S,S,,,,,R,S,
ERR2184473,S,S,PRJEB23245,ERS1987292,,,S,,S,S,S,,S,,S,S,S,,,,,S,,
ERR2184474,S,S,PRJEB23245,ERS1987293,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184475,S,S,PRJEB23245,ERS1987294,,,S,,S,S,S,,S,S,,S,,,,,,S,,
ERR2184476,S,S,PRJEB23245,ERS1987295,,,S,,S,S,,,S,S,S,,,,,,,S,,
ERR2184477,S,S,PRJEB23245,ERS1987296,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184478,S,,PRJEB23245,ERS1987297,,,,,R,,S,,S,S,S,S,,,,,,S,,
ERR2184479,S,S,PRJEB23245,ERS1987298,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR2184480,S,S,PRJEB23245,ERS1987299,,,S,,S,,S,,S,S,,S,S,,,,,S,,
ERR2184481,S,S,PRJEB23245,ERS1987300,,,S,,S,S,S,,S,S,S,,,,,,,S,,
ERR2184482,S,S,PRJEB23245,ERS1987301,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR2184483,S,,PRJEB23245,ERS1987302,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184484,S,S,PRJEB23245,ERS1987303,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
ERR2184485,S,,PRJEB23245,ERS1987304,,,S,,S,,,,S,S,S,S,S,,,,,S,,
ERR2184486,S,S,PRJEB23245,ERS1987305,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184487,S,S,PRJEB23245,ERS1987306,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR2184488,S,S,PRJEB23245,ERS1987307,S,,S,,S,R,S,,R,S,S,,S,,,,,R,S,
ERR2184489,S,S,PRJEB23245,ERS1987308,,,S,,S,,S,,S,S,S,S,,,,,,S,,
ERR2184490,,,PRJEB23245,ERS1987309,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
